time,Autopilot Firmware version,Autopilot capabilities (supports ftp),Global Location,Global Location (relative altitude),Local Location,Attitude,Velocity,GPS,Groundspeed,Airspeed,Gimbal status,Battery,EKF OK?,Last Heartbeat,Rangefinder,Rangefinder distance,Rangefinder voltage,Heading,Is Armable?,System status,Mode,Armed,
2017_07_18__16-42-11_630,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194343;lon=-86.2399872;alt=252.36,LocationGlobalRelative:lat=41.5194343;lon=-86.2399872;alt=2.29,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0317012481391;yaw=-3.08873319626;roll=-0.0155782103539,[0.04; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.0299999993294,0.0299999993294,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.266;current=1.0;level=90,True,0.325703974,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-43-38_320,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194344;lon=-86.2399821;alt=252.61,LocationGlobalRelative:lat=41.5194344;lon=-86.2399821;alt=2.54,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0325799770653;yaw=-3.08960151672;roll=-0.0161818489432,[0.04; 0.0; -0.01],GPSInfo:fix=3;num_sat=12,0.0299999993294,0.0299999993294,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.251;current=0.99;level=89,True,0.364729089,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,LOITER,False
2017_07_18__16-43-38_421,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194344;lon=-86.2399821;alt=252.61,LocationGlobalRelative:lat=41.5194344;lon=-86.2399821;alt=2.54,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0325799770653;yaw=-3.08960151672;roll=-0.0161818489432,[0.04; 0.0; -0.01],GPSInfo:fix=3;num_sat=12,0.0299999993294,0.0299999993294,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.251;current=0.99;level=89,True,0.467712422,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,LOITER,False
2017_07_18__16-43-38_520,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194344;lon=-86.2399821;alt=252.61,LocationGlobalRelative:lat=41.5194344;lon=-86.2399821;alt=2.54,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0325799770653;yaw=-3.08960151672;roll=-0.0161818489432,[0.04; 0.0; -0.01],GPSInfo:fix=3;num_sat=12,0.0299999993294,0.0299999993294,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.251;current=0.99;level=89,True,0.569115097,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,LOITER,False
2017_07_18__16-43-38_621,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194344;lon=-86.239982;alt=252.6,LocationGlobalRelative:lat=41.5194344;lon=-86.239982;alt=2.53,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.032395735383;yaw=-3.08962512016;roll=-0.0158964637667,[0.04; 0.0; -0.01],GPSInfo:fix=3;num_sat=12,0.0,0.0,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.251;current=1.0;level=89,True,0.675763705,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,LOITER,False
2017_07_18__16-43-38_721,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194344;lon=-86.2399818;alt=252.58,LocationGlobalRelative:lat=41.5194344;lon=-86.2399818;alt=2.51,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0323992446065;yaw=-3.08951568604;roll=-0.0158628337085,[0.04; 0.0; -0.01],GPSInfo:fix=3;num_sat=12,0.00999999977648,0.00999999977648,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.251;current=0.99;level=89,True,0.778340103001,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,LOITER,False
2017_07_18__16-43-38_821,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194344;lon=-86.2399818;alt=252.58,LocationGlobalRelative:lat=41.5194344;lon=-86.2399818;alt=2.51,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0323992446065;yaw=-3.08951568604;roll=-0.0158628337085,[0.04; 0.0; -0.01],GPSInfo:fix=3;num_sat=12,0.00999999977648,0.00999999977648,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.251;current=0.99;level=89,True,0.885587801,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,LOITER,False
2017_07_18__16-43-38_921,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194344;lon=-86.2399818;alt=252.58,LocationGlobalRelative:lat=41.5194344;lon=-86.2399818;alt=2.51,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0323992446065;yaw=-3.08951568604;roll=-0.0158628337085,[0.04; 0.0; -0.01],GPSInfo:fix=3;num_sat=12,0.00999999977648,0.00999999977648,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.251;current=0.99;level=89,True,0.988042892001,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,LOITER,False
2017_07_18__16-43-39_020,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194344;lon=-86.2399816;alt=252.58,LocationGlobalRelative:lat=41.5194344;lon=-86.2399816;alt=2.51,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0324312336743;yaw=-3.08963680267;roll=-0.0158531889319,[0.04; 0.0; -0.02],GPSInfo:fix=3;num_sat=12,0.00999999977648,0.00999999977648,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.249;current=0.99;level=89,True,0.101355743,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,LOITER,False
2017_07_18__16-43-39_122,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194344;lon=-86.2399816;alt=252.58,LocationGlobalRelative:lat=41.5194344;lon=-86.2399816;alt=2.51,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0324312336743;yaw=-3.08963680267;roll=-0.0158531889319,[0.04; 0.0; -0.02],GPSInfo:fix=3;num_sat=12,0.00999999977648,0.00999999977648,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.249;current=0.99;level=89,True,0.208260218998,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,LOITER,False
2017_07_18__16-43-39_228,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194342;lon=-86.2399816;alt=252.58,LocationGlobalRelative:lat=41.5194342;lon=-86.2399816;alt=2.51,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0324238315225;yaw=-3.08948922157;roll=-0.0157932750881,[0.04; 0.0; -0.01],GPSInfo:fix=3;num_sat=12,0.00999999977648,0.00999999977648,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.249;current=1.0;level=89,True,0.260912542999,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,LOITER,False
2017_07_18__16-43-39_320,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194342;lon=-86.2399816;alt=252.58,LocationGlobalRelative:lat=41.5194342;lon=-86.2399816;alt=2.51,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0324238315225;yaw=-3.08948922157;roll=-0.0157932750881,[0.04; 0.0; -0.01],GPSInfo:fix=3;num_sat=12,0.00999999977648,0.00999999977648,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.249;current=1.0;level=89,True,0.368653207999,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,LOITER,False
2017_07_18__16-43-39_421,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194342;lon=-86.2399815;alt=252.58,LocationGlobalRelative:lat=41.5194342;lon=-86.2399815;alt=2.51,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0324731133878;yaw=-3.08955478668;roll=-0.0158629529178,[0.04; 0.0; -0.01],GPSInfo:fix=3;num_sat=12,0.019999999553,0.019999999553,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.249;current=0.99;level=89,True,0.471266167,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,LOITER,False
2017_07_18__16-43-39_521,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194342;lon=-86.2399815;alt=252.58,LocationGlobalRelative:lat=41.5194342;lon=-86.2399815;alt=2.51,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0324731133878;yaw=-3.08955478668;roll=-0.0158629529178,[0.04; 0.0; -0.01],GPSInfo:fix=3;num_sat=12,0.019999999553,0.019999999553,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.249;current=0.99;level=89,True,0.578714585999,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,LOITER,False
2017_07_18__16-43-39_621,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194342;lon=-86.2399815;alt=252.58,LocationGlobalRelative:lat=41.5194342;lon=-86.2399815;alt=2.51,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0324731133878;yaw=-3.08955478668;roll=-0.0158629529178,[0.04; 0.0; -0.01],GPSInfo:fix=3;num_sat=12,0.019999999553,0.019999999553,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.249;current=0.99;level=89,True,0.681784396,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,LOITER,False
2017_07_18__16-43-39_720,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194341;lon=-86.2399814;alt=252.58,LocationGlobalRelative:lat=41.5194341;lon=-86.2399814;alt=2.51,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0324725657701;yaw=-3.08946871758;roll=-0.0158890038729,[0.04; 0.0; -0.01],GPSInfo:fix=3;num_sat=12,0.0,0.0,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.248;current=0.99;level=89,True,0.784916376999,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,LOITER,False
2017_07_18__16-43-39_820,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194341;lon=-86.2399814;alt=252.58,LocationGlobalRelative:lat=41.5194341;lon=-86.2399814;alt=2.51,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0324725657701;yaw=-3.08946871758;roll=-0.0158890038729,[0.04; 0.0; -0.01],GPSInfo:fix=3;num_sat=12,0.0,0.0,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.248;current=0.99;level=89,True,0.892490447999,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,LOITER,False
2017_07_18__16-43-39_920,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194341;lon=-86.2399813;alt=252.57,LocationGlobalRelative:lat=41.5194341;lon=-86.2399813;alt=2.5,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0327393338084;yaw=-3.08951687813;roll=-0.0158834699541,[0.04; 0.0; -0.01],GPSInfo:fix=3;num_sat=12,0.00999999977648,0.00999999977648,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.248;current=1.01;level=89,True,0.995767278,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,LOITER,False
2017_07_18__16-43-40_020,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194341;lon=-86.2399813;alt=252.57,LocationGlobalRelative:lat=41.5194341;lon=-86.2399813;alt=2.5,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0327393338084;yaw=-3.08951687813;roll=-0.0158834699541,[0.04; 0.0; -0.01],GPSInfo:fix=3;num_sat=12,0.00999999977648,0.00999999977648,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.248;current=1.01;level=89,True,0.10797938,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,LOITER,False
2017_07_18__16-43-40_120,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194341;lon=-86.2399813;alt=252.57,LocationGlobalRelative:lat=41.5194341;lon=-86.2399813;alt=2.5,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0327393338084;yaw=-3.08951687813;roll=-0.0158834699541,[0.04; 0.0; -0.01],GPSInfo:fix=3;num_sat=12,0.00999999977648,0.00999999977648,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.248;current=1.01;level=89,True,0.210083167001,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,LOITER,False
2017_07_18__16-43-40_230,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194339;lon=-86.2399811;alt=252.56,LocationGlobalRelative:lat=41.5194339;lon=-86.2399811;alt=2.49,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0329990684986;yaw=-3.08945417404;roll=-0.0159006379545,[0.04; 0.0; -0.01],GPSInfo:fix=3;num_sat=12,0.00999999977648,0.00999999977648,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.248;current=1.0;level=89,True,0.311475959001,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,LOITER,False
2017_07_18__16-43-40_320,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194339;lon=-86.2399811;alt=252.56,LocationGlobalRelative:lat=41.5194339;lon=-86.2399811;alt=2.49,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0329990684986;yaw=-3.08945417404;roll=-0.0159006379545,[0.04; 0.0; -0.01],GPSInfo:fix=3;num_sat=12,0.00999999977648,0.00999999977648,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.248;current=1.0;level=89,True,0.372251348001,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,LOITER,False
2017_07_18__16-43-40_420,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194339;lon=-86.239981;alt=252.57,LocationGlobalRelative:lat=41.5194339;lon=-86.239981;alt=2.5,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0332294143736;yaw=-3.08951020241;roll=-0.0159344412386,[0.04; 0.0; -0.01],GPSInfo:fix=3;num_sat=12,0.019999999553,0.019999999553,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.248;current=1.0;level=89,True,0.474174213001,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,LOITER,False
2017_07_18__16-43-40_520,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194339;lon=-86.239981;alt=252.57,LocationGlobalRelative:lat=41.5194339;lon=-86.239981;alt=2.5,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0332294143736;yaw=-3.08951020241;roll=-0.0159344412386,[0.04; 0.0; -0.01],GPSInfo:fix=3;num_sat=12,0.019999999553,0.019999999553,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.248;current=1.0;level=89,True,0.580708481,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,LOITER,False
2017_07_18__16-43-40_620,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194338;lon=-86.2399809;alt=252.57,LocationGlobalRelative:lat=41.5194338;lon=-86.2399809;alt=2.5,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0332733988762;yaw=-3.08955025673;roll=-0.0160292647779,[0.04; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.00999999977648,0.00999999977648,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.249;current=1.0;level=89,True,0.683122022001,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,LOITER,False
2017_07_18__16-43-40_720,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194338;lon=-86.2399809;alt=252.57,LocationGlobalRelative:lat=41.5194338;lon=-86.2399809;alt=2.5,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0332733988762;yaw=-3.08955025673;roll=-0.0160292647779,[0.04; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.00999999977648,0.00999999977648,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.249;current=1.0;level=89,True,0.791503175002,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,LOITER,False
2017_07_18__16-43-40_820,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194338;lon=-86.2399809;alt=252.57,LocationGlobalRelative:lat=41.5194338;lon=-86.2399809;alt=2.5,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0332733988762;yaw=-3.08955025673;roll=-0.0160292647779,[0.04; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.00999999977648,0.00999999977648,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.249;current=1.0;level=89,True,0.894218407,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,LOITER,False
2017_07_18__16-43-40_920,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194337;lon=-86.2399808;alt=252.57,LocationGlobalRelative:lat=41.5194337;lon=-86.2399808;alt=2.5,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0334227159619;yaw=-3.08938837051;roll=-0.016024440527,[0.04; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.00999999977648,0.00999999977648,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.249;current=1.0;level=89,True,0.996419555,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-43-41_021,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194337;lon=-86.2399808;alt=252.57,LocationGlobalRelative:lat=41.5194337;lon=-86.2399808;alt=2.5,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0334227159619;yaw=-3.08938837051;roll=-0.016024440527,[0.04; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.00999999977648,0.00999999977648,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.249;current=1.0;level=89,True,0.101601660999,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-43-41_120,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194337;lon=-86.2399806;alt=252.57,LocationGlobalRelative:lat=41.5194337;lon=-86.2399806;alt=2.5,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0333899445832;yaw=-3.08927369118;roll=-0.0161769464612,[0.04; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.00999999977648,0.00999999977648,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.249;current=1.0;level=89,True,0.204665496,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-43-41_221,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194337;lon=-86.2399806;alt=252.57,LocationGlobalRelative:lat=41.5194337;lon=-86.2399806;alt=2.5,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0333899445832;yaw=-3.08927369118;roll=-0.0161769464612,[0.04; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.00999999977648,0.00999999977648,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.249;current=1.0;level=89,True,0.262260785999,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-43-41_321,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194337;lon=-86.2399806;alt=252.57,LocationGlobalRelative:lat=41.5194337;lon=-86.2399806;alt=2.5,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0333899445832;yaw=-3.08927369118;roll=-0.0161769464612,[0.04; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.00999999977648,0.00999999977648,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.249;current=1.0;level=89,True,0.366050409999,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-43-41_420,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194337;lon=-86.2399806;alt=252.57,LocationGlobalRelative:lat=41.5194337;lon=-86.2399806;alt=2.5,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0333899445832;yaw=-3.08927369118;roll=-0.0161769464612,[0.04; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.00999999977648,0.00999999977648,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.249;current=1.0;level=89,True,0.46779328,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-43-41_521,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194335;lon=-86.2399804;alt=252.57,LocationGlobalRelative:lat=41.5194335;lon=-86.2399804;alt=2.5,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0335001163185;yaw=-3.08907747269;roll=-0.0162068419158,[0.04; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.00999999977648,0.00999999977648,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.25;current=0.99;level=89,True,0.574626053,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-43-41_620,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194335;lon=-86.2399804;alt=252.57,LocationGlobalRelative:lat=41.5194335;lon=-86.2399804;alt=2.5,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0335001163185;yaw=-3.08907747269;roll=-0.0162068419158,[0.04; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.00999999977648,0.00999999977648,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.25;current=0.99;level=89,True,0.676406398999,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-43-41_721,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194335;lon=-86.2399802;alt=252.58,LocationGlobalRelative:lat=41.5194335;lon=-86.2399802;alt=2.51,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0334193371236;yaw=-3.08910250664;roll=-0.0161384269595,[0.03; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.00999999977648,0.00999999977648,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.25;current=1.0;level=89,True,0.783807252999,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-43-41_821,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194334;lon=-86.23998;alt=252.58,LocationGlobalRelative:lat=41.5194334;lon=-86.23998;alt=2.51,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0333131849766;yaw=-3.08907723427;roll=-0.0161993764341,[0.03; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.00999999977648,0.00999999977648,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.25;current=0.99;level=89,True,0.886756026999,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-43-41_920,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194334;lon=-86.23998;alt=252.58,LocationGlobalRelative:lat=41.5194334;lon=-86.23998;alt=2.51,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0333131849766;yaw=-3.08907723427;roll=-0.0161993764341,[0.03; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.00999999977648,0.00999999977648,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.25;current=0.99;level=89,True,0.993541439,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-43-42_020,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194334;lon=-86.23998;alt=252.58,LocationGlobalRelative:lat=41.5194334;lon=-86.23998;alt=2.51,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0333131849766;yaw=-3.08907723427;roll=-0.0161993764341,[0.03; 0.0; 0.0],GPSInfo:fix=3;num_sat=12,0.00999999977648,0.00999999977648,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.25;current=0.99;level=89,True,0.102562814,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-43-42_121,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194333;lon=-86.2399799;alt=252.58,LocationGlobalRelative:lat=41.5194333;lon=-86.2399799;alt=2.51,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.033301897347;yaw=-3.08899593353;roll=-0.0160657148808,[0.03; 0.0; -0.01],GPSInfo:fix=3;num_sat=12,0.0,0.0,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.25;current=1.0;level=89,True,0.204111149,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-43-42_220,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194333;lon=-86.2399799;alt=252.58,LocationGlobalRelative:lat=41.5194333;lon=-86.2399799;alt=2.51,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.033301897347;yaw=-3.08899593353;roll=-0.0160657148808,[0.03; 0.0; -0.01],GPSInfo:fix=3;num_sat=12,0.0,0.0,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.25;current=1.0;level=89,True,0.312191050001,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-43-42_320,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194333;lon=-86.2399799;alt=252.58,LocationGlobalRelative:lat=41.5194333;lon=-86.2399799;alt=2.51,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.033301897347;yaw=-3.08899593353;roll=-0.0160657148808,[0.03; 0.0; -0.01],GPSInfo:fix=3;num_sat=12,0.0,0.0,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.25;current=1.0;level=89,True,0.369564101,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-43-42_421,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194332;lon=-86.2399797;alt=252.58,LocationGlobalRelative:lat=41.5194332;lon=-86.2399797;alt=2.51,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0333352386951;yaw=-3.08903384209;roll=-0.0160824656487,[0.03; 0.0; -0.01],GPSInfo:fix=3;num_sat=12,0.0,0.0,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.248;current=0.99;level=89,True,0.478410609001,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
2017_07_18__16-43-42_521,APM:Copter-0.0.0-dev0,False,LocationGlobal:lat=41.5194332;lon=-86.2399797;alt=252.58,LocationGlobalRelative:lat=41.5194332;lon=-86.2399797;alt=2.51,LocationLocal:north=None;east=None;down=None,Attitude:pitch=-0.0333352386951;yaw=-3.08903384209;roll=-0.0160824656487,[0.03; 0.0; -0.01],GPSInfo:fix=3;num_sat=12,0.0,0.0,Gimbal: pitch=-50.37; roll=0.0; yaw=0.0,Battery:voltage=16.248;current=0.99;level=89,True,0.581181461001,Rangefinder: distance=None; voltage=None,None,None,183,True,STANDBY,LOITER,False
