time,Autopilot Firmware version,Autopilot capabilities (supports ftp),Global Location,Global Location (relative altitude),Local Location,Attitude,Velocity,GPS,Groundspeed,Airspeed,Gimbal status,Battery,EKF OK?,Last Heartbeat,Rangefinder,Rangefinder distance,Rangefinder voltage,Heading,Is Armable?,System status,Mode,Armed,
2017_07_18__15-04-08_668,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194275;lon=-86.2401234;alt=250.61,LocationGlobalRelative:lat=41.5194275;lon=-86.2401234;alt=0.13,LocationLocal:north=-18.3672866821;east=-25.7041549683;down=-5.44102334976,Attitude:pitch=0.0102332625538;yaw=-3.10418725014;roll=0.00848526787013,[-0.02; 0.0; -0.01],GPSInfo:fix=4;num_sat=11,0.0223606787622,0.0223606787622,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.615783278,Rangefinder: distance=None; voltage=None,None,None,182,True,STANDBY,GUIDED,False
2017_07_18__15-05-02_068,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194321;lon=-86.2401327;alt=262.56,LocationGlobalRelative:lat=41.5194321;lon=-86.2401327;alt=11.77,LocationLocal:north=-17.8467521667;east=-26.4782924652;down=-17.5513248444,Attitude:pitch=-0.0254908651114;yaw=-3.05018854141;roll=0.0483824312687,[-0.15; -0.08; 2.31],GPSInfo:fix=4;num_sat=11,0.136014699936,0.136014699936,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.153034499,Rangefinder: distance=None; voltage=None,None,None,185,True,ACTIVE,GUIDED,True
2017_07_18__15-05-02_168,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194321;lon=-86.2401327;alt=262.56,LocationGlobalRelative:lat=41.5194321;lon=-86.2401327;alt=11.77,LocationLocal:north=-17.8467521667;east=-26.4782924652;down=-17.5513248444,Attitude:pitch=-0.0254908651114;yaw=-3.05018854141;roll=0.0483824312687,[-0.15; -0.08; 2.31],GPSInfo:fix=4;num_sat=11,0.136014699936,0.136014699936,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.255906791999,Rangefinder: distance=None; voltage=None,None,None,185,True,ACTIVE,GUIDED,True
2017_07_18__15-05-02_268,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194321;lon=-86.2401327;alt=262.56,LocationGlobalRelative:lat=41.5194321;lon=-86.2401327;alt=11.77,LocationLocal:north=-17.8467521667;east=-26.4782924652;down=-17.5513248444,Attitude:pitch=-0.0254908651114;yaw=-3.05018854141;roll=0.0483824312687,[-0.15; -0.08; 2.31],GPSInfo:fix=4;num_sat=11,0.136014699936,0.136014699936,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.35713003,Rangefinder: distance=None; voltage=None,None,None,185,True,ACTIVE,GUIDED,True
2017_07_18__15-05-02_368,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194321;lon=-86.2401327;alt=262.56,LocationGlobalRelative:lat=41.5194321;lon=-86.2401327;alt=11.77,LocationLocal:north=-17.8467521667;east=-26.4782924652;down=-17.5513248444,Attitude:pitch=-0.0254908651114;yaw=-3.05018854141;roll=0.0483824312687,[-0.15; -0.08; 2.31],GPSInfo:fix=4;num_sat=11,0.136014699936,0.136014699936,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.459310351999,Rangefinder: distance=None; voltage=None,None,None,185,True,ACTIVE,GUIDED,True
2017_07_18__15-05-02_469,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194318;lon=-86.240133;alt=263.59,LocationGlobalRelative:lat=41.5194318;lon=-86.240133;alt=12.8,LocationLocal:north=-17.8467521667;east=-26.4782924652;down=-17.5513248444,Attitude:pitch=-0.0254908651114;yaw=-3.05018854141;roll=0.0483824312687,[-0.1; -0.09; 2.31],GPSInfo:fix=4;num_sat=11,0.136014699936,0.136014699936,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.560949805999,Rangefinder: distance=None; voltage=None,None,None,185,True,ACTIVE,GUIDED,True
2017_07_18__15-05-02_568,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194318;lon=-86.240133;alt=263.59,LocationGlobalRelative:lat=41.5194318;lon=-86.240133;alt=12.8,LocationLocal:north=-17.8800792694;east=-26.4962730408;down=-18.5832157135,Attitude:pitch=0.00650331005454;yaw=-3.04882597923;roll=0.0343887545168,[-0.1; -0.09; 2.31],GPSInfo:fix=4;num_sat=11,0.136014699936,0.136014699936,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.663652648,Rangefinder: distance=None; voltage=None,None,None,185,True,ACTIVE,GUIDED,True
2017_07_18__15-05-02_668,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194318;lon=-86.240133;alt=263.59,LocationGlobalRelative:lat=41.5194318;lon=-86.240133;alt=12.8,LocationLocal:north=-17.8800792694;east=-26.4962730408;down=-18.5832157135,Attitude:pitch=0.00650331005454;yaw=-3.04882597923;roll=0.0343887545168,[-0.1; -0.09; 2.31],GPSInfo:fix=4;num_sat=11,0.222036018968,0.222036018968,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.716078164,Rangefinder: distance=None; voltage=None,None,None,184,True,ACTIVE,GUIDED,True
2017_07_18__15-05-02_768,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194318;lon=-86.240133;alt=263.59,LocationGlobalRelative:lat=41.5194318;lon=-86.240133;alt=12.8,LocationLocal:north=-17.8800792694;east=-26.4962730408;down=-18.5832157135,Attitude:pitch=0.00650331005454;yaw=-3.04882597923;roll=0.0343887545168,[-0.1; -0.09; 2.31],GPSInfo:fix=4;num_sat=11,0.222036018968,0.222036018968,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.817804914999,Rangefinder: distance=None; voltage=None,None,None,184,True,ACTIVE,GUIDED,True
2017_07_18__15-05-02_868,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194317;lon=-86.240133;alt=264.62,LocationGlobalRelative:lat=41.5194317;lon=-86.240133;alt=13.83,LocationLocal:north=-17.8968448639;east=-26.5001163483;down=-19.6189193726,Attitude:pitch=0.00650331005454;yaw=-3.04882597923;roll=0.0343887545168,[0.0; -0.05; 2.31],GPSInfo:fix=4;num_sat=11,0.222036018968,0.222036018968,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.922846185999,Rangefinder: distance=None; voltage=None,None,None,184,True,ACTIVE,GUIDED,True
2017_07_18__15-05-02_968,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194317;lon=-86.240133;alt=264.62,LocationGlobalRelative:lat=41.5194317;lon=-86.240133;alt=13.83,LocationLocal:north=-17.8968448639;east=-26.5001163483;down=-19.6189193726,Attitude:pitch=0.00650331005454;yaw=-3.04882597923;roll=0.0343887545168,[0.0; -0.05; 2.31],GPSInfo:fix=4;num_sat=11,0.222036018968,0.222036018968,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.025882077,Rangefinder: distance=None; voltage=None,None,None,184,True,ACTIVE,GUIDED,True
2017_07_18__15-05-03_068,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194317;lon=-86.240133;alt=264.62,LocationGlobalRelative:lat=41.5194317;lon=-86.240133;alt=13.83,LocationLocal:north=-17.8968448639;east=-26.5001163483;down=-19.6189193726,Attitude:pitch=-0.00328162219375;yaw=-3.06126999855;roll=0.0276789851487,[0.0; -0.05; 2.31],GPSInfo:fix=4;num_sat=11,0.190262973309,0.190262973309,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.12879851,Rangefinder: distance=None; voltage=None,None,None,184,True,ACTIVE,GUIDED,True
2017_07_18__15-05-03_168,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194317;lon=-86.240133;alt=264.62,LocationGlobalRelative:lat=41.5194317;lon=-86.240133;alt=13.83,LocationLocal:north=-17.8968448639;east=-26.5001163483;down=-19.6189193726,Attitude:pitch=-0.00328162219375;yaw=-3.06126999855;roll=0.0276789851487,[0.0; -0.05; 2.31],GPSInfo:fix=4;num_sat=11,0.190262973309,0.190262973309,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.231264198,Rangefinder: distance=None; voltage=None,None,None,184,True,ACTIVE,GUIDED,True
2017_07_18__15-05-03_268,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194317;lon=-86.240133;alt=264.62,LocationGlobalRelative:lat=41.5194317;lon=-86.240133;alt=13.83,LocationLocal:north=-17.8968448639;east=-26.5001163483;down=-19.6189193726,Attitude:pitch=-0.00328162219375;yaw=-3.06126999855;roll=0.0276789851487,[0.0; -0.05; 2.31],GPSInfo:fix=4;num_sat=11,0.190262973309,0.190262973309,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.332609241,Rangefinder: distance=None; voltage=None,None,None,184,True,ACTIVE,GUIDED,True
2017_07_18__15-05-03_369,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194317;lon=-86.240133;alt=264.62,LocationGlobalRelative:lat=41.5194317;lon=-86.240133;alt=13.83,LocationLocal:north=-17.8968448639;east=-26.5001163483;down=-19.6189193726,Attitude:pitch=-0.00328162219375;yaw=-3.06126999855;roll=0.0276789851487,[0.0; -0.05; 2.31],GPSInfo:fix=4;num_sat=11,0.190262973309,0.190262973309,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.434704003,Rangefinder: distance=None; voltage=None,None,None,184,True,ACTIVE,GUIDED,True
2017_07_18__15-05-03_468,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194317;lon=-86.240133;alt=264.62,LocationGlobalRelative:lat=41.5194317;lon=-86.240133;alt=13.83,LocationLocal:north=-17.8968448639;east=-26.5001163483;down=-19.6189193726,Attitude:pitch=-0.00328162219375;yaw=-3.06126999855;roll=0.0276789851487,[0.0; -0.05; 2.31],GPSInfo:fix=4;num_sat=11,0.190262973309,0.190262973309,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.535945269,Rangefinder: distance=None; voltage=None,None,None,184,True,ACTIVE,GUIDED,True
2017_07_18__15-05-03_568,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194317;lon=-86.240133;alt=265.65,LocationGlobalRelative:lat=41.5194317;lon=-86.240133;alt=14.86,LocationLocal:north=-17.8997478485;east=-26.5029201508;down=-20.6456756592,Attitude:pitch=-0.00328162219375;yaw=-3.06126999855;roll=0.0276789851487,[0.03; -0.02; 2.34],GPSInfo:fix=4;num_sat=11,0.190262973309,0.190262973309,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.0512974650001,Rangefinder: distance=None; voltage=None,None,None,184,True,ACTIVE,GUIDED,True
2017_07_18__15-05-03_668,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194317;lon=-86.240133;alt=265.65,LocationGlobalRelative:lat=41.5194317;lon=-86.240133;alt=14.86,LocationLocal:north=-17.8997478485;east=-26.5029201508;down=-20.6456756592,Attitude:pitch=-0.0108012147248;yaw=-3.05777025223;roll=0.0421680398285,[0.03; -0.02; 2.34],GPSInfo:fix=4;num_sat=11,0.366196662188,0.366196662188,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.15456653,Rangefinder: distance=None; voltage=None,None,None,183,True,ACTIVE,GUIDED,True
2017_07_18__15-05-03_768,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194317;lon=-86.240133;alt=265.65,LocationGlobalRelative:lat=41.5194317;lon=-86.240133;alt=14.86,LocationLocal:north=-17.8997478485;east=-26.5029201508;down=-20.6456756592,Attitude:pitch=-0.0108012147248;yaw=-3.05777025223;roll=0.0421680398285,[0.03; -0.02; 2.34],GPSInfo:fix=4;num_sat=11,0.366196662188,0.366196662188,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.257855108001,Rangefinder: distance=None; voltage=None,None,None,183,True,ACTIVE,GUIDED,True
2017_07_18__15-05-03_868,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194322;lon=-86.240134;alt=266.78,LocationGlobalRelative:lat=41.5194322;lon=-86.240134;alt=15.99,LocationLocal:north=-17.8389892578;east=-26.5831832886;down=-21.7719688416,Attitude:pitch=-0.0108012147248;yaw=-3.05777025223;roll=0.0421680398285,[0.09; -0.07; 2.27],GPSInfo:fix=4;num_sat=11,0.366196662188,0.366196662188,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.360591292,Rangefinder: distance=None; voltage=None,None,None,183,True,ACTIVE,GUIDED,True
2017_07_18__15-05-03_968,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194322;lon=-86.240134;alt=266.78,LocationGlobalRelative:lat=41.5194322;lon=-86.240134;alt=15.99,LocationLocal:north=-17.8389892578;east=-26.5831832886;down=-21.7719688416,Attitude:pitch=-0.0208248458803;yaw=-3.07749080658;roll=0.0170573741198,[0.09; -0.07; 2.27],GPSInfo:fix=4;num_sat=11,0.366196662188,0.366196662188,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.464513825001,Rangefinder: distance=None; voltage=None,None,None,183,True,ACTIVE,GUIDED,True
2017_07_18__15-05-04_068,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194322;lon=-86.240134;alt=266.78,LocationGlobalRelative:lat=41.5194322;lon=-86.240134;alt=15.99,LocationLocal:north=-17.8389892578;east=-26.5831832886;down=-21.7719688416,Attitude:pitch=-0.0208248458803;yaw=-3.07749080658;roll=0.0170573741198,[0.09; -0.07; 2.27],GPSInfo:fix=4;num_sat=11,0.366196662188,0.366196662188,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.566303265,Rangefinder: distance=None; voltage=None,None,None,183,True,ACTIVE,GUIDED,True
2017_07_18__15-05-04_168,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194322;lon=-86.240134;alt=266.78,LocationGlobalRelative:lat=41.5194322;lon=-86.240134;alt=15.99,LocationLocal:north=-17.8389892578;east=-26.5831832886;down=-21.7719688416,Attitude:pitch=-0.0208248458803;yaw=-3.07749080658;roll=0.0170573741198,[0.09; -0.07; 2.27],GPSInfo:fix=4;num_sat=11,0.220227152109,0.220227152109,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.670619495,Rangefinder: distance=None; voltage=None,None,None,183,True,ACTIVE,GUIDED,True
2017_07_18__15-05-04_268,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194325;lon=-86.2401343;alt=267.82,LocationGlobalRelative:lat=41.5194325;lon=-86.2401343;alt=17.03,LocationLocal:north=-17.8055725098;east=-26.6106433868;down=-22.8190841675,Attitude:pitch=-0.0208248458803;yaw=-3.07749080658;roll=0.0170573741198,[0.03; -0.01; 2.1],GPSInfo:fix=4;num_sat=11,0.220227152109,0.220227152109,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.0516675940007,Rangefinder: distance=None; voltage=None,None,None,183,True,ACTIVE,GUIDED,True
2017_07_18__15-05-04_369,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194325;lon=-86.2401343;alt=267.82,LocationGlobalRelative:lat=41.5194325;lon=-86.2401343;alt=17.03,LocationLocal:north=-17.8055725098;east=-26.6106433868;down=-22.8190841675,Attitude:pitch=-0.0208248458803;yaw=-3.07749080658;roll=0.0170573741198,[0.03; -0.01; 2.1],GPSInfo:fix=4;num_sat=11,0.220227152109,0.220227152109,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.153081944,Rangefinder: distance=None; voltage=None,None,None,183,True,ACTIVE,GUIDED,True
2017_07_18__15-05-04_468,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194325;lon=-86.2401343;alt=267.82,LocationGlobalRelative:lat=41.5194325;lon=-86.2401343;alt=17.03,LocationLocal:north=-17.8055725098;east=-26.6106433868;down=-22.8190841675,Attitude:pitch=-0.0208248458803;yaw=-3.07749080658;roll=0.0170573741198,[0.03; -0.01; 2.1],GPSInfo:fix=4;num_sat=11,0.220227152109,0.220227152109,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.205388562001,Rangefinder: distance=None; voltage=None,None,None,183,True,ACTIVE,GUIDED,True
2017_07_18__15-05-04_568,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194325;lon=-86.2401343;alt=267.82,LocationGlobalRelative:lat=41.5194325;lon=-86.2401343;alt=17.03,LocationLocal:north=-17.8055725098;east=-26.6106433868;down=-22.8190841675,Attitude:pitch=-0.022034259513;yaw=-3.08293771744;roll=0.0158784948289,[0.03; -0.01; 2.1],GPSInfo:fix=4;num_sat=11,0.220227152109,0.220227152109,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.307159247001,Rangefinder: distance=None; voltage=None,None,None,183,True,ACTIVE,GUIDED,True
2017_07_18__15-05-04_668,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194325;lon=-86.2401343;alt=267.82,LocationGlobalRelative:lat=41.5194325;lon=-86.2401343;alt=17.03,LocationLocal:north=-17.8055725098;east=-26.6106433868;down=-22.8190841675,Attitude:pitch=-0.022034259513;yaw=-3.08293771744;roll=0.0158784948289,[0.03; -0.01; 2.1],GPSInfo:fix=4;num_sat=11,0.220227152109,0.220227152109,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.409068173,Rangefinder: distance=None; voltage=None,None,None,183,True,ACTIVE,GUIDED,True
2017_07_18__15-05-04_768,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194325;lon=-86.2401343;alt=267.82,LocationGlobalRelative:lat=41.5194325;lon=-86.2401343;alt=17.03,LocationLocal:north=-17.8055725098;east=-26.6106433868;down=-22.8190841675,Attitude:pitch=-0.022034259513;yaw=-3.08293771744;roll=0.0158784948289,[0.03; -0.01; 2.1],GPSInfo:fix=4;num_sat=11,0.0860232487321,0.0860232487321,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.517540087,Rangefinder: distance=None; voltage=None,None,None,183,True,ACTIVE,GUIDED,True
2017_07_18__15-05-04_868,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194325;lon=-86.2401343;alt=267.82,LocationGlobalRelative:lat=41.5194325;lon=-86.2401343;alt=17.03,LocationLocal:north=-17.8055725098;east=-26.6106433868;down=-22.8190841675,Attitude:pitch=-0.022034259513;yaw=-3.08293771744;roll=0.0158784948289,[0.03; -0.01; 2.1],GPSInfo:fix=4;num_sat=11,0.0860232487321,0.0860232487321,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.620614936,Rangefinder: distance=None; voltage=None,None,None,183,True,ACTIVE,GUIDED,True
2017_07_18__15-05-04_968,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194322;lon=-86.2401339;alt=268.74,LocationGlobalRelative:lat=41.5194322;lon=-86.2401339;alt=17.95,LocationLocal:north=-17.8055725098;east=-26.6106433868;down=-22.8190841675,Attitude:pitch=-0.022034259513;yaw=-3.08293771744;roll=0.0158784948289,[-0.01; 0.01; 1.72],GPSInfo:fix=4;num_sat=11,0.0860232487321,0.0860232487321,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.723151056,Rangefinder: distance=None; voltage=None,None,None,183,True,ACTIVE,GUIDED,True
2017_07_18__15-05-05_068,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194322;lon=-86.2401339;alt=268.74,LocationGlobalRelative:lat=41.5194322;lon=-86.2401339;alt=17.95,LocationLocal:north=-17.8344936371;east=-26.5734424591;down=-23.7334976196,Attitude:pitch=-0.022034259513;yaw=-3.08293771744;roll=0.0158784948289,[-0.01; 0.01; 1.72],GPSInfo:fix=4;num_sat=11,0.0860232487321,0.0860232487321,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.824595335001,Rangefinder: distance=None; voltage=None,None,None,183,True,ACTIVE,GUIDED,True
2017_07_18__15-05-05_168,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194322;lon=-86.2401339;alt=268.74,LocationGlobalRelative:lat=41.5194322;lon=-86.2401339;alt=17.95,LocationLocal:north=-17.8344936371;east=-26.5734424591;down=-23.7334976196,Attitude:pitch=-0.0090122576803;yaw=-3.07352948189;roll=0.0304694771767,[-0.01; 0.01; 1.72],GPSInfo:fix=4;num_sat=11,0.0860232487321,0.0860232487321,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.927847893,Rangefinder: distance=None; voltage=None,None,None,183,True,ACTIVE,GUIDED,True
2017_07_18__15-05-05_268,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194322;lon=-86.2401339;alt=268.74,LocationGlobalRelative:lat=41.5194322;lon=-86.2401339;alt=17.95,LocationLocal:north=-17.8344936371;east=-26.5734424591;down=-23.7334976196,Attitude:pitch=-0.0090122576803;yaw=-3.07352948189;roll=0.0304694771767,[-0.01; 0.01; 1.72],GPSInfo:fix=4;num_sat=11,0.0860232487321,0.0860232487321,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.101640765,Rangefinder: distance=None; voltage=None,None,None,183,True,ACTIVE,GUIDED,True
2017_07_18__15-05-05_371,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194322;lon=-86.2401339;alt=268.74,LocationGlobalRelative:lat=41.5194322;lon=-86.2401339;alt=17.95,LocationLocal:north=-17.8344936371;east=-26.5734424591;down=-23.7334976196,Attitude:pitch=-0.0090122576803;yaw=-3.07352948189;roll=0.0304694771767,[-0.01; 0.01; 1.72],GPSInfo:fix=4;num_sat=11,0.170293867588,0.170293867588,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.203576894,Rangefinder: distance=None; voltage=None,None,None,184,True,ACTIVE,GUIDED,True
2017_07_18__15-05-05_468,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194318;lon=-86.2401333;alt=269.6,LocationGlobalRelative:lat=41.5194318;lon=-86.2401333;alt=18.81,LocationLocal:north=-17.8790969849;east=-26.5232505798;down=-24.5910377502,Attitude:pitch=-0.0090122576803;yaw=-3.07352948189;roll=0.0304694771767,[0.08; 0.01; 1.07],GPSInfo:fix=4;num_sat=11,0.170293867588,0.170293867588,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.306017968001,Rangefinder: distance=None; voltage=None,None,None,184,True,ACTIVE,GUIDED,True
2017_07_18__15-05-05_568,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194318;lon=-86.2401333;alt=269.6,LocationGlobalRelative:lat=41.5194318;lon=-86.2401333;alt=18.81,LocationLocal:north=-17.8790969849;east=-26.5232505798;down=-24.5910377502,Attitude:pitch=0.00782021507621;yaw=-3.06863021851;roll=0.0413940213621,[0.08; 0.01; 1.07],GPSInfo:fix=4;num_sat=11,0.170293867588,0.170293867588,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.409234529,Rangefinder: distance=None; voltage=None,None,None,184,True,ACTIVE,GUIDED,True
2017_07_18__15-05-05_668,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194318;lon=-86.2401333;alt=269.6,LocationGlobalRelative:lat=41.5194318;lon=-86.2401333;alt=18.81,LocationLocal:north=-17.8790969849;east=-26.5232505798;down=-24.5910377502,Attitude:pitch=0.00782021507621;yaw=-3.06863021851;roll=0.0413940213621,[0.08; 0.01; 1.07],GPSInfo:fix=4;num_sat=11,0.152315467596,0.152315467596,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.512501745,Rangefinder: distance=None; voltage=None,None,None,185,True,ACTIVE,GUIDED,True
2017_07_18__15-05-05_768,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194318;lon=-86.2401333;alt=269.6,LocationGlobalRelative:lat=41.5194318;lon=-86.2401333;alt=18.81,LocationLocal:north=-17.8790969849;east=-26.5232505798;down=-24.5910377502,Attitude:pitch=0.00782021507621;yaw=-3.06863021851;roll=0.0413940213621,[0.08; 0.01; 1.07],GPSInfo:fix=4;num_sat=11,0.152315467596,0.152315467596,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.615179395,Rangefinder: distance=None; voltage=None,None,None,185,True,ACTIVE,GUIDED,True
2017_07_18__15-05-05_868,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194323;lon=-86.2401332;alt=270.07,LocationGlobalRelative:lat=41.5194323;lon=-86.2401332;alt=19.28,LocationLocal:north=-17.8295440674;east=-26.5191078186;down=-25.0659637451,Attitude:pitch=-0.072723351419;yaw=-2.98860764503;roll=0.0524403452873,[0.12; -0.04; 0.56],GPSInfo:fix=4;num_sat=11,0.152315467596,0.152315467596,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.717883025,Rangefinder: distance=None; voltage=None,None,None,185,True,ACTIVE,GUIDED,True
2017_07_18__15-05-05_968,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194323;lon=-86.2401332;alt=270.07,LocationGlobalRelative:lat=41.5194323;lon=-86.2401332;alt=19.28,LocationLocal:north=-17.8295440674;east=-26.5191078186;down=-25.0659637451,Attitude:pitch=-0.072723351419;yaw=-2.98860764503;roll=0.0524403452873,[0.12; -0.04; 0.56],GPSInfo:fix=4;num_sat=11,0.152315467596,0.152315467596,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.0513761859993,Rangefinder: distance=None; voltage=None,None,None,185,True,ACTIVE,GUIDED,True
2017_07_18__15-05-06_070,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194323;lon=-86.2401332;alt=270.07,LocationGlobalRelative:lat=41.5194323;lon=-86.2401332;alt=19.28,LocationLocal:north=-17.8295440674;east=-26.5191078186;down=-25.0659637451,Attitude:pitch=-0.072723351419;yaw=-2.98860764503;roll=0.0524403452873,[0.12; -0.04; 0.56],GPSInfo:fix=4;num_sat=11,0.152315467596,0.152315467596,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.155362232,Rangefinder: distance=None; voltage=None,None,None,185,True,ACTIVE,GUIDED,True
