time,status,battery,groundspeed,attitude,home,gimbalRotation,armed,armable,airspeed,id,location,velocity,heading,mode,
2017_07_18__14-23-03_009,STANDBY,{'current': None; 'voltage': 22.24; 'level': None},0.0707106739283,{'y': -2.2231147289276123; 'x': 0.058644503355026245; 'z': 0.007204553112387657},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0707106739283,PHYS_12,{'y': -86.2406092; 'x': 41.5194005; 'z': -1.51},{'y': 0.0; 'x': -0.05; 'z': -0.07},232,STABILIZE
2017_07_18__14-24-41_409,STANDBY,{'current': None; 'voltage': 22.21; 'level': None},0.0360555127263,{'y': -2.2316300868988037; 'x': 0.05924657732248306; 'z': 0.007975276559591293},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0360555127263,PHYS_12,{'y': -86.2406073; 'x': 41.5193942; 'z': -2.69},{'y': -0.02; 'x': -0.01; 'z': -0.04},232,LOITER
2017_07_18__14-24-41_509,STANDBY,{'current': None; 'voltage': 22.21; 'level': None},0.0223606787622,{'y': -2.2316300868988037; 'x': 0.05924657732248306; 'z': 0.007975276559591293},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2406073; 'x': 41.5193942; 'z': -2.69},{'y': -0.02; 'x': -0.01; 'z': -0.04},232,LOITER
2017_07_18__14-24-41_609,STANDBY,{'current': None; 'voltage': 22.21; 'level': None},0.0223606787622,{'y': -2.2316300868988037; 'x': 0.05924657732248306; 'z': 0.007975276559591293},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2406073; 'x': 41.5193942; 'z': -2.69},{'y': -0.02; 'x': -0.01; 'z': -0.04},232,LOITER
2017_07_18__14-24-41_709,STANDBY,{'current': None; 'voltage': 22.21; 'level': None},0.0223606787622,{'y': -2.2316300868988037; 'x': 0.05924657732248306; 'z': 0.007975276559591293},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2406073; 'x': 41.5193942; 'z': -2.69},{'y': -0.02; 'x': -0.01; 'z': -0.04},232,LOITER
2017_07_18__14-24-41_809,STANDBY,{'current': None; 'voltage': 22.21; 'level': None},0.0223606787622,{'y': -2.2316300868988037; 'x': 0.05924657732248306; 'z': 0.007975276559591293},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2406073; 'x': 41.5193942; 'z': -2.69},{'y': -0.02; 'x': -0.01; 'z': -0.04},232,LOITER
2017_07_18__14-24-41_909,STANDBY,{'current': None; 'voltage': 22.21; 'level': None},0.0223606787622,{'y': -2.2316300868988037; 'x': 0.05924657732248306; 'z': 0.007975276559591293},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2406073; 'x': 41.5193942; 'z': -2.69},{'y': -0.02; 'x': -0.01; 'z': -0.04},232,LOITER
2017_07_18__14-24-42_009,STANDBY,{'current': None; 'voltage': 22.21; 'level': None},0.0223606787622,{'y': -2.2316300868988037; 'x': 0.05924657732248306; 'z': 0.007975276559591293},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2406076; 'x': 41.5193942; 'z': -2.69},{'y': -0.01; 'x': -0.01; 'z': -0.04},232,LOITER
2017_07_18__14-24-42_109,STANDBY,{'current': None; 'voltage': 22.21; 'level': None},0.0223606787622,{'y': -2.2316300868988037; 'x': 0.05924657732248306; 'z': 0.007975276559591293},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2406076; 'x': 41.5193942; 'z': -2.69},{'y': -0.01; 'x': -0.01; 'z': -0.04},232,LOITER
2017_07_18__14-24-42_209,STANDBY,{'current': None; 'voltage': 22.21; 'level': None},0.0223606787622,{'y': -2.2316551208496094; 'x': 0.059147462248802185; 'z': 0.007824781350791454},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2406076; 'x': 41.5193942; 'z': -2.69},{'y': -0.01; 'x': -0.01; 'z': -0.04},232,LOITER
2017_07_18__14-24-42_309,STANDBY,{'current': None; 'voltage': 22.21; 'level': None},0.0223606787622,{'y': -2.2316551208496094; 'x': 0.059147462248802185; 'z': 0.007824781350791454},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2406076; 'x': 41.5193942; 'z': -2.69},{'y': -0.01; 'x': -0.01; 'z': -0.04},232,LOITER
2017_07_18__14-24-42_409,STANDBY,{'current': None; 'voltage': 22.237; 'level': None},0.0223606787622,{'y': -2.2316551208496094; 'x': 0.059147462248802185; 'z': 0.007824781350791454},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2406076; 'x': 41.5193942; 'z': -2.69},{'y': -0.01; 'x': -0.01; 'z': -0.04},232,LOITER
2017_07_18__14-24-42_509,STANDBY,{'current': None; 'voltage': 22.237; 'level': None},0.0223606787622,{'y': -2.2316551208496094; 'x': 0.059147462248802185; 'z': 0.007824781350791454},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2406078; 'x': 41.5193943; 'z': -2.7},{'y': -0.01; 'x': -0.01; 'z': -0.04},232,LOITER
2017_07_18__14-24-42_609,STANDBY,{'current': None; 'voltage': 22.237; 'level': None},0.0905538499355,{'y': -2.231661081314087; 'x': 0.05905194580554962; 'z': 0.00773247703909874},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0905538499355,PHYS_12,{'y': -86.2406078; 'x': 41.5193943; 'z': -2.7},{'y': -0.01; 'x': -0.01; 'z': -0.04},232,LOITER
2017_07_18__14-24-42_709,STANDBY,{'current': None; 'voltage': 22.237; 'level': None},0.0905538499355,{'y': -2.231661081314087; 'x': 0.05905194580554962; 'z': 0.00773247703909874},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0905538499355,PHYS_12,{'y': -86.2406078; 'x': 41.5193943; 'z': -2.7},{'y': -0.01; 'x': -0.01; 'z': -0.04},232,LOITER
2017_07_18__14-24-42_809,STANDBY,{'current': None; 'voltage': 22.237; 'level': None},0.0905538499355,{'y': -2.231661081314087; 'x': 0.05905194580554962; 'z': 0.00773247703909874},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0905538499355,PHYS_12,{'y': -86.2406078; 'x': 41.5193943; 'z': -2.7},{'y': -0.01; 'x': -0.01; 'z': -0.04},232,LOITER
2017_07_18__14-24-42_909,STANDBY,{'current': None; 'voltage': 22.224; 'level': None},0.0905538499355,{'y': -2.231661081314087; 'x': 0.05905194580554962; 'z': 0.00773247703909874},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0905538499355,PHYS_12,{'y': -86.2406078; 'x': 41.5193943; 'z': -2.7},{'y': -0.01; 'x': -0.01; 'z': -0.04},232,LOITER
2017_07_18__14-24-43_009,STANDBY,{'current': None; 'voltage': 22.224; 'level': None},0.0905538499355,{'y': -2.231661081314087; 'x': 0.05905194580554962; 'z': 0.00773247703909874},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0905538499355,PHYS_12,{'y': -86.240608; 'x': 41.5193944; 'z': -2.71},{'y': -0.01; 'x': -0.01; 'z': -0.05},232,LOITER
2017_07_18__14-24-43_109,STANDBY,{'current': None; 'voltage': 22.224; 'level': None},0.0223606787622,{'y': -2.2315921783447266; 'x': 0.058869920670986176; 'z': 0.0076525891199707985},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.240608; 'x': 41.5193944; 'z': -2.71},{'y': -0.01; 'x': -0.01; 'z': -0.05},232,LOITER
2017_07_18__14-24-43_209,STANDBY,{'current': None; 'voltage': 22.222; 'level': None},0.0223606787622,{'y': -2.2315921783447266; 'x': 0.058869920670986176; 'z': 0.0076525891199707985},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.240608; 'x': 41.5193944; 'z': -2.71},{'y': -0.01; 'x': -0.01; 'z': -0.05},232,LOITER
2017_07_18__14-24-43_309,STANDBY,{'current': None; 'voltage': 22.222; 'level': None},0.0223606787622,{'y': -2.2315921783447266; 'x': 0.058869920670986176; 'z': 0.0076525891199707985},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2406081; 'x': 41.5193945; 'z': -2.71},{'y': -0.01; 'x': -0.01; 'z': -0.05},232,LOITER
2017_07_18__14-24-43_409,STANDBY,{'current': None; 'voltage': 22.222; 'level': None},0.0223606787622,{'y': -2.2316431999206543; 'x': 0.05878734588623047; 'z': 0.00757535919547081},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2406081; 'x': 41.5193945; 'z': -2.71},{'y': -0.01; 'x': -0.01; 'z': -0.05},232,LOITER
2017_07_18__14-24-43_509,STANDBY,{'current': None; 'voltage': 22.222; 'level': None},0.0223606787622,{'y': -2.2316431999206543; 'x': 0.05878734588623047; 'z': 0.00757535919547081},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2406081; 'x': 41.5193945; 'z': -2.71},{'y': -0.01; 'x': -0.01; 'z': -0.05},232,LOITER
2017_07_18__14-24-43_609,STANDBY,{'current': None; 'voltage': 22.222; 'level': None},0.0538516454399,{'y': -2.2316431999206543; 'x': 0.05878734588623047; 'z': 0.00757535919547081},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0538516454399,PHYS_12,{'y': -86.2406081; 'x': 41.5193945; 'z': -2.71},{'y': -0.01; 'x': -0.01; 'z': -0.05},232,LOITER
2017_07_18__14-24-43_709,STANDBY,{'current': None; 'voltage': 22.237; 'level': None},0.0538516454399,{'y': -2.2316431999206543; 'x': 0.05878734588623047; 'z': 0.00757535919547081},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0538516454399,PHYS_12,{'y': -86.2406082; 'x': 41.5193947; 'z': -2.72},{'y': 0.0; 'x': -0.01; 'z': -0.05},232,LOITER
2017_07_18__14-24-43_809,STANDBY,{'current': None; 'voltage': 22.237; 'level': None},0.0538516454399,{'y': -2.231713056564331; 'x': 0.05877202749252319; 'z': 0.007443897891789675},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0538516454399,PHYS_12,{'y': -86.2406082; 'x': 41.5193947; 'z': -2.72},{'y': 0.0; 'x': -0.01; 'z': -0.05},232,LOITER
2017_07_18__14-24-43_909,STANDBY,{'current': None; 'voltage': 22.237; 'level': None},0.0538516454399,{'y': -2.231713056564331; 'x': 0.05877202749252319; 'z': 0.007443897891789675},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0538516454399,PHYS_12,{'y': -86.2406082; 'x': 41.5193947; 'z': -2.72},{'y': 0.0; 'x': -0.01; 'z': -0.05},232,LOITER
2017_07_18__14-24-44_009,STANDBY,{'current': None; 'voltage': 22.237; 'level': None},0.0424264073372,{'y': -2.231713056564331; 'x': 0.05877202749252319; 'z': 0.007443897891789675},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0424264073372,PHYS_12,{'y': -86.2406082; 'x': 41.5193947; 'z': -2.72},{'y': 0.0; 'x': -0.01; 'z': -0.05},232,LOITER
2017_07_18__14-24-44_109,STANDBY,{'current': None; 'voltage': 22.237; 'level': None},0.0424264073372,{'y': -2.231713056564331; 'x': 0.05877202749252319; 'z': 0.007443897891789675},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0424264073372,PHYS_12,{'y': -86.2406082; 'x': 41.5193947; 'z': -2.72},{'y': 0.0; 'x': -0.01; 'z': -0.05},232,LOITER
2017_07_18__14-24-44_209,STANDBY,{'current': None; 'voltage': 22.215; 'level': None},0.0424264073372,{'y': -2.231713056564331; 'x': 0.05877202749252319; 'z': 0.007443897891789675},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0424264073372,PHYS_12,{'y': -86.2406082; 'x': 41.5193947; 'z': -2.72},{'y': 0.0; 'x': -0.01; 'z': -0.05},232,LOITER
2017_07_18__14-24-44_309,STANDBY,{'current': None; 'voltage': 22.215; 'level': None},0.0424264073372,{'y': -2.231713056564331; 'x': 0.05877202749252319; 'z': 0.007443897891789675},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0424264073372,PHYS_12,{'y': -86.2406083; 'x': 41.5193948; 'z': -2.72},{'y': 0.0; 'x': -0.01; 'z': -0.05},232,LOITER
2017_07_18__14-24-44_409,STANDBY,{'current': None; 'voltage': 22.215; 'level': None},0.0223606787622,{'y': -2.2316861152648926; 'x': 0.05872412025928497; 'z': 0.007344522513449192},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2406083; 'x': 41.5193948; 'z': -2.72},{'y': 0.0; 'x': -0.01; 'z': -0.05},232,LOITER
2017_07_18__14-24-44_509,STANDBY,{'current': None; 'voltage': 22.215; 'level': None},0.0223606787622,{'y': -2.2316861152648926; 'x': 0.05872412025928497; 'z': 0.007344522513449192},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2406083; 'x': 41.5193948; 'z': -2.72},{'y': 0.0; 'x': -0.01; 'z': -0.05},232,LOITER
2017_07_18__14-24-44_609,STANDBY,{'current': None; 'voltage': 22.215; 'level': None},0.0223606787622,{'y': -2.2316861152648926; 'x': 0.05872412025928497; 'z': 0.007344522513449192},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2406083; 'x': 41.5193948; 'z': -2.72},{'y': 0.0; 'x': -0.01; 'z': -0.05},232,LOITER
2017_07_18__14-24-44_709,STANDBY,{'current': None; 'voltage': 22.211; 'level': None},0.0223606787622,{'y': -2.2316861152648926; 'x': 0.05872412025928497; 'z': 0.007344522513449192},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2406083; 'x': 41.5193948; 'z': -2.72},{'y': 0.0; 'x': -0.01; 'z': -0.05},232,LOITER
2017_07_18__14-24-44_809,STANDBY,{'current': None; 'voltage': 22.211; 'level': None},0.0223606787622,{'y': -2.2316153049468994; 'x': 0.05843696743249893; 'z': 0.007387918885797262},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2406083; 'x': 41.5193948; 'z': -2.72},{'y': 0.0; 'x': -0.01; 'z': -0.05},232,LOITER
2017_07_18__14-24-44_909,STANDBY,{'current': None; 'voltage': 22.211; 'level': None},0.0223606787622,{'y': -2.2316153049468994; 'x': 0.05843696743249893; 'z': 0.007387918885797262},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2406083; 'x': 41.5193948; 'z': -2.72},{'y': 0.0; 'x': -0.01; 'z': -0.05},232,LOITER
2017_07_18__14-24-45_009,STANDBY,{'current': None; 'voltage': 22.211; 'level': None},0.0223606787622,{'y': -2.2316153049468994; 'x': 0.05843696743249893; 'z': 0.007387918885797262},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2406083; 'x': 41.5193948; 'z': -2.72},{'y': 0.0; 'x': -0.01; 'z': -0.05},232,LOITER
2017_07_18__14-24-45_109,STANDBY,{'current': None; 'voltage': 22.211; 'level': None},0.0223606787622,{'y': -2.2316153049468994; 'x': 0.05843696743249893; 'z': 0.007387918885797262},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2406083; 'x': 41.5193948; 'z': -2.72},{'y': 0.0; 'x': -0.01; 'z': -0.05},232,LOITER
2017_07_18__14-24-45_209,STANDBY,{'current': None; 'voltage': 22.215; 'level': None},0.0223606787622,{'y': -2.2316153049468994; 'x': 0.05843696743249893; 'z': 0.007387918885797262},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.240609; 'x': 41.519395; 'z': -2.72},{'y': -0.02; 'x': -0.01; 'z': -0.05},232,LOITER
2017_07_18__14-24-45_309,STANDBY,{'current': None; 'voltage': 22.215; 'level': None},0.0223606787622,{'y': -2.2316153049468994; 'x': 0.05843696743249893; 'z': 0.007387918885797262},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.240609; 'x': 41.519395; 'z': -2.72},{'y': -0.02; 'x': -0.01; 'z': -0.05},232,LOITER
2017_07_18__14-24-45_409,STANDBY,{'current': None; 'voltage': 22.215; 'level': None},0.0223606787622,{'y': -2.231616497039795; 'x': 0.05816134810447693; 'z': 0.007571922615170479},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.240609; 'x': 41.519395; 'z': -2.72},{'y': -0.02; 'x': -0.01; 'z': -0.05},232,LOITER
2017_07_18__14-24-45_509,STANDBY,{'current': None; 'voltage': 22.215; 'level': None},0.0223606787622,{'y': -2.231616497039795; 'x': 0.05816134810447693; 'z': 0.007571922615170479},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.240609; 'x': 41.519395; 'z': -2.72},{'y': -0.02; 'x': -0.01; 'z': -0.05},232,LOITER
2017_07_18__14-24-45_609,STANDBY,{'current': None; 'voltage': 22.215; 'level': None},0.031622774899,{'y': -2.231616497039795; 'x': 0.05816134810447693; 'z': 0.007571922615170479},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.031622774899,PHYS_12,{'y': -86.240609; 'x': 41.519395; 'z': -2.72},{'y': -0.02; 'x': -0.01; 'z': -0.05},232,LOITER
2017_07_18__14-24-45_709,STANDBY,{'current': None; 'voltage': 22.215; 'level': None},0.031622774899,{'y': -2.231616497039795; 'x': 0.05816134810447693; 'z': 0.007571922615170479},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.031622774899,PHYS_12,{'y': -86.240609; 'x': 41.519395; 'z': -2.72},{'y': -0.02; 'x': -0.01; 'z': -0.05},232,LOITER
2017_07_18__14-24-45_809,STANDBY,{'current': None; 'voltage': 22.22; 'level': None},0.031622774899,{'y': -2.231616497039795; 'x': 0.05816134810447693; 'z': 0.007571922615170479},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.031622774899,PHYS_12,{'y': -86.2406095; 'x': 41.519395; 'z': -2.72},{'y': -0.03; 'x': -0.01; 'z': -0.05},232,LOITER
2017_07_18__14-24-45_909,STANDBY,{'current': None; 'voltage': 22.22; 'level': None},0.031622774899,{'y': -2.2316505908966064; 'x': 0.05797876417636871; 'z': 0.0076689040288329124},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.031622774899,PHYS_12,{'y': -86.2406095; 'x': 41.519395; 'z': -2.72},{'y': -0.03; 'x': -0.01; 'z': -0.05},232,LOITER
2017_07_18__14-24-46_009,STANDBY,{'current': None; 'voltage': 22.22; 'level': None},0.031622774899,{'y': -2.2316505908966064; 'x': 0.05797876417636871; 'z': 0.0076689040288329124},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.031622774899,PHYS_12,{'y': -86.2406095; 'x': 41.519395; 'z': -2.72},{'y': -0.03; 'x': -0.01; 'z': -0.05},232,LOITER
2017_07_18__14-24-46_109,STANDBY,{'current': None; 'voltage': 22.22; 'level': None},0.0412310548127,{'y': -2.2316505908966064; 'x': 0.05797876417636871; 'z': 0.0076689040288329124},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0412310548127,PHYS_12,{'y': -86.2406095; 'x': 41.519395; 'z': -2.72},{'y': -0.03; 'x': -0.01; 'z': -0.05},232,LOITER
2017_07_18__14-24-46_209,STANDBY,{'current': None; 'voltage': 22.22; 'level': None},0.0412310548127,{'y': -2.2316505908966064; 'x': 0.05797876417636871; 'z': 0.0076689040288329124},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0412310548127,PHYS_12,{'y': -86.2406095; 'x': 41.519395; 'z': -2.72},{'y': -0.03; 'x': -0.01; 'z': -0.05},232,LOITER
2017_07_18__14-24-46_309,STANDBY,{'current': None; 'voltage': 22.2; 'level': None},0.0412310548127,{'y': -2.2316505908966064; 'x': 0.05797876417636871; 'z': 0.0076689040288329124},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0412310548127,PHYS_12,{'y': -86.2406095; 'x': 41.519395; 'z': -2.72},{'y': -0.03; 'x': -0.01; 'z': -0.05},232,LOITER
2017_07_18__14-24-46_409,STANDBY,{'current': None; 'voltage': 22.2; 'level': None},0.0412310548127,{'y': -2.2316505908966064; 'x': 0.05797876417636871; 'z': 0.0076689040288329124},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0412310548127,PHYS_12,{'y': -86.2406099; 'x': 41.519395; 'z': -2.72},{'y': -0.03; 'x': -0.02; 'z': -0.05},232,LOITER
2017_07_18__14-24-46_509,STANDBY,{'current': None; 'voltage': 22.2; 'level': None},0.0707106739283,{'y': -2.2316489219665527; 'x': 0.05790705978870392; 'z': 0.007572173606604338},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0707106739283,PHYS_12,{'y': -86.2406099; 'x': 41.519395; 'z': -2.72},{'y': -0.03; 'x': -0.02; 'z': -0.05},232,LOITER
2017_07_18__14-24-46_609,STANDBY,{'current': None; 'voltage': 22.2; 'level': None},0.0707106739283,{'y': -2.2316489219665527; 'x': 0.05790705978870392; 'z': 0.007572173606604338},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0707106739283,PHYS_12,{'y': -86.2406099; 'x': 41.519395; 'z': -2.72},{'y': -0.03; 'x': -0.02; 'z': -0.05},232,LOITER
2017_07_18__14-24-46_709,STANDBY,{'current': None; 'voltage': 22.2; 'level': None},0.0707106739283,{'y': -2.2316489219665527; 'x': 0.05790705978870392; 'z': 0.007572173606604338},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0707106739283,PHYS_12,{'y': -86.2406099; 'x': 41.519395; 'z': -2.72},{'y': -0.03; 'x': -0.02; 'z': -0.05},232,LOITER
2017_07_18__14-24-46_809,STANDBY,{'current': None; 'voltage': 22.222; 'level': None},0.0707106739283,{'y': -2.2316489219665527; 'x': 0.05790705978870392; 'z': 0.007572173606604338},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0707106739283,PHYS_12,{'y': -86.2406102; 'x': 41.5193951; 'z': -2.74},{'y': -0.03; 'x': -0.02; 'z': -0.05},232,LOITER
2017_07_18__14-24-46_909,STANDBY,{'current': None; 'voltage': 22.222; 'level': None},0.0412310548127,{'y': -2.2316956520080566; 'x': 0.05796021223068237; 'z': 0.007480837870389223},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0412310548127,PHYS_12,{'y': -86.2406102; 'x': 41.5193951; 'z': -2.74},{'y': -0.03; 'x': -0.02; 'z': -0.05},232,LOITER
2017_07_18__14-24-47_009,STANDBY,{'current': None; 'voltage': 22.222; 'level': None},0.0412310548127,{'y': -2.2316956520080566; 'x': 0.05796021223068237; 'z': 0.007480837870389223},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0412310548127,PHYS_12,{'y': -86.2406102; 'x': 41.5193951; 'z': -2.74},{'y': -0.03; 'x': -0.02; 'z': -0.05},232,LOITER
2017_07_18__14-24-47_109,STANDBY,{'current': None; 'voltage': 22.22; 'level': None},0.0412310548127,{'y': -2.2316956520080566; 'x': 0.05796021223068237; 'z': 0.007480837870389223},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0412310548127,PHYS_12,{'y': -86.2406102; 'x': 41.5193951; 'z': -2.74},{'y': -0.03; 'x': -0.02; 'z': -0.05},232,LOITER
2017_07_18__14-24-47_209,STANDBY,{'current': None; 'voltage': 22.22; 'level': None},0.0412310548127,{'y': -2.23164701461792; 'x': 0.0578862801194191; 'z': 0.007392009254544973},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0412310548127,PHYS_12,{'y': -86.2406106; 'x': 41.5193951; 'z': -2.75},{'y': -0.03; 'x': -0.02; 'z': -0.06},232,LOITER
2017_07_18__14-24-47_309,STANDBY,{'current': None; 'voltage': 22.22; 'level': None},0.0412310548127,{'y': -2.23164701461792; 'x': 0.0578862801194191; 'z': 0.007392009254544973},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0412310548127,PHYS_12,{'y': -86.2406106; 'x': 41.5193951; 'z': -2.75},{'y': -0.03; 'x': -0.02; 'z': -0.06},232,LOITER
2017_07_18__14-24-47_409,STANDBY,{'current': None; 'voltage': 22.22; 'level': None},0.0412310548127,{'y': -2.23164701461792; 'x': 0.0578862801194191; 'z': 0.007392009254544973},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0412310548127,PHYS_12,{'y': -86.2406106; 'x': 41.5193951; 'z': -2.75},{'y': -0.03; 'x': -0.02; 'z': -0.06},232,LOITER
2017_07_18__14-24-47_509,STANDBY,{'current': None; 'voltage': 22.22; 'level': None},0.0608276240528,{'y': -2.23164701461792; 'x': 0.0578862801194191; 'z': 0.007392009254544973},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0608276240528,PHYS_12,{'y': -86.2406106; 'x': 41.5193951; 'z': -2.75},{'y': -0.03; 'x': -0.02; 'z': -0.06},232,LOITER
