time,status,battery,groundspeed,attitude,home,gimbalRotation,armed,armable,airspeed,id,location,velocity,heading,mode,
2017_07_18__15-24-07_820,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.131529465318,{'y': -2.9684064388275146; 'x': 0.02617846615612507; 'z': 0.00515387486666441},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.131529465318,PHYS_2,{'y': -86.2401239; 'x': 41.5194318; 'z': 0.23},{'y': 0.0; 'x': 0.1; 'z': -0.05},190,GUIDED
2017_07_18__15-24-37_819,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.291547596455,{'y': -2.9218368530273438; 'x': -0.00572662428021431; 'z': 0.017071697860956192},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.291547596455,PHYS_2,{'y': -86.2401179; 'x': 41.5194185; 'z': 18.15},{'y': 0.0; 'x': 0.22; 'z': 1.73},192,GUIDED
2017_07_18__15-24-37_919,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.291547596455,{'y': -2.9218368530273438; 'x': -0.00572662428021431; 'z': 0.017071697860956192},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.291547596455,PHYS_2,{'y': -86.2401178; 'x': 41.5194188; 'z': 18.84},{'y': 0.01; 'x': 0.21; 'z': 1.23},192,GUIDED
2017_07_18__15-24-38_019,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.291547596455,{'y': -2.9218368530273438; 'x': -0.00572662428021431; 'z': 0.017071697860956192},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.291547596455,PHYS_2,{'y': -86.2401178; 'x': 41.5194188; 'z': 18.84},{'y': 0.01; 'x': 0.21; 'z': 1.23},192,GUIDED
2017_07_18__15-24-38_120,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.291547596455,{'y': -2.9332032203674316; 'x': -0.010085519403219223; 'z': 0.021885186433792114},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.291547596455,PHYS_2,{'y': -86.2401178; 'x': 41.5194188; 'z': 18.84},{'y': 0.01; 'x': 0.21; 'z': 1.23},192,GUIDED
2017_07_18__15-24-38_219,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.170293867588,{'y': -2.9332032203674316; 'x': -0.010085519403219223; 'z': 0.021885186433792114},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.170293867588,PHYS_2,{'y': -86.2401178; 'x': 41.5194188; 'z': 18.84},{'y': 0.01; 'x': 0.21; 'z': 1.23},191,GUIDED
2017_07_18__15-24-38_319,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.170293867588,{'y': -2.9332032203674316; 'x': -0.010085519403219223; 'z': 0.021885186433792114},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.170293867588,PHYS_2,{'y': -86.2401179; 'x': 41.5194192; 'z': 19.28},{'y': -0.03; 'x': 0.16; 'z': 0.75},191,GUIDED
2017_07_18__15-24-38_419,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.170293867588,{'y': -2.858858108520508; 'x': -0.06525241583585739; 'z': 0.040249116718769073},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.170293867588,PHYS_2,{'y': -86.2401179; 'x': 41.5194192; 'z': 19.28},{'y': -0.03; 'x': 0.16; 'z': 0.75},191,GUIDED
2017_07_18__15-24-38_519,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.170293867588,{'y': -2.858858108520508; 'x': -0.06525241583585739; 'z': 0.040249116718769073},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.170293867588,PHYS_2,{'y': -86.2401179; 'x': 41.5194192; 'z': 19.28},{'y': -0.03; 'x': 0.16; 'z': 0.75},191,GUIDED
2017_07_18__15-24-38_619,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.388973027468,{'y': -2.858858108520508; 'x': -0.06525241583585739; 'z': 0.040249116718769073},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.388973027468,PHYS_2,{'y': -86.2401179; 'x': 41.5194192; 'z': 19.28},{'y': -0.03; 'x': 0.16; 'z': 0.75},205,GUIDED
2017_07_18__15-24-38_719,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.388973027468,{'y': -2.858858108520508; 'x': -0.06525241583585739; 'z': 0.040249116718769073},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.388973027468,PHYS_2,{'y': -86.2401191; 'x': 41.5194192; 'z': 19.55},{'y': -0.25; 'x': -0.07; 'z': 0.42},205,GUIDED
2017_07_18__15-24-38_819,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.388973027468,{'y': -2.858858108520508; 'x': -0.06525241583585739; 'z': 0.040249116718769073},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.388973027468,PHYS_2,{'y': -86.2401191; 'x': 41.5194192; 'z': 19.55},{'y': -0.25; 'x': -0.07; 'z': 0.42},205,GUIDED
2017_07_18__15-24-38_919,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.388973027468,{'y': -2.858858108520508; 'x': -0.06525241583585739; 'z': 0.040249116718769073},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.388973027468,PHYS_2,{'y': -86.2401191; 'x': 41.5194192; 'z': 19.55},{'y': -0.25; 'x': -0.07; 'z': 0.42},205,GUIDED
2017_07_18__15-24-39_019,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.460108697414,{'y': -2.5456180572509766; 'x': -0.10946736484766006; 'z': 0.021175216883420944},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.460108697414,PHYS_2,{'y': -86.2401191; 'x': 41.5194192; 'z': 19.55},{'y': -0.25; 'x': -0.07; 'z': 0.42},218,GUIDED
2017_07_18__15-24-39_119,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.460108697414,{'y': -2.5456180572509766; 'x': -0.10946736484766006; 'z': 0.021175216883420944},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.460108697414,PHYS_2,{'y': -86.2401191; 'x': 41.5194192; 'z': 19.55},{'y': -0.25; 'x': -0.07; 'z': 0.42},218,GUIDED
2017_07_18__15-24-39_219,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.460108697414,{'y': -2.5456180572509766; 'x': -0.10946736484766006; 'z': 0.021175216883420944},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.460108697414,PHYS_2,{'y': -86.2401191; 'x': 41.5194192; 'z': 19.55},{'y': -0.25; 'x': -0.07; 'z': 0.42},218,GUIDED
2017_07_18__15-24-39_319,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.460108697414,{'y': -2.5456180572509766; 'x': -0.10946736484766006; 'z': 0.021175216883420944},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.460108697414,PHYS_2,{'y': -86.2401191; 'x': 41.5194192; 'z': 19.55},{'y': -0.25; 'x': -0.07; 'z': 0.42},218,GUIDED
2017_07_18__15-24-39_419,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.460108697414,{'y': -2.5456180572509766; 'x': -0.10946736484766006; 'z': 0.021175216883420944},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.460108697414,PHYS_2,{'y': -86.2401191; 'x': 41.5194192; 'z': 19.55},{'y': -0.25; 'x': -0.07; 'z': 0.42},218,GUIDED
2017_07_18__15-24-39_519,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.539073288441,{'y': -2.4395055770874023; 'x': -0.06598170846700668; 'z': 0.004522127099335194},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.539073288441,PHYS_2,{'y': -86.240121; 'x': 41.5194173; 'z': 19.71},{'y': -0.35; 'x': -0.36; 'z': 0.26},219,GUIDED
2017_07_18__15-24-39_619,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.539073288441,{'y': -2.4395055770874023; 'x': -0.06598170846700668; 'z': 0.004522127099335194},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.539073288441,PHYS_2,{'y': -86.240121; 'x': 41.5194173; 'z': 19.71},{'y': -0.35; 'x': -0.36; 'z': 0.26},219,GUIDED
2017_07_18__15-24-39_719,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.539073288441,{'y': -2.4395055770874023; 'x': -0.06598170846700668; 'z': 0.004522127099335194},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.539073288441,PHYS_2,{'y': -86.2401231; 'x': 41.5194148; 'z': 19.83},{'y': -0.38; 'x': -0.46; 'z': 0.16},219,GUIDED
2017_07_18__15-24-39_819,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.539073288441,{'y': -2.4829299449920654; 'x': -0.05221451073884964; 'z': 0.019582338631153107},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.539073288441,PHYS_2,{'y': -86.2401231; 'x': 41.5194148; 'z': 19.83},{'y': -0.38; 'x': -0.46; 'z': 0.16},219,GUIDED
2017_07_18__15-24-39_919,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.765506327152,{'y': -2.4829299449920654; 'x': -0.05221451073884964; 'z': 0.019582338631153107},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.765506327152,PHYS_2,{'y': -86.2401231; 'x': 41.5194148; 'z': 19.83},{'y': -0.38; 'x': -0.46; 'z': 0.16},216,GUIDED
2017_07_18__15-24-40_019,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.765506327152,{'y': -2.4829299449920654; 'x': -0.05221451073884964; 'z': 0.019582338631153107},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.765506327152,PHYS_2,{'y': -86.2401231; 'x': 41.5194148; 'z': 19.83},{'y': -0.38; 'x': -0.46; 'z': 0.16},216,GUIDED
2017_07_18__15-24-40_120,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.765506327152,{'y': -2.4829299449920654; 'x': -0.05221451073884964; 'z': 0.019582338631153107},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.765506327152,PHYS_2,{'y': -86.2401231; 'x': 41.5194148; 'z': 19.83},{'y': -0.38; 'x': -0.46; 'z': 0.16},216,GUIDED
2017_07_18__15-24-40_220,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.765506327152,{'y': -2.4829299449920654; 'x': -0.05221451073884964; 'z': 0.019582338631153107},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.765506327152,PHYS_2,{'y': -86.2401231; 'x': 41.5194148; 'z': 19.83},{'y': -0.38; 'x': -0.46; 'z': 0.16},216,GUIDED
2017_07_18__15-24-40_320,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.765506327152,{'y': -2.4829299449920654; 'x': -0.05221451073884964; 'z': 0.019582338631153107},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.765506327152,PHYS_2,{'y': -86.240125; 'x': 41.519412; 'z': 19.92},{'y': -0.44; 'x': -0.52; 'z': 0.07},216,GUIDED
2017_07_18__15-24-40_419,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.852349638939,{'y': -2.5176644325256348; 'x': -0.04982864111661911; 'z': 0.035788074135780334},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.852349638939,PHYS_2,{'y': -86.240125; 'x': 41.519412; 'z': 19.92},{'y': -0.44; 'x': -0.52; 'z': 0.07},215,GUIDED
2017_07_18__15-24-40_519,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.852349638939,{'y': -2.5176644325256348; 'x': -0.04982864111661911; 'z': 0.035788074135780334},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.852349638939,PHYS_2,{'y': -86.240125; 'x': 41.519412; 'z': 19.92},{'y': -0.44; 'x': -0.52; 'z': 0.07},215,GUIDED
2017_07_18__15-24-40_619,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.852349638939,{'y': -2.5176644325256348; 'x': -0.04982864111661911; 'z': 0.035788074135780334},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.852349638939,PHYS_2,{'y': -86.240125; 'x': 41.519412; 'z': 19.92},{'y': -0.44; 'x': -0.52; 'z': 0.07},215,GUIDED
2017_07_18__15-24-40_720,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.852349638939,{'y': -2.5176644325256348; 'x': -0.04982864111661911; 'z': 0.035788074135780334},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.852349638939,PHYS_2,{'y': -86.2401273; 'x': 41.5194093; 'z': 19.98},{'y': -0.48; 'x': -0.5; 'z': 0.01},215,GUIDED
2017_07_18__15-24-40_819,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.91836810112,{'y': -2.51157546043396; 'x': -0.03694205731153488; 'z': 0.035160087049007416},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.91836810112,PHYS_2,{'y': -86.2401273; 'x': 41.5194093; 'z': 19.98},{'y': -0.48; 'x': -0.5; 'z': 0.01},216,GUIDED
2017_07_18__15-24-40_919,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.91836810112,{'y': -2.51157546043396; 'x': -0.03694205731153488; 'z': 0.035160087049007416},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.91836810112,PHYS_2,{'y': -86.2401273; 'x': 41.5194093; 'z': 19.98},{'y': -0.48; 'x': -0.5; 'z': 0.01},216,GUIDED
2017_07_18__15-24-41_019,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.91836810112,{'y': -2.51157546043396; 'x': -0.03694205731153488; 'z': 0.035160087049007416},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.91836810112,PHYS_2,{'y': -86.2401273; 'x': 41.5194093; 'z': 19.98},{'y': -0.48; 'x': -0.5; 'z': 0.01},216,GUIDED
2017_07_18__15-24-41_120,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.91836810112,{'y': -2.51157546043396; 'x': -0.03694205731153488; 'z': 0.035160087049007416},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.91836810112,PHYS_2,{'y': -86.2401297; 'x': 41.5194068; 'z': 20.0},{'y': -0.5; 'x': -0.47; 'z': -0.02},216,GUIDED
2017_07_18__15-24-41_219,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.941753685474,{'y': -2.497373342514038; 'x': -0.04098620265722275; 'z': 0.02778599038720131},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.941753685474,PHYS_2,{'y': -86.2401297; 'x': 41.5194068; 'z': 20.0},{'y': -0.5; 'x': -0.47; 'z': -0.02},217,GUIDED
2017_07_18__15-24-41_320,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.941753685474,{'y': -2.497373342514038; 'x': -0.04098620265722275; 'z': 0.02778599038720131},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.941753685474,PHYS_2,{'y': -86.2401297; 'x': 41.5194068; 'z': 20.0},{'y': -0.5; 'x': -0.47; 'z': -0.02},217,GUIDED
2017_07_18__15-24-41_420,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.941753685474,{'y': -2.497373342514038; 'x': -0.04098620265722275; 'z': 0.02778599038720131},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.941753685474,PHYS_2,{'y': -86.2401334; 'x': 41.5194038; 'z': 20.0},{'y': -0.53; 'x': -0.51; 'z': -0.01},217,GUIDED
2017_07_18__15-24-41_519,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.941753685474,{'y': -2.497373342514038; 'x': -0.04098620265722275; 'z': 0.02778599038720131},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.941753685474,PHYS_2,{'y': -86.2401334; 'x': 41.5194038; 'z': 20.0},{'y': -0.53; 'x': -0.51; 'z': -0.01},217,GUIDED
2017_07_18__15-24-41_619,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.941753685474,{'y': -2.497373342514038; 'x': -0.04098620265722275; 'z': 0.02778599038720131},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.941753685474,PHYS_2,{'y': -86.2401334; 'x': 41.5194038; 'z': 20.0},{'y': -0.53; 'x': -0.51; 'z': -0.01},217,GUIDED
2017_07_18__15-24-41_719,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.941753685474,{'y': -2.4878687858581543; 'x': -0.05415152758359909; 'z': 0.009542507119476795},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.941753685474,PHYS_2,{'y': -86.2401334; 'x': 41.5194038; 'z': 20.0},{'y': -0.53; 'x': -0.51; 'z': -0.01},217,GUIDED
2017_07_18__15-24-41_819,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.941753685474,{'y': -2.4878687858581543; 'x': -0.05415152758359909; 'z': 0.009542507119476795},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.941753685474,PHYS_2,{'y': -86.2401334; 'x': 41.5194038; 'z': 20.0},{'y': -0.53; 'x': -0.51; 'z': -0.01},217,GUIDED
2017_07_18__15-24-41_919,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},1.16284132004,{'y': -2.4878687858581543; 'x': -0.05415152758359909; 'z': 0.009542507119476795},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,1.16284132004,PHYS_2,{'y': -86.2401334; 'x': 41.5194038; 'z': 20.0},{'y': -0.53; 'x': -0.51; 'z': -0.01},217,GUIDED
2017_07_18__15-24-42_019,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},1.16284132004,{'y': -2.4878687858581543; 'x': -0.05415152758359909; 'z': 0.009542507119476795},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,1.16284132004,PHYS_2,{'y': -86.2401334; 'x': 41.5194038; 'z': 20.0},{'y': -0.53; 'x': -0.51; 'z': -0.01},217,GUIDED
2017_07_18__15-24-42_119,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},1.16284132004,{'y': -2.4878687858581543; 'x': -0.05415152758359909; 'z': 0.009542507119476795},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,1.16284132004,PHYS_2,{'y': -86.2401334; 'x': 41.5194038; 'z': 20.0},{'y': -0.53; 'x': -0.51; 'z': -0.01},217,GUIDED
2017_07_18__15-24-42_219,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},1.16284132004,{'y': -2.4878687858581543; 'x': -0.05415152758359909; 'z': 0.009542507119476795},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,1.16284132004,PHYS_2,{'y': -86.2401374; 'x': 41.5194006; 'z': 20.01},{'y': -0.53; 'x': -0.59; 'z': -0.02},217,GUIDED
2017_07_18__15-24-42_319,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},1.12605512142,{'y': -2.4868977069854736; 'x': -0.049018532037734985; 'z': 0.008812238462269306},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,1.12605512142,PHYS_2,{'y': -86.2401374; 'x': 41.5194006; 'z': 20.01},{'y': -0.53; 'x': -0.59; 'z': -0.02},217,GUIDED
2017_07_18__15-24-42_419,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},1.12605512142,{'y': -2.4868977069854736; 'x': -0.049018532037734985; 'z': 0.008812238462269306},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,1.12605512142,PHYS_2,{'y': -86.2401374; 'x': 41.5194006; 'z': 20.01},{'y': -0.53; 'x': -0.59; 'z': -0.02},217,GUIDED
2017_07_18__15-24-42_519,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},1.12605512142,{'y': -2.4868977069854736; 'x': -0.049018532037734985; 'z': 0.008812238462269306},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,1.12605512142,PHYS_2,{'y': -86.2401412; 'x': 41.5193965; 'z': 19.99},{'y': -0.52; 'x': -0.64; 'z': -0.01},217,GUIDED
2017_07_18__15-24-42_619,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},1.12605512142,{'y': -2.485046148300171; 'x': -0.030896728858351707; 'z': 0.024530064314603806},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,1.12605512142,PHYS_2,{'y': -86.2401412; 'x': 41.5193965; 'z': 19.99},{'y': -0.52; 'x': -0.64; 'z': -0.01},217,GUIDED
2017_07_18__15-24-42_719,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},1.12605512142,{'y': -2.485046148300171; 'x': -0.030896728858351707; 'z': 0.024530064314603806},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,1.12605512142,PHYS_2,{'y': -86.2401412; 'x': 41.5193965; 'z': 19.99},{'y': -0.52; 'x': -0.64; 'z': -0.01},217,GUIDED
2017_07_18__15-24-42_820,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.883232712746,{'y': -2.485046148300171; 'x': -0.030896728858351707; 'z': 0.024530064314603806},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.883232712746,PHYS_2,{'y': -86.2401412; 'x': 41.5193965; 'z': 19.99},{'y': -0.52; 'x': -0.64; 'z': -0.01},217,GUIDED
2017_07_18__15-24-42_920,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.883232712746,{'y': -2.485046148300171; 'x': -0.030896728858351707; 'z': 0.024530064314603806},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.883232712746,PHYS_2,{'y': -86.2401412; 'x': 41.5193965; 'z': 19.99},{'y': -0.52; 'x': -0.64; 'z': -0.01},217,GUIDED
2017_07_18__15-24-43_019,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.883232712746,{'y': -2.485046148300171; 'x': -0.030896728858351707; 'z': 0.024530064314603806},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.883232712746,PHYS_2,{'y': -86.2401444; 'x': 41.5193928; 'z': 19.99},{'y': -0.51; 'x': -0.6; 'z': 0.01},217,GUIDED
2017_07_18__15-24-43_119,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.883232712746,{'y': -2.485046148300171; 'x': -0.030896728858351707; 'z': 0.024530064314603806},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.883232712746,PHYS_2,{'y': -86.2401444; 'x': 41.5193928; 'z': 19.99},{'y': -0.51; 'x': -0.6; 'z': 0.01},217,GUIDED
2017_07_18__15-24-43_219,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.883232712746,{'y': -2.485046148300171; 'x': -0.030896728858351707; 'z': 0.024530064314603806},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.883232712746,PHYS_2,{'y': -86.2401444; 'x': 41.5193928; 'z': 19.99},{'y': -0.51; 'x': -0.6; 'z': 0.01},217,GUIDED
2017_07_18__15-24-43_319,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.834505796432,{'y': -2.490126371383667; 'x': -0.03909910470247269; 'z': 0.03015095368027687},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.834505796432,PHYS_2,{'y': -86.2401444; 'x': 41.5193928; 'z': 19.99},{'y': -0.51; 'x': -0.6; 'z': 0.01},216,GUIDED
2017_07_18__15-24-43_419,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.834505796432,{'y': -2.490126371383667; 'x': -0.03909910470247269; 'z': 0.03015095368027687},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.834505796432,PHYS_2,{'y': -86.2401444; 'x': 41.5193928; 'z': 19.99},{'y': -0.51; 'x': -0.6; 'z': 0.01},216,GUIDED
2017_07_18__15-24-43_519,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.834505796432,{'y': -2.490126371383667; 'x': -0.03909910470247269; 'z': 0.03015095368027687},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.834505796432,PHYS_2,{'y': -86.2401444; 'x': 41.5193928; 'z': 19.99},{'y': -0.51; 'x': -0.6; 'z': 0.01},216,GUIDED
