time,status,battery,groundspeed,attitude,home,gimbalRotation,armed,armable,airspeed,id,location,velocity,heading,mode,
2017_07_18__16-42-11_621,STANDBY,{'current': 1.0; 'voltage': 16.266; 'level': 90},0.0299999993294,{'y': -3.088733196258545; 'x': -0.03170124813914299; 'z': -0.015578210353851318},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.0299999993294,PHYS_1,{'y': -86.2399872; 'x': 41.5194343; 'z': 2.29},{'y': 0.0; 'x': 0.04; 'z': 0.0},183,LOITER
2017_07_18__16-43-18_520,STANDBY,{'current': 0.98; 'voltage': 16.253; 'level': 89},0.0,{'y': -3.0885095596313477; 'x': -0.0316278338432312; 'z': -0.015054134652018547},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.0,PHYS_1,{'y': -86.2399852; 'x': 41.5194348; 'z': 2.61},{'y': 0.0; 'x': 0.05; 'z': 0.01},183,LOITER
2017_07_18__16-43-18_620,STANDBY,{'current': 0.98; 'voltage': 16.253; 'level': 89},0.0,{'y': -3.0885095596313477; 'x': -0.0316278338432312; 'z': -0.015054134652018547},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.0,PHYS_1,{'y': -86.2399852; 'x': 41.5194348; 'z': 2.61},{'y': 0.0; 'x': 0.05; 'z': 0.01},183,LOITER
2017_07_18__16-43-18_720,STANDBY,{'current': 0.98; 'voltage': 16.253; 'level': 89},0.00999999977648,{'y': -3.0885722637176514; 'x': -0.031694572418928146; 'z': -0.015127839520573616},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.00999999977648,PHYS_1,{'y': -86.2399851; 'x': 41.5194348; 'z': 2.61},{'y': 0.0; 'x': 0.05; 'z': 0.01},183,LOITER
2017_07_18__16-43-18_825,STANDBY,{'current': 0.98; 'voltage': 16.253; 'level': 89},0.00999999977648,{'y': -3.0885722637176514; 'x': -0.031694572418928146; 'z': -0.015127839520573616},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.00999999977648,PHYS_1,{'y': -86.2399851; 'x': 41.5194348; 'z': 2.61},{'y': 0.0; 'x': 0.05; 'z': 0.01},183,LOITER
2017_07_18__16-43-18_920,STANDBY,{'current': 0.99; 'voltage': 16.253; 'level': 89},0.00999999977648,{'y': -3.088611364364624; 'x': -0.031575314700603485; 'z': -0.015233159065246582},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.00999999977648,PHYS_1,{'y': -86.239985; 'x': 41.5194348; 'z': 2.6},{'y': 0.0; 'x': 0.05; 'z': 0.0},183,LOITER
2017_07_18__16-43-19_020,STANDBY,{'current': 0.99; 'voltage': 16.253; 'level': 89},0.00999999977648,{'y': -3.088611364364624; 'x': -0.031575314700603485; 'z': -0.015233159065246582},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.00999999977648,PHYS_1,{'y': -86.239985; 'x': 41.5194348; 'z': 2.6},{'y': 0.0; 'x': 0.05; 'z': 0.0},183,LOITER
2017_07_18__16-43-19_120,STANDBY,{'current': 0.99; 'voltage': 16.253; 'level': 89},0.00999999977648,{'y': -3.088611364364624; 'x': -0.031575314700603485; 'z': -0.015233159065246582},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.00999999977648,PHYS_1,{'y': -86.239985; 'x': 41.5194348; 'z': 2.6},{'y': 0.0; 'x': 0.05; 'z': 0.0},183,LOITER
2017_07_18__16-43-19_220,STANDBY,{'current': 0.98; 'voltage': 16.253; 'level': 89},0.00999999977648,{'y': -3.0886149406433105; 'x': -0.031454261392354965; 'z': -0.015180738642811775},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.00999999977648,PHYS_1,{'y': -86.2399849; 'x': 41.5194348; 'z': 2.59},{'y': 0.0; 'x': 0.05; 'z': 0.0},183,LOITER
2017_07_18__16-43-19_320,STANDBY,{'current': 0.98; 'voltage': 16.253; 'level': 89},0.00999999977648,{'y': -3.0886149406433105; 'x': -0.031454261392354965; 'z': -0.015180738642811775},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.00999999977648,PHYS_1,{'y': -86.2399849; 'x': 41.5194348; 'z': 2.59},{'y': 0.0; 'x': 0.05; 'z': 0.0},183,LOITER
2017_07_18__16-43-19_420,STANDBY,{'current': 0.99; 'voltage': 16.253; 'level': 89},0.00999999977648,{'y': -3.088693857192993; 'x': -0.031534940004348755; 'z': -0.01526594441384077},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.00999999977648,PHYS_1,{'y': -86.2399847; 'x': 41.5194349; 'z': 2.59},{'y': 0.0; 'x': 0.05; 'z': 0.0},183,LOITER
2017_07_18__16-43-19_520,STANDBY,{'current': 0.99; 'voltage': 16.253; 'level': 89},0.00999999977648,{'y': -3.088693857192993; 'x': -0.031534940004348755; 'z': -0.01526594441384077},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.00999999977648,PHYS_1,{'y': -86.2399847; 'x': 41.5194349; 'z': 2.59},{'y': 0.0; 'x': 0.05; 'z': 0.0},183,LOITER
2017_07_18__16-43-19_620,STANDBY,{'current': 0.98; 'voltage': 16.253; 'level': 89},0.0299999993294,{'y': -3.0888564586639404; 'x': -0.03140752762556076; 'z': -0.015264783054590225},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.0299999993294,PHYS_1,{'y': -86.2399847; 'x': 41.5194348; 'z': 2.59},{'y': 0.0; 'x': 0.05; 'z': 0.0},183,LOITER
2017_07_18__16-43-19_720,STANDBY,{'current': 0.98; 'voltage': 16.253; 'level': 89},0.0299999993294,{'y': -3.0888564586639404; 'x': -0.03140752762556076; 'z': -0.015264783054590225},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.0299999993294,PHYS_1,{'y': -86.2399847; 'x': 41.5194348; 'z': 2.59},{'y': 0.0; 'x': 0.05; 'z': 0.0},183,LOITER
2017_07_18__16-43-19_820,STANDBY,{'current': 0.98; 'voltage': 16.253; 'level': 89},0.0299999993294,{'y': -3.0888564586639404; 'x': -0.03140752762556076; 'z': -0.015264783054590225},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.0299999993294,PHYS_1,{'y': -86.2399847; 'x': 41.5194348; 'z': 2.59},{'y': 0.0; 'x': 0.05; 'z': 0.0},183,LOITER
2017_07_18__16-43-19_920,STANDBY,{'current': 0.99; 'voltage': 16.252; 'level': 89},0.00999999977648,{'y': -3.0888917446136475; 'x': -0.03143875673413277; 'z': -0.015181122347712517},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.00999999977648,PHYS_1,{'y': -86.2399846; 'x': 41.5194348; 'z': 2.59},{'y': 0.0; 'x': 0.05; 'z': 0.0},183,LOITER
2017_07_18__16-43-20_020,STANDBY,{'current': 0.99; 'voltage': 16.252; 'level': 89},0.00999999977648,{'y': -3.0888917446136475; 'x': -0.03143875673413277; 'z': -0.015181122347712517},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.00999999977648,PHYS_1,{'y': -86.2399846; 'x': 41.5194348; 'z': 2.59},{'y': 0.0; 'x': 0.05; 'z': 0.0},183,LOITER
2017_07_18__16-43-20_120,STANDBY,{'current': 0.98; 'voltage': 16.252; 'level': 89},0.019999999553,{'y': -3.088895320892334; 'x': -0.03136057034134865; 'z': -0.015187190845608711},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.019999999553,PHYS_1,{'y': -86.2399845; 'x': 41.5194348; 'z': 2.58},{'y': 0.0; 'x': 0.05; 'z': 0.0},183,LOITER
2017_07_18__16-43-20_220,STANDBY,{'current': 0.98; 'voltage': 16.252; 'level': 89},0.019999999553,{'y': -3.088895320892334; 'x': -0.03136057034134865; 'z': -0.015187190845608711},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.019999999553,PHYS_1,{'y': -86.2399845; 'x': 41.5194348; 'z': 2.58},{'y': 0.0; 'x': 0.05; 'z': 0.0},183,LOITER
2017_07_18__16-43-20_320,STANDBY,{'current': 0.98; 'voltage': 16.252; 'level': 89},0.019999999553,{'y': -3.088895320892334; 'x': -0.03136057034134865; 'z': -0.015187190845608711},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.019999999553,PHYS_1,{'y': -86.2399845; 'x': 41.5194348; 'z': 2.58},{'y': 0.0; 'x': 0.05; 'z': 0.0},183,LOITER
2017_07_18__16-43-20_420,STANDBY,{'current': 0.97; 'voltage': 16.252; 'level': 89},0.00999999977648,{'y': -3.088942050933838; 'x': -0.031556617468595505; 'z': -0.015228127129375935},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.00999999977648,PHYS_1,{'y': -86.2399844; 'x': 41.5194346; 'z': 2.59},{'y': 0.0; 'x': 0.05; 'z': 0.0},183,LOITER
2017_07_18__16-43-20_520,STANDBY,{'current': 0.97; 'voltage': 16.252; 'level': 89},0.00999999977648,{'y': -3.088942050933838; 'x': -0.031556617468595505; 'z': -0.015228127129375935},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.00999999977648,PHYS_1,{'y': -86.2399844; 'x': 41.5194346; 'z': 2.59},{'y': 0.0; 'x': 0.05; 'z': 0.0},183,LOITER
2017_07_18__16-43-20_620,STANDBY,{'current': 1.0; 'voltage': 16.252; 'level': 89},0.00999999977648,{'y': -3.088986396789551; 'x': -0.03150537610054016; 'z': -0.015192207880318165},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.00999999977648,PHYS_1,{'y': -86.2399844; 'x': 41.5194346; 'z': 2.58},{'y': 0.0; 'x': 0.06; 'z': 0.0},183,LOITER
2017_07_18__16-43-20_720,STANDBY,{'current': 1.0; 'voltage': 16.252; 'level': 89},0.00999999977648,{'y': -3.088986396789551; 'x': -0.03150537610054016; 'z': -0.015192207880318165},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.00999999977648,PHYS_1,{'y': -86.2399844; 'x': 41.5194346; 'z': 2.58},{'y': 0.0; 'x': 0.06; 'z': 0.0},183,LOITER
2017_07_18__16-43-20_820,STANDBY,{'current': 1.0; 'voltage': 16.252; 'level': 89},0.00999999977648,{'y': -3.088986396789551; 'x': -0.03150537610054016; 'z': -0.015192207880318165},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.00999999977648,PHYS_1,{'y': -86.2399844; 'x': 41.5194346; 'z': 2.58},{'y': 0.0; 'x': 0.06; 'z': 0.0},183,LOITER
2017_07_18__16-43-20_920,STANDBY,{'current': 0.97; 'voltage': 16.252; 'level': 89},0.019999999553,{'y': -3.0889954566955566; 'x': -0.03131435066461563; 'z': -0.015244333073496819},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.019999999553,PHYS_1,{'y': -86.2399843; 'x': 41.5194345; 'z': 2.57},{'y': 0.0; 'x': 0.06; 'z': 0.0},183,LOITER
2017_07_18__16-43-21_020,STANDBY,{'current': 0.97; 'voltage': 16.252; 'level': 89},0.019999999553,{'y': -3.0889954566955566; 'x': -0.03131435066461563; 'z': -0.015244333073496819},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.019999999553,PHYS_1,{'y': -86.2399843; 'x': 41.5194345; 'z': 2.57},{'y': 0.0; 'x': 0.06; 'z': 0.0},183,LOITER
2017_07_18__16-43-21_120,STANDBY,{'current': 0.98; 'voltage': 16.252; 'level': 89},0.00999999977648,{'y': -3.089064121246338; 'x': -0.031303878873586655; 'z': -0.015320945531129837},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.00999999977648,PHYS_1,{'y': -86.2399842; 'x': 41.5194345; 'z': 2.56},{'y': 0.0; 'x': 0.05; 'z': 0.0},183,LOITER
2017_07_18__16-43-21_220,STANDBY,{'current': 0.98; 'voltage': 16.252; 'level': 89},0.00999999977648,{'y': -3.089064121246338; 'x': -0.031303878873586655; 'z': -0.015320945531129837},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.00999999977648,PHYS_1,{'y': -86.2399842; 'x': 41.5194345; 'z': 2.56},{'y': 0.0; 'x': 0.05; 'z': 0.0},183,LOITER
2017_07_18__16-43-21_320,STANDBY,{'current': 0.99; 'voltage': 16.252; 'level': 89},0.00999999977648,{'y': -3.0891263484954834; 'x': -0.03129785135388374; 'z': -0.015422907657921314},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.00999999977648,PHYS_1,{'y': -86.2399841; 'x': 41.5194344; 'z': 2.56},{'y': 0.0; 'x': 0.05; 'z': 0.0},183,LOITER
2017_07_18__16-43-21_420,STANDBY,{'current': 0.99; 'voltage': 16.252; 'level': 89},0.00999999977648,{'y': -3.0891263484954834; 'x': -0.03129785135388374; 'z': -0.015422907657921314},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.00999999977648,PHYS_1,{'y': -86.2399841; 'x': 41.5194344; 'z': 2.56},{'y': 0.0; 'x': 0.05; 'z': 0.0},183,LOITER
2017_07_18__16-43-21_520,STANDBY,{'current': 0.99; 'voltage': 16.252; 'level': 89},0.00999999977648,{'y': -3.0891263484954834; 'x': -0.03129785135388374; 'z': -0.015422907657921314},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.00999999977648,PHYS_1,{'y': -86.2399841; 'x': 41.5194344; 'z': 2.56},{'y': 0.0; 'x': 0.05; 'z': 0.0},183,LOITER
2017_07_18__16-43-21_620,STANDBY,{'current': 0.99; 'voltage': 16.253; 'level': 89},0.019999999553,{'y': -3.089420795440674; 'x': -0.03129422292113304; 'z': -0.015469975769519806},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.019999999553,PHYS_1,{'y': -86.239984; 'x': 41.5194344; 'z': 2.56},{'y': 0.0; 'x': 0.05; 'z': 0.0},182,LOITER
2017_07_18__16-43-21_720,STANDBY,{'current': 0.99; 'voltage': 16.253; 'level': 89},0.019999999553,{'y': -3.089420795440674; 'x': -0.03129422292113304; 'z': -0.015469975769519806},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.019999999553,PHYS_1,{'y': -86.239984; 'x': 41.5194344; 'z': 2.56},{'y': 0.0; 'x': 0.05; 'z': 0.0},182,LOITER
2017_07_18__16-43-21_820,STANDBY,{'current': 0.99; 'voltage': 16.253; 'level': 89},0.00999999977648,{'y': -3.0894839763641357; 'x': -0.031355902552604675; 'z': -0.015599492006003857},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.00999999977648,PHYS_1,{'y': -86.2399839; 'x': 41.5194344; 'z': 2.56},{'y': 0.0; 'x': 0.06; 'z': 0.0},182,LOITER
2017_07_18__16-43-21_920,STANDBY,{'current': 0.99; 'voltage': 16.253; 'level': 89},0.00999999977648,{'y': -3.0894839763641357; 'x': -0.031355902552604675; 'z': -0.015599492006003857},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.00999999977648,PHYS_1,{'y': -86.2399839; 'x': 41.5194344; 'z': 2.56},{'y': 0.0; 'x': 0.06; 'z': 0.0},182,LOITER
2017_07_18__16-43-22_020,STANDBY,{'current': 0.99; 'voltage': 16.253; 'level': 89},0.00999999977648,{'y': -3.0894839763641357; 'x': -0.031355902552604675; 'z': -0.015599492006003857},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.00999999977648,PHYS_1,{'y': -86.2399839; 'x': 41.5194344; 'z': 2.56},{'y': 0.0; 'x': 0.06; 'z': 0.0},182,LOITER
2017_07_18__16-43-22_120,STANDBY,{'current': 0.98; 'voltage': 16.253; 'level': 89},0.00999999977648,{'y': -3.0895960330963135; 'x': -0.031471434980630875; 'z': -0.015619751065969467},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.00999999977648,PHYS_1,{'y': -86.2399839; 'x': 41.5194344; 'z': 2.55},{'y': 0.0; 'x': 0.06; 'z': 0.0},182,LOITER
2017_07_18__16-43-22_220,STANDBY,{'current': 0.98; 'voltage': 16.253; 'level': 89},0.00999999977648,{'y': -3.0895960330963135; 'x': -0.031471434980630875; 'z': -0.015619751065969467},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.00999999977648,PHYS_1,{'y': -86.2399839; 'x': 41.5194344; 'z': 2.55},{'y': 0.0; 'x': 0.06; 'z': 0.0},182,LOITER
2017_07_18__16-43-22_320,STANDBY,{'current': 0.99; 'voltage': 16.252; 'level': 89},0.00999999977648,{'y': -3.089568614959717; 'x': -0.03170699626207352; 'z': -0.015555725432932377},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.00999999977648,PHYS_1,{'y': -86.2399838; 'x': 41.5194344; 'z': 2.54},{'y': 0.0; 'x': 0.06; 'z': 0.0},182,LOITER
2017_07_18__16-43-22_420,STANDBY,{'current': 0.99; 'voltage': 16.252; 'level': 89},0.00999999977648,{'y': -3.089568614959717; 'x': -0.03170699626207352; 'z': -0.015555725432932377},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.00999999977648,PHYS_1,{'y': -86.2399838; 'x': 41.5194344; 'z': 2.54},{'y': 0.0; 'x': 0.06; 'z': 0.0},182,LOITER
2017_07_18__16-43-22_520,STANDBY,{'current': 0.99; 'voltage': 16.252; 'level': 89},0.019999999553,{'y': -3.0896029472351074; 'x': -0.031812604516744614; 'z': -0.015576780773699284},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.019999999553,PHYS_1,{'y': -86.2399839; 'x': 41.5194344; 'z': 2.54},{'y': 0.0; 'x': 0.06; 'z': 0.0},182,LOITER
2017_07_18__16-43-22_620,STANDBY,{'current': 0.99; 'voltage': 16.252; 'level': 89},0.019999999553,{'y': -3.0896029472351074; 'x': -0.031812604516744614; 'z': -0.015576780773699284},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.019999999553,PHYS_1,{'y': -86.2399839; 'x': 41.5194344; 'z': 2.54},{'y': 0.0; 'x': 0.06; 'z': 0.0},182,LOITER
2017_07_18__16-43-22_720,STANDBY,{'current': 0.99; 'voltage': 16.252; 'level': 89},0.019999999553,{'y': -3.0896029472351074; 'x': -0.031812604516744614; 'z': -0.015576780773699284},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.019999999553,PHYS_1,{'y': -86.2399839; 'x': 41.5194344; 'z': 2.54},{'y': 0.0; 'x': 0.06; 'z': 0.0},182,LOITER
2017_07_18__16-43-22_820,STANDBY,{'current': 0.98; 'voltage': 16.252; 'level': 89},0.00999999977648,{'y': -3.089721918106079; 'x': -0.0318819060921669; 'z': -0.015398727729916573},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.00999999977648,PHYS_1,{'y': -86.2399839; 'x': 41.5194345; 'z': 2.54},{'y': 0.0; 'x': 0.05; 'z': 0.0},182,LOITER
2017_07_18__16-43-22_920,STANDBY,{'current': 0.98; 'voltage': 16.252; 'level': 89},0.00999999977648,{'y': -3.089721918106079; 'x': -0.0318819060921669; 'z': -0.015398727729916573},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.00999999977648,PHYS_1,{'y': -86.2399839; 'x': 41.5194345; 'z': 2.54},{'y': 0.0; 'x': 0.05; 'z': 0.0},182,LOITER
2017_07_18__16-43-23_020,STANDBY,{'current': 0.98; 'voltage': 16.252; 'level': 89},0.00999999977648,{'y': -3.0897200107574463; 'x': -0.03192681446671486; 'z': -0.015474836342036724},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.00999999977648,PHYS_1,{'y': -86.2399839; 'x': 41.5194346; 'z': 2.54},{'y': 0.0; 'x': 0.05; 'z': 0.0},182,LOITER
2017_07_18__16-43-23_120,STANDBY,{'current': 0.98; 'voltage': 16.252; 'level': 89},0.00999999977648,{'y': -3.0897200107574463; 'x': -0.03192681446671486; 'z': -0.015474836342036724},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.00999999977648,PHYS_1,{'y': -86.2399839; 'x': 41.5194346; 'z': 2.54},{'y': 0.0; 'x': 0.05; 'z': 0.0},182,LOITER
2017_07_18__16-43-23_220,STANDBY,{'current': 0.98; 'voltage': 16.252; 'level': 89},0.00999999977648,{'y': -3.0897200107574463; 'x': -0.03192681446671486; 'z': -0.015474836342036724},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.00999999977648,PHYS_1,{'y': -86.2399839; 'x': 41.5194346; 'z': 2.54},{'y': 0.0; 'x': 0.05; 'z': 0.0},182,LOITER
2017_07_18__16-43-23_320,STANDBY,{'current': 0.98; 'voltage': 16.252; 'level': 89},0.00999999977648,{'y': -3.0897200107574463; 'x': -0.03192681446671486; 'z': -0.015474836342036724},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.00999999977648,PHYS_1,{'y': -86.2399839; 'x': 41.5194346; 'z': 2.54},{'y': 0.0; 'x': 0.05; 'z': 0.0},182,LOITER
2017_07_18__16-43-23_420,STANDBY,{'current': 0.98; 'voltage': 16.252; 'level': 89},0.019999999553,{'y': -3.089750289916992; 'x': -0.031787093728780746; 'z': -0.015423078089952469},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.019999999553,PHYS_1,{'y': -86.239984; 'x': 41.5194346; 'z': 2.55},{'y': 0.0; 'x': 0.05; 'z': 0.0},182,LOITER
2017_07_18__16-43-23_520,STANDBY,{'current': 0.98; 'voltage': 16.252; 'level': 89},0.00999999977648,{'y': -3.0898141860961914; 'x': -0.031789351254701614; 'z': -0.015356697142124176},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.00999999977648,PHYS_1,{'y': -86.239984; 'x': 41.5194347; 'z': 2.55},{'y': 0.0; 'x': 0.05; 'z': 0.0},182,LOITER
2017_07_18__16-43-23_620,STANDBY,{'current': 0.98; 'voltage': 16.252; 'level': 89},0.00999999977648,{'y': -3.0898141860961914; 'x': -0.031789351254701614; 'z': -0.015356697142124176},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.00999999977648,PHYS_1,{'y': -86.239984; 'x': 41.5194347; 'z': 2.55},{'y': 0.0; 'x': 0.05; 'z': 0.0},182,LOITER
2017_07_18__16-43-23_720,STANDBY,{'current': 0.99; 'voltage': 16.252; 'level': 89},0.00999999977648,{'y': -3.0896787643432617; 'x': -0.03170383349061012; 'z': -0.015491319820284843},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.00999999977648,PHYS_1,{'y': -86.2399841; 'x': 41.5194349; 'z': 2.55},{'y': 0.0; 'x': 0.05; 'z': 0.0},182,LOITER
2017_07_18__16-43-23_820,STANDBY,{'current': 0.99; 'voltage': 16.252; 'level': 89},0.00999999977648,{'y': -3.0896787643432617; 'x': -0.03170383349061012; 'z': -0.015491319820284843},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.00999999977648,PHYS_1,{'y': -86.2399841; 'x': 41.5194349; 'z': 2.55},{'y': 0.0; 'x': 0.05; 'z': 0.0},182,LOITER
2017_07_18__16-43-23_924,STANDBY,{'current': 0.99; 'voltage': 16.252; 'level': 89},0.00999999977648,{'y': -3.0896787643432617; 'x': -0.03170383349061012; 'z': -0.015491319820284843},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.00999999977648,PHYS_1,{'y': -86.2399841; 'x': 41.5194349; 'z': 2.55},{'y': 0.0; 'x': 0.05; 'z': 0.0},182,LOITER
2017_07_18__16-43-24_020,STANDBY,{'current': 1.0; 'voltage': 16.252; 'level': 89},0.0299999993294,{'y': -3.0896522998809814; 'x': -0.031763866543769836; 'z': -0.015554585494101048},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.0299999993294,PHYS_1,{'y': -86.2399841; 'x': 41.5194349; 'z': 2.55},{'y': 0.0; 'x': 0.05; 'z': 0.0},182,LOITER
2017_07_18__16-43-24_120,STANDBY,{'current': 1.0; 'voltage': 16.252; 'level': 89},0.0299999993294,{'y': -3.0896522998809814; 'x': -0.031763866543769836; 'z': -0.015554585494101048},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.0299999993294,PHYS_1,{'y': -86.2399841; 'x': 41.5194349; 'z': 2.55},{'y': 0.0; 'x': 0.05; 'z': 0.0},182,LOITER
2017_07_18__16-43-24_221,STANDBY,{'current': 1.0; 'voltage': 16.252; 'level': 89},0.0299999993294,{'y': -3.0896522998809814; 'x': -0.031763866543769836; 'z': -0.015554585494101048},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.0299999993294,PHYS_1,{'y': -86.2399841; 'x': 41.5194349; 'z': 2.55},{'y': 0.0; 'x': 0.05; 'z': 0.0},182,LOITER
2017_07_18__16-43-24_320,STANDBY,{'current': 0.99; 'voltage': 16.252; 'level': 89},0.00999999977648,{'y': -3.089653730392456; 'x': -0.03180038183927536; 'z': -0.015568413771688938},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.00999999977648,PHYS_1,{'y': -86.2399842; 'x': 41.519435; 'z': 2.55},{'y': 0.0; 'x': 0.05; 'z': 0.0},182,LOITER
