time,Autopilot Firmware version,Autopilot capabilities (supports ftp),Global Location,Global Location (relative altitude),Local Location,Attitude,Velocity,GPS,Groundspeed,Airspeed,Gimbal status,Battery,EKF OK?,Last Heartbeat,Rangefinder,Rangefinder distance,Rangefinder voltage,Heading,Is Armable?,System status,Mode,Armed,
2017_07_18__14-54-47_080,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194375;lon=-86.2401323;alt=250.7,LocationGlobalRelative:lat=41.5194375;lon=-86.2401323;alt=0.22,LocationLocal:north=-17.2525787354;east=-26.4448432922;down=-5.27418518066,Attitude:pitch=0.0124496258795;yaw=3.13756322861;roll=0.0120548093691,[0.0; -0.07; 0.0],GPSInfo:fix=4;num_sat=11,0.0360555127263,0.0360555127263,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.029528038,Rangefinder: distance=None; voltage=None,None,None,179,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-16_380,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194265;lon=-86.2401219;alt=250.77,LocationGlobalRelative:lat=41.5194265;lon=-86.2401219;alt=0.29,LocationLocal:north=-18.4770965576;east=-25.5728111267;down=-5.34188127518,Attitude:pitch=0.00875136069953;yaw=-3.132127285;roll=0.00962321367115,[0.03; -0.02; 0.01],GPSInfo:fix=4;num_sat=11,0.0894427150488,0.0894427150488,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.152625170001,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-16_479,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519427;lon=-86.2401217;alt=250.76,LocationGlobalRelative:lat=41.519427;lon=-86.2401217;alt=0.28,LocationLocal:north=-18.4770965576;east=-25.5728111267;down=-5.34188127518,Attitude:pitch=0.00875136069953;yaw=-3.132127285;roll=0.00962321367115,[0.03; -0.01; 0.0],GPSInfo:fix=4;num_sat=11,0.0894427150488,0.0894427150488,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.203216099,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-16_580,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519427;lon=-86.2401217;alt=250.76,LocationGlobalRelative:lat=41.519427;lon=-86.2401217;alt=0.28,LocationLocal:north=-18.4215126038;east=-25.5575332642;down=-5.33833122253,Attitude:pitch=0.0085701495409;yaw=-3.13179659843;roll=0.00933040399104,[0.03; -0.01; 0.0],GPSInfo:fix=4;num_sat=11,0.0894427150488,0.0894427150488,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.307258153,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-16_680,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519427;lon=-86.2401217;alt=250.76,LocationGlobalRelative:lat=41.519427;lon=-86.2401217;alt=0.28,LocationLocal:north=-18.4215126038;east=-25.5575332642;down=-5.33833122253,Attitude:pitch=0.0085701495409;yaw=-3.13179659843;roll=0.00933040399104,[0.03; -0.01; 0.0],GPSInfo:fix=4;num_sat=11,0.0223606787622,0.0223606787622,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.410769182,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-16_780,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519427;lon=-86.2401217;alt=250.76,LocationGlobalRelative:lat=41.519427;lon=-86.2401217;alt=0.28,LocationLocal:north=-18.4215126038;east=-25.5575332642;down=-5.33833122253,Attitude:pitch=0.0085701495409;yaw=-3.13179659843;roll=0.00933040399104,[0.03; -0.01; 0.0],GPSInfo:fix=4;num_sat=11,0.0223606787622,0.0223606787622,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.0505177940004,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-16_879,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519427;lon=-86.2401217;alt=250.76,LocationGlobalRelative:lat=41.519427;lon=-86.2401217;alt=0.28,LocationLocal:north=-18.4215126038;east=-25.5575332642;down=-5.33833122253,Attitude:pitch=0.0085701495409;yaw=-3.13179659843;roll=0.00933040399104,[0.03; -0.01; 0.0],GPSInfo:fix=4;num_sat=11,0.0223606787622,0.0223606787622,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.151618381999,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-16_980,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519427;lon=-86.2401217;alt=250.76,LocationGlobalRelative:lat=41.519427;lon=-86.2401217;alt=0.28,LocationLocal:north=-18.4215126038;east=-25.5575332642;down=-5.33833122253,Attitude:pitch=0.0085701495409;yaw=-3.13179659843;roll=0.00933040399104,[0.03; -0.01; 0.0],GPSInfo:fix=4;num_sat=11,0.0223606787622,0.0223606787622,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.252434868,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-17_080,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519427;lon=-86.2401217;alt=250.76,LocationGlobalRelative:lat=41.519427;lon=-86.2401217;alt=0.28,LocationLocal:north=-18.4215126038;east=-25.5575332642;down=-5.33833122253,Attitude:pitch=0.0085701495409;yaw=-3.13179659843;roll=0.00933040399104,[0.03; -0.01; 0.0],GPSInfo:fix=4;num_sat=11,0.0223606787622,0.0223606787622,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.353696549,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-17_180,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194274;lon=-86.2401214;alt=250.72,LocationGlobalRelative:lat=41.5194274;lon=-86.2401214;alt=0.24,LocationLocal:north=-18.3741283417;east=-25.5339660645;down=-5.29929256439,Attitude:pitch=0.0085701495409;yaw=-3.13179659843;roll=0.00933040399104,[0.02; 0.0; 0.0],GPSInfo:fix=4;num_sat=11,0.0223606787622,0.0223606787622,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.455263198,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-17_280,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194274;lon=-86.2401214;alt=250.72,LocationGlobalRelative:lat=41.5194274;lon=-86.2401214;alt=0.24,LocationLocal:north=-18.3741283417;east=-25.5339660645;down=-5.29929256439,Attitude:pitch=0.00817398354411;yaw=-3.13151812553;roll=0.00896034110337,[0.02; 0.0; 0.0],GPSInfo:fix=4;num_sat=11,0.120830453932,0.120830453932,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.558053281999,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-17_380,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194274;lon=-86.2401214;alt=250.72,LocationGlobalRelative:lat=41.5194274;lon=-86.2401214;alt=0.24,LocationLocal:north=-18.3741283417;east=-25.5339660645;down=-5.29929256439,Attitude:pitch=0.00817398354411;yaw=-3.13151812553;roll=0.00896034110337,[0.02; 0.0; 0.0],GPSInfo:fix=4;num_sat=11,0.120830453932,0.120830453932,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.661395335,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-17_480,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194274;lon=-86.2401214;alt=250.72,LocationGlobalRelative:lat=41.5194274;lon=-86.2401214;alt=0.24,LocationLocal:north=-18.3741283417;east=-25.5339660645;down=-5.29929256439,Attitude:pitch=0.00817398354411;yaw=-3.13151812553;roll=0.00896034110337,[0.02; 0.0; 0.0],GPSInfo:fix=4;num_sat=11,0.120830453932,0.120830453932,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.764625452,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-17_580,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194274;lon=-86.2401214;alt=250.72,LocationGlobalRelative:lat=41.5194274;lon=-86.2401214;alt=0.24,LocationLocal:north=-18.3741283417;east=-25.5339660645;down=-5.29929256439,Attitude:pitch=0.00817398354411;yaw=-3.13151812553;roll=0.00896034110337,[0.02; 0.0; 0.0],GPSInfo:fix=4;num_sat=11,0.120830453932,0.120830453932,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.86744898,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-17_683,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194274;lon=-86.2401214;alt=250.72,LocationGlobalRelative:lat=41.5194274;lon=-86.2401214;alt=0.24,LocationLocal:north=-18.3741283417;east=-25.5339660645;down=-5.29929256439,Attitude:pitch=0.00817398354411;yaw=-3.13151812553;roll=0.00896034110337,[0.02; 0.0; 0.0],GPSInfo:fix=4;num_sat=11,0.120830453932,0.120830453932,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.968782127999,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-17_779,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194278;lon=-86.2401212;alt=250.72,LocationGlobalRelative:lat=41.5194278;lon=-86.2401212;alt=0.24,LocationLocal:north=-18.3741283417;east=-25.5339660645;down=-5.29929256439,Attitude:pitch=0.00817398354411;yaw=-3.13151812553;roll=0.00896034110337,[0.03; 0.0; 0.0],GPSInfo:fix=4;num_sat=11,0.120830453932,0.120830453932,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.071046771,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-17_880,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194278;lon=-86.2401212;alt=250.72,LocationGlobalRelative:lat=41.5194278;lon=-86.2401212;alt=0.24,LocationLocal:north=-18.3247451782;east=-25.5131206512;down=-5.29324674606,Attitude:pitch=0.00810242258012;yaw=-3.13134241104;roll=0.00881412159652,[0.03; 0.0; 0.0],GPSInfo:fix=4;num_sat=11,0.120830453932,0.120830453932,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.173971542,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-17_980,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194278;lon=-86.2401212;alt=250.72,LocationGlobalRelative:lat=41.5194278;lon=-86.2401212;alt=0.24,LocationLocal:north=-18.3247451782;east=-25.5131206512;down=-5.29324674606,Attitude:pitch=0.00810242258012;yaw=-3.13134241104;roll=0.00881412159652,[0.03; 0.0; 0.0],GPSInfo:fix=4;num_sat=11,0.148660689592,0.148660689592,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.276105809,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-18_080,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194278;lon=-86.2401212;alt=250.72,LocationGlobalRelative:lat=41.5194278;lon=-86.2401212;alt=0.24,LocationLocal:north=-18.3247451782;east=-25.5131206512;down=-5.29324674606,Attitude:pitch=0.00810242258012;yaw=-3.13134241104;roll=0.00881412159652,[0.03; 0.0; 0.0],GPSInfo:fix=4;num_sat=11,0.148660689592,0.148660689592,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.101459554,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-18_180,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194278;lon=-86.2401212;alt=250.72,LocationGlobalRelative:lat=41.5194278;lon=-86.2401212;alt=0.24,LocationLocal:north=-18.3247451782;east=-25.5131206512;down=-5.29324674606,Attitude:pitch=0.00810242258012;yaw=-3.13134241104;roll=0.00881412159652,[0.03; 0.0; 0.0],GPSInfo:fix=4;num_sat=11,0.148660689592,0.148660689592,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.202742693,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-18_280,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194278;lon=-86.2401212;alt=250.72,LocationGlobalRelative:lat=41.5194278;lon=-86.2401212;alt=0.24,LocationLocal:north=-18.3247451782;east=-25.5131206512;down=-5.29324674606,Attitude:pitch=0.00810242258012;yaw=-3.13134241104;roll=0.00881412159652,[0.03; 0.0; 0.0],GPSInfo:fix=4;num_sat=11,0.148660689592,0.148660689592,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.303835322,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-18_380,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194278;lon=-86.2401212;alt=250.72,LocationGlobalRelative:lat=41.5194278;lon=-86.2401212;alt=0.24,LocationLocal:north=-18.3247451782;east=-25.5131206512;down=-5.29324674606,Attitude:pitch=0.00810242258012;yaw=-3.13134241104;roll=0.00881412159652,[0.03; 0.0; 0.0],GPSInfo:fix=4;num_sat=11,0.148660689592,0.148660689592,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.404930616,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-18_480,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194278;lon=-86.2401212;alt=250.72,LocationGlobalRelative:lat=41.5194278;lon=-86.2401212;alt=0.24,LocationLocal:north=-18.3247451782;east=-25.5131206512;down=-5.29324674606,Attitude:pitch=0.00810242258012;yaw=-3.13134241104;roll=0.00881412159652,[0.03; 0.0; 0.0],GPSInfo:fix=4;num_sat=11,0.148660689592,0.148660689592,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.506946943,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-18_580,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194279;lon=-86.240121;alt=250.71,LocationGlobalRelative:lat=41.5194279;lon=-86.240121;alt=0.23,LocationLocal:north=-18.3204975128;east=-25.4976387024;down=-5.28636789322,Attitude:pitch=0.00810242258012;yaw=-3.13134241104;roll=0.00881412159652,[0.01; 0.0; 0.0],GPSInfo:fix=4;num_sat=11,0.148660689592,0.148660689592,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.612006926,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-18_680,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194279;lon=-86.240121;alt=250.71,LocationGlobalRelative:lat=41.5194279;lon=-86.240121;alt=0.23,LocationLocal:north=-18.3204975128;east=-25.4976387024;down=-5.28636789322,Attitude:pitch=0.00755625776947;yaw=-3.131046772;roll=0.00885931868106,[0.01; 0.0; 0.0],GPSInfo:fix=4;num_sat=11,0.078102491796,0.078102491796,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.662904022,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-18_780,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194279;lon=-86.240121;alt=250.71,LocationGlobalRelative:lat=41.5194279;lon=-86.240121;alt=0.23,LocationLocal:north=-18.3204975128;east=-25.4976387024;down=-5.28636789322,Attitude:pitch=0.00755625776947;yaw=-3.131046772;roll=0.00885931868106,[0.01; 0.0; 0.0],GPSInfo:fix=4;num_sat=11,0.078102491796,0.078102491796,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.765984398,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-18_880,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194279;lon=-86.240121;alt=250.71,LocationGlobalRelative:lat=41.5194279;lon=-86.240121;alt=0.23,LocationLocal:north=-18.3204975128;east=-25.4976387024;down=-5.28636789322,Attitude:pitch=0.00755625776947;yaw=-3.131046772;roll=0.00885931868106,[0.01; 0.0; 0.0],GPSInfo:fix=4;num_sat=11,0.078102491796,0.078102491796,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.868555089,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-18_980,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519428;lon=-86.2401206;alt=250.71,LocationGlobalRelative:lat=41.519428;lon=-86.2401206;alt=0.23,LocationLocal:north=-18.310956955;east=-25.4695510864;down=-5.28252410889,Attitude:pitch=0.00755625776947;yaw=-3.131046772;roll=0.00885931868106,[0.0; 0.01; 0.0],GPSInfo:fix=4;num_sat=11,0.078102491796,0.078102491796,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.105608167,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-19_080,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519428;lon=-86.2401206;alt=250.71,LocationGlobalRelative:lat=41.519428;lon=-86.2401206;alt=0.23,LocationLocal:north=-18.310956955;east=-25.4695510864;down=-5.28252410889,Attitude:pitch=0.00737785175443;yaw=-3.13084197044;roll=0.00859137345105,[0.0; 0.01; 0.0],GPSInfo:fix=4;num_sat=11,0.078102491796,0.078102491796,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.209230091,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-19_180,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519428;lon=-86.2401206;alt=250.71,LocationGlobalRelative:lat=41.519428;lon=-86.2401206;alt=0.23,LocationLocal:north=-18.310956955;east=-25.4695510864;down=-5.28252410889,Attitude:pitch=0.00737785175443;yaw=-3.13084197044;roll=0.00859137345105,[0.0; 0.01; 0.0],GPSInfo:fix=4;num_sat=11,0.031622774899,0.031622774899,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.312415253,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-19_280,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519428;lon=-86.2401206;alt=250.71,LocationGlobalRelative:lat=41.519428;lon=-86.2401206;alt=0.23,LocationLocal:north=-18.310956955;east=-25.4695510864;down=-5.28252410889,Attitude:pitch=0.00737785175443;yaw=-3.13084197044;roll=0.00859137345105,[0.0; 0.01; 0.0],GPSInfo:fix=4;num_sat=11,0.031622774899,0.031622774899,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.413692081,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-19_380,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519428;lon=-86.2401206;alt=250.71,LocationGlobalRelative:lat=41.519428;lon=-86.2401206;alt=0.23,LocationLocal:north=-18.310956955;east=-25.4695510864;down=-5.28252410889,Attitude:pitch=0.00737785175443;yaw=-3.13084197044;roll=0.00859137345105,[0.0; 0.01; 0.0],GPSInfo:fix=4;num_sat=11,0.031622774899,0.031622774899,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.514737759,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-19_480,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194281;lon=-86.2401203;alt=250.73,LocationGlobalRelative:lat=41.5194281;lon=-86.2401203;alt=0.25,LocationLocal:north=-18.310956955;east=-25.4695510864;down=-5.28252410889,Attitude:pitch=0.00737785175443;yaw=-3.13084197044;roll=0.00859137345105,[0.0; 0.01; 0.0],GPSInfo:fix=4;num_sat=11,0.031622774899,0.031622774899,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.617422336,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-19_580,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194281;lon=-86.2401203;alt=250.73,LocationGlobalRelative:lat=41.5194281;lon=-86.2401203;alt=0.25,LocationLocal:north=-18.2933826447;east=-25.4428939819;down=-5.30857515335,Attitude:pitch=0.00737785175443;yaw=-3.13084197044;roll=0.00859137345105,[0.0; 0.01; 0.0],GPSInfo:fix=4;num_sat=11,0.031622774899,0.031622774899,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.720655797,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-19_679,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194281;lon=-86.2401203;alt=250.73,LocationGlobalRelative:lat=41.5194281;lon=-86.2401203;alt=0.25,LocationLocal:north=-18.2933826447;east=-25.4428939819;down=-5.30857515335,Attitude:pitch=0.00737785175443;yaw=-3.13084197044;roll=0.00859137345105,[0.0; 0.01; 0.0],GPSInfo:fix=4;num_sat=11,0.031622774899,0.031622774899,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.824134062,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-19_780,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194281;lon=-86.2401203;alt=250.73,LocationGlobalRelative:lat=41.5194281;lon=-86.2401203;alt=0.25,LocationLocal:north=-18.2933826447;east=-25.4428939819;down=-5.30857515335,Attitude:pitch=0.00728446803987;yaw=-3.13055038452;roll=0.00851676706225,[0.0; 0.01; 0.0],GPSInfo:fix=4;num_sat=11,0.094868324697,0.094868324697,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.926400914,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-19_880,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194281;lon=-86.2401203;alt=250.73,LocationGlobalRelative:lat=41.5194281;lon=-86.2401203;alt=0.25,LocationLocal:north=-18.2933826447;east=-25.4428939819;down=-5.30857515335,Attitude:pitch=0.00728446803987;yaw=-3.13055038452;roll=0.00851676706225,[0.0; 0.01; 0.0],GPSInfo:fix=4;num_sat=11,0.094868324697,0.094868324697,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.029791875,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-19_980,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194281;lon=-86.2401203;alt=250.73,LocationGlobalRelative:lat=41.5194281;lon=-86.2401203;alt=0.25,LocationLocal:north=-18.2933826447;east=-25.4428939819;down=-5.30857515335,Attitude:pitch=0.00728446803987;yaw=-3.13055038452;roll=0.00851676706225,[0.0; 0.01; 0.0],GPSInfo:fix=4;num_sat=11,0.094868324697,0.094868324697,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.101587265,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-20_080,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194281;lon=-86.2401203;alt=250.73,LocationGlobalRelative:lat=41.5194281;lon=-86.2401203;alt=0.25,LocationLocal:north=-18.2933826447;east=-25.4428939819;down=-5.30857515335,Attitude:pitch=0.00728446803987;yaw=-3.13055038452;roll=0.00851676706225,[0.0; 0.01; 0.0],GPSInfo:fix=4;num_sat=11,0.094868324697,0.094868324697,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.203063589,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-20_180,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194281;lon=-86.24012;alt=250.74,LocationGlobalRelative:lat=41.5194281;lon=-86.24012;alt=0.26,LocationLocal:north=-18.2945728302;east=-25.4145069122;down=-5.31485271454,Attitude:pitch=0.00728446803987;yaw=-3.13055038452;roll=0.00851676706225,[-0.01; 0.02; 0.0],GPSInfo:fix=4;num_sat=11,0.094868324697,0.094868324697,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.306062705999,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-20_280,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194281;lon=-86.24012;alt=250.74,LocationGlobalRelative:lat=41.5194281;lon=-86.24012;alt=0.26,LocationLocal:north=-18.2945728302;east=-25.4145069122;down=-5.31485271454,Attitude:pitch=0.00715638883412;yaw=-3.13033151627;roll=0.00849231611937,[-0.01; 0.02; 0.0],GPSInfo:fix=4;num_sat=11,0.0799999982119,0.0799999982119,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.408397544,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
2017_07_18__14-55-20_381,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194281;lon=-86.24012;alt=250.74,LocationGlobalRelative:lat=41.5194281;lon=-86.24012;alt=0.26,LocationLocal:north=-18.2945728302;east=-25.4145069122;down=-5.31485271454,Attitude:pitch=0.00715638883412;yaw=-3.13033151627;roll=0.00849231611937,[-0.01; 0.02; 0.0],GPSInfo:fix=4;num_sat=11,0.0799999982119,0.0799999982119,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.513544513999,Rangefinder: distance=None; voltage=None,None,None,180,True,CRITICAL,ALT_HOLD,False
