time,Autopilot Firmware version,Autopilot capabilities (supports ftp),Global Location,Global Location (relative altitude),Local Location,Attitude,Velocity,GPS,Groundspeed,Airspeed,Gimbal status,Battery,EKF OK?,Last Heartbeat,Rangefinder,Rangefinder distance,Rangefinder voltage,Heading,Is Armable?,System status,Mode,Armed,
2017_07_18__15-01-10_091,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519432;lon=-86.2401402;alt=249.89,LocationGlobalRelative:lat=41.519432;lon=-86.2401402;alt=-0.59,LocationLocal:north=-17.8560085297;east=-27.0981349945;down=-5.53496742249,Attitude:pitch=0.0111317746341;yaw=-3.10959482193;roll=0.0107780294493,[0.01; -0.05; 0.0],GPSInfo:fix=4;num_sat=11,0.0412310548127,0.0412310548127,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.543894464,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-24_691,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519433;lon=-86.2401341;alt=249.96,LocationGlobalRelative:lat=41.519433;lon=-86.2401341;alt=-0.52,LocationLocal:north=-17.7521305084;east=-26.5955448151;down=-5.60215377808,Attitude:pitch=0.00831597670913;yaw=-3.10756731033;roll=0.0100650535896,[0.0; 0.01; 0.03],GPSInfo:fix=4;num_sat=11,0.0299999993294,0.0299999993294,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.510977403,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-24_791,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519433;lon=-86.2401341;alt=249.96,LocationGlobalRelative:lat=41.519433;lon=-86.2401341;alt=-0.52,LocationLocal:north=-17.7521305084;east=-26.5955448151;down=-5.60215377808,Attitude:pitch=0.00831597670913;yaw=-3.10756731033;roll=0.0100650535896,[0.0; 0.01; 0.03],GPSInfo:fix=4;num_sat=11,0.0299999993294,0.0299999993294,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.613955965,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-24_891,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194327;lon=-86.2401336;alt=249.99,LocationGlobalRelative:lat=41.5194327;lon=-86.2401336;alt=-0.49,LocationLocal:north=-17.7856521606;east=-26.5509128571;down=-5.63034725189,Attitude:pitch=0.00831597670913;yaw=-3.10756731033;roll=0.0100650535896,[0.0; 0.02; 0.04],GPSInfo:fix=4;num_sat=11,0.0299999993294,0.0299999993294,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.715883467,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-24_991,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194327;lon=-86.2401336;alt=249.99,LocationGlobalRelative:lat=41.5194327;lon=-86.2401336;alt=-0.49,LocationLocal:north=-17.7856521606;east=-26.5509128571;down=-5.63034725189,Attitude:pitch=0.00831597670913;yaw=-3.10756731033;roll=0.0100650535896,[0.0; 0.02; 0.04],GPSInfo:fix=4;num_sat=11,0.0299999993294,0.0299999993294,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.818420565,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-25_091,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194327;lon=-86.2401336;alt=249.99,LocationGlobalRelative:lat=41.5194327;lon=-86.2401336;alt=-0.49,LocationLocal:north=-17.7856521606;east=-26.5509128571;down=-5.63034725189,Attitude:pitch=0.00831597670913;yaw=-3.10756731033;roll=0.0100650535896,[0.0; 0.02; 0.04],GPSInfo:fix=4;num_sat=11,0.0299999993294,0.0299999993294,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.921111903,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-25_191,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194327;lon=-86.2401336;alt=249.99,LocationGlobalRelative:lat=41.5194327;lon=-86.2401336;alt=-0.49,LocationLocal:north=-17.7856521606;east=-26.5509128571;down=-5.63034725189,Attitude:pitch=0.00795569084585;yaw=-3.10754752159;roll=0.00976999942213,[0.0; 0.02; 0.04],GPSInfo:fix=4;num_sat=11,0.0299999993294,0.0299999993294,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.023611642,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-25_291,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194327;lon=-86.2401336;alt=249.99,LocationGlobalRelative:lat=41.5194327;lon=-86.2401336;alt=-0.49,LocationLocal:north=-17.7856521606;east=-26.5509128571;down=-5.63034725189,Attitude:pitch=0.00795569084585;yaw=-3.10754752159;roll=0.00976999942213,[0.0; 0.02; 0.04],GPSInfo:fix=4;num_sat=11,0.0299999993294,0.0299999993294,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.124894972,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-25_397,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194327;lon=-86.2401336;alt=249.99,LocationGlobalRelative:lat=41.5194327;lon=-86.2401336;alt=-0.49,LocationLocal:north=-17.7856521606;east=-26.5509128571;down=-5.63034725189,Attitude:pitch=0.00795569084585;yaw=-3.10754752159;roll=0.00976999942213,[0.0; 0.02; 0.04],GPSInfo:fix=4;num_sat=11,0.164012178779,0.164012178779,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.227004192,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-25_491,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194327;lon=-86.2401336;alt=249.99,LocationGlobalRelative:lat=41.5194327;lon=-86.2401336;alt=-0.49,LocationLocal:north=-17.7856521606;east=-26.5509128571;down=-5.63034725189,Attitude:pitch=0.00795569084585;yaw=-3.10754752159;roll=0.00976999942213,[0.0; 0.02; 0.04],GPSInfo:fix=4;num_sat=11,0.164012178779,0.164012178779,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.0504444870003,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-25_591,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194327;lon=-86.2401336;alt=249.99,LocationGlobalRelative:lat=41.5194327;lon=-86.2401336;alt=-0.49,LocationLocal:north=-17.7856521606;east=-26.5509128571;down=-5.63034725189,Attitude:pitch=0.00795569084585;yaw=-3.10754752159;roll=0.00976999942213,[0.0; 0.02; 0.04],GPSInfo:fix=4;num_sat=11,0.164012178779,0.164012178779,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.152139099,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-25_691,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194326;lon=-86.2401329;alt=249.99,LocationGlobalRelative:lat=41.5194326;lon=-86.2401329;alt=-0.49,LocationLocal:north=-17.7990627289;east=-26.4957771301;down=-5.63741397858,Attitude:pitch=0.00795569084585;yaw=-3.10754752159;roll=0.00976999942213,[0.0; 0.03; 0.04],GPSInfo:fix=4;num_sat=11,0.164012178779,0.164012178779,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.257476154001,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-25_791,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194326;lon=-86.2401329;alt=249.99,LocationGlobalRelative:lat=41.5194326;lon=-86.2401329;alt=-0.49,LocationLocal:north=-17.7990627289;east=-26.4957771301;down=-5.63741397858,Attitude:pitch=0.00812569633126;yaw=-3.10758662224;roll=0.00967665668577,[0.0; 0.03; 0.04],GPSInfo:fix=4;num_sat=11,0.253179758787,0.253179758787,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.361652912001,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-25_891,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194326;lon=-86.2401329;alt=249.99,LocationGlobalRelative:lat=41.5194326;lon=-86.2401329;alt=-0.49,LocationLocal:north=-17.7990627289;east=-26.4957771301;down=-5.63741397858,Attitude:pitch=0.00812569633126;yaw=-3.10758662224;roll=0.00967665668577,[0.0; 0.03; 0.04],GPSInfo:fix=4;num_sat=11,0.253179758787,0.253179758787,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.0506279360006,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-25_991,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194322;lon=-86.2401318;alt=250.0,LocationGlobalRelative:lat=41.5194322;lon=-86.2401318;alt=-0.48,LocationLocal:north=-17.8355789185;east=-26.3993358612;down=-5.64868688583,Attitude:pitch=0.00812569633126;yaw=-3.10758662224;roll=0.00967665668577,[-0.02; 0.06; 0.03],GPSInfo:fix=4;num_sat=11,0.253179758787,0.253179758787,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.155631783,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-26_091,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194322;lon=-86.2401318;alt=250.0,LocationGlobalRelative:lat=41.5194322;lon=-86.2401318;alt=-0.48,LocationLocal:north=-17.8355789185;east=-26.3993358612;down=-5.64868688583,Attitude:pitch=0.00786468014121;yaw=-3.10756492615;roll=0.00912233162671,[-0.02; 0.06; 0.03],GPSInfo:fix=4;num_sat=11,0.253179758787,0.253179758787,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.257962092001,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-26_191,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194322;lon=-86.2401318;alt=250.0,LocationGlobalRelative:lat=41.5194322;lon=-86.2401318;alt=-0.48,LocationLocal:north=-17.8355789185;east=-26.3993358612;down=-5.64868688583,Attitude:pitch=0.00786468014121;yaw=-3.10756492615;roll=0.00912233162671,[-0.02; 0.06; 0.03],GPSInfo:fix=4;num_sat=11,0.253179758787,0.253179758787,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.359592893001,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-26_291,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194322;lon=-86.2401318;alt=250.0,LocationGlobalRelative:lat=41.5194322;lon=-86.2401318;alt=-0.48,LocationLocal:north=-17.8355789185;east=-26.3993358612;down=-5.64868688583,Attitude:pitch=0.00786468014121;yaw=-3.10756492615;roll=0.00912233162671,[-0.02; 0.06; 0.03],GPSInfo:fix=4;num_sat=11,0.0499999970198,0.0499999970198,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.410403652,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-26_391,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194322;lon=-86.2401318;alt=250.0,LocationGlobalRelative:lat=41.5194322;lon=-86.2401318;alt=-0.48,LocationLocal:north=-17.8355789185;east=-26.3993358612;down=-5.64868688583,Attitude:pitch=0.00786468014121;yaw=-3.10756492615;roll=0.00912233162671,[-0.02; 0.06; 0.03],GPSInfo:fix=4;num_sat=11,0.0499999970198,0.0499999970198,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.513443507,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-26_491,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194322;lon=-86.2401318;alt=250.0,LocationGlobalRelative:lat=41.5194322;lon=-86.2401318;alt=-0.48,LocationLocal:north=-17.8355789185;east=-26.3993358612;down=-5.64868688583,Attitude:pitch=0.00786468014121;yaw=-3.10756492615;roll=0.00912233162671,[-0.02; 0.06; 0.03],GPSInfo:fix=4;num_sat=11,0.0499999970198,0.0499999970198,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.61592947,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-26_592,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194317;lon=-86.2401307;alt=250.0,LocationGlobalRelative:lat=41.5194317;lon=-86.2401307;alt=-0.48,LocationLocal:north=-17.8904037476;east=-26.312620163;down=-5.64889955521,Attitude:pitch=0.00786468014121;yaw=-3.10756492615;roll=0.00912233162671,[-0.03; 0.06; 0.04],GPSInfo:fix=4;num_sat=11,0.0499999970198,0.0499999970198,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.718923480001,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-26_691,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194317;lon=-86.2401307;alt=250.0,LocationGlobalRelative:lat=41.5194317;lon=-86.2401307;alt=-0.48,LocationLocal:north=-17.8904037476;east=-26.312620163;down=-5.64889955521,Attitude:pitch=0.00786468014121;yaw=-3.10756492615;roll=0.00912233162671,[-0.03; 0.06; 0.04],GPSInfo:fix=4;num_sat=11,0.0499999970198,0.0499999970198,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.822289515,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-26_791,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194317;lon=-86.2401307;alt=250.0,LocationGlobalRelative:lat=41.5194317;lon=-86.2401307;alt=-0.48,LocationLocal:north=-17.8904037476;east=-26.312620163;down=-5.64889955521,Attitude:pitch=0.00786468014121;yaw=-3.10756492615;roll=0.00912233162671,[-0.03; 0.06; 0.04],GPSInfo:fix=4;num_sat=11,0.0499999970198,0.0499999970198,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.923294656001,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-26_891,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194317;lon=-86.2401307;alt=250.0,LocationGlobalRelative:lat=41.5194317;lon=-86.2401307;alt=-0.48,LocationLocal:north=-17.8904037476;east=-26.312620163;down=-5.64889955521,Attitude:pitch=0.00786468014121;yaw=-3.10756492615;roll=0.00912233162671,[-0.03; 0.06; 0.04],GPSInfo:fix=4;num_sat=11,0.0499999970198,0.0499999970198,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.0506807249994,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-26_991,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194312;lon=-86.2401299;alt=249.98,LocationGlobalRelative:lat=41.5194312;lon=-86.2401299;alt=-0.5,LocationLocal:north=-17.8904037476;east=-26.312620163;down=-5.64889955521,Attitude:pitch=0.00786468014121;yaw=-3.10756492615;roll=0.00912233162671,[-0.05; 0.06; 0.03],GPSInfo:fix=4;num_sat=11,0.0499999970198,0.0499999970198,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.153710219,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-27_091,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194312;lon=-86.2401299;alt=249.98,LocationGlobalRelative:lat=41.5194312;lon=-86.2401299;alt=-0.5,LocationLocal:north=-17.9454097748;east=-26.2421531677;down=-5.62308597565,Attitude:pitch=0.00786468014121;yaw=-3.10756492615;roll=0.00912233162671,[-0.05; 0.06; 0.03],GPSInfo:fix=4;num_sat=11,0.0499999970198,0.0499999970198,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.256994775,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-27_191,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194312;lon=-86.2401299;alt=249.98,LocationGlobalRelative:lat=41.5194312;lon=-86.2401299;alt=-0.5,LocationLocal:north=-17.9454097748;east=-26.2421531677;down=-5.62308597565,Attitude:pitch=0.00786468014121;yaw=-3.10756492615;roll=0.00912233162671,[-0.05; 0.06; 0.03],GPSInfo:fix=4;num_sat=11,0.0499999970198,0.0499999970198,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.358632474,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-27_291,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194312;lon=-86.2401299;alt=249.98,LocationGlobalRelative:lat=41.5194312;lon=-86.2401299;alt=-0.5,LocationLocal:north=-17.9454097748;east=-26.2421531677;down=-5.62308597565,Attitude:pitch=0.00739088281989;yaw=-3.10752820969;roll=0.00945777725428,[-0.05; 0.06; 0.03],GPSInfo:fix=4;num_sat=11,0.078102491796,0.078102491796,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.461268199,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-27_391,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194312;lon=-86.2401299;alt=249.98,LocationGlobalRelative:lat=41.5194312;lon=-86.2401299;alt=-0.5,LocationLocal:north=-17.9454097748;east=-26.2421531677;down=-5.62308597565,Attitude:pitch=0.00739088281989;yaw=-3.10752820969;roll=0.00945777725428,[-0.05; 0.06; 0.03],GPSInfo:fix=4;num_sat=11,0.078102491796,0.078102491796,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.0507214039999,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-27_491,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194312;lon=-86.2401299;alt=249.98,LocationGlobalRelative:lat=41.5194312;lon=-86.2401299;alt=-0.5,LocationLocal:north=-17.9454097748;east=-26.2421531677;down=-5.62308597565,Attitude:pitch=0.00739088281989;yaw=-3.10752820969;roll=0.00945777725428,[-0.05; 0.06; 0.03],GPSInfo:fix=4;num_sat=11,0.078102491796,0.078102491796,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.154773217,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-27_591,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194309;lon=-86.2401293;alt=249.96,LocationGlobalRelative:lat=41.5194309;lon=-86.2401293;alt=-0.52,LocationLocal:north=-17.9837932587;east=-26.1907272339;down=-5.60975265503,Attitude:pitch=0.00776702351868;yaw=-3.10726237297;roll=0.0100442068651,[-0.04; 0.03; 0.03],GPSInfo:fix=4;num_sat=11,0.078102491796,0.078102491796,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.256533646,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-27_691,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194309;lon=-86.2401293;alt=249.96,LocationGlobalRelative:lat=41.5194309;lon=-86.2401293;alt=-0.52,LocationLocal:north=-17.9837932587;east=-26.1907272339;down=-5.60975265503,Attitude:pitch=0.00776702351868;yaw=-3.10726237297;roll=0.0100442068651,[-0.04; 0.03; 0.03],GPSInfo:fix=4;num_sat=11,0.126491099596,0.126491099596,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.359368554,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-27_791,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194309;lon=-86.2401293;alt=249.96,LocationGlobalRelative:lat=41.5194309;lon=-86.2401293;alt=-0.52,LocationLocal:north=-17.9837932587;east=-26.1907272339;down=-5.60975265503,Attitude:pitch=0.00776702351868;yaw=-3.10726237297;roll=0.0100442068651,[-0.04; 0.03; 0.03],GPSInfo:fix=4;num_sat=11,0.126491099596,0.126491099596,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.0507008940003,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-27_891,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194306;lon=-86.2401282;alt=249.96,LocationGlobalRelative:lat=41.5194306;lon=-86.2401282;alt=-0.52,LocationLocal:north=-17.9837932587;east=-26.1907272339;down=-5.60975265503,Attitude:pitch=0.00776702351868;yaw=-3.10726237297;roll=0.0100442068651,[-0.03; 0.03; 0.03],GPSInfo:fix=4;num_sat=11,0.126491099596,0.126491099596,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.155192133,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-27_991,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194306;lon=-86.2401282;alt=249.96,LocationGlobalRelative:lat=41.5194306;lon=-86.2401282;alt=-0.52,LocationLocal:north=-18.0136604309;east=-26.1038856506;down=-5.60540533066,Attitude:pitch=0.00776702351868;yaw=-3.10726237297;roll=0.0100442068651,[-0.03; 0.03; 0.03],GPSInfo:fix=4;num_sat=11,0.126491099596,0.126491099596,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.257397185,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-28_091,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194306;lon=-86.2401282;alt=249.96,LocationGlobalRelative:lat=41.5194306;lon=-86.2401282;alt=-0.52,LocationLocal:north=-18.0136604309;east=-26.1038856506;down=-5.60540533066,Attitude:pitch=0.00799415260553;yaw=-3.10732769966;roll=0.0100108208135,[-0.03; 0.03; 0.03],GPSInfo:fix=4;num_sat=11,0.126491099596,0.126491099596,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.360633194,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-28_192,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194306;lon=-86.2401282;alt=249.96,LocationGlobalRelative:lat=41.5194306;lon=-86.2401282;alt=-0.52,LocationLocal:north=-18.0136604309;east=-26.1038856506;down=-5.60540533066,Attitude:pitch=0.00799415260553;yaw=-3.10732769966;roll=0.0100108208135,[-0.03; 0.03; 0.03],GPSInfo:fix=4;num_sat=11,0.0299999993294,0.0299999993294,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.412484533,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-28_291,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194306;lon=-86.2401282;alt=249.96,LocationGlobalRelative:lat=41.5194306;lon=-86.2401282;alt=-0.52,LocationLocal:north=-18.0136604309;east=-26.1038856506;down=-5.60540533066,Attitude:pitch=0.00799415260553;yaw=-3.10732769966;roll=0.0100108208135,[-0.03; 0.03; 0.03],GPSInfo:fix=4;num_sat=11,0.0299999993294,0.0299999993294,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.514747658,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-28_391,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194306;lon=-86.2401282;alt=249.96,LocationGlobalRelative:lat=41.5194306;lon=-86.2401282;alt=-0.52,LocationLocal:north=-18.0136604309;east=-26.1038856506;down=-5.60540533066,Attitude:pitch=0.00799415260553;yaw=-3.10732769966;roll=0.0100108208135,[-0.03; 0.03; 0.03],GPSInfo:fix=4;num_sat=11,0.0299999993294,0.0299999993294,Gimbal: pitch=-57.87; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.616339477,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-28_491,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194306;lon=-86.2401282;alt=249.96,LocationGlobalRelative:lat=41.5194306;lon=-86.2401282;alt=-0.52,LocationLocal:north=-18.0136604309;east=-26.1038856506;down=-5.60540533066,Attitude:pitch=0.00799415260553;yaw=-3.10732769966;roll=0.0100108208135,[-0.03; 0.03; 0.03],GPSInfo:fix=4;num_sat=11,0.0299999993294,0.0299999993294,Gimbal: pitch=-57.87; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.717779556,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-28_591,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194306;lon=-86.2401282;alt=249.96,LocationGlobalRelative:lat=41.5194306;lon=-86.2401282;alt=-0.52,LocationLocal:north=-18.0136604309;east=-26.1038856506;down=-5.60540533066,Attitude:pitch=0.00799415260553;yaw=-3.10732769966;roll=0.0100108208135,[-0.03; 0.03; 0.03],GPSInfo:fix=4;num_sat=11,0.0299999993294,0.0299999993294,Gimbal: pitch=-57.87; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.819164269,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
2017_07_18__15-01-28_692,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194306;lon=-86.2401282;alt=249.96,LocationGlobalRelative:lat=41.5194306;lon=-86.2401282;alt=-0.52,LocationLocal:north=-18.0136604309;east=-26.1038856506;down=-5.60540533066,Attitude:pitch=0.00799415260553;yaw=-3.10732769966;roll=0.0100108208135,[-0.03; 0.03; 0.03],GPSInfo:fix=4;num_sat=11,0.0299999993294,0.0299999993294,Gimbal: pitch=-57.87; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.920428762,Rangefinder: distance=None; voltage=None,None,None,181,True,STANDBY,GUIDED,False
