time,Autopilot Firmware version,Autopilot capabilities (supports ftp),Global Location,Global Location (relative altitude),Local Location,Attitude,Velocity,GPS,Groundspeed,Airspeed,Gimbal status,Battery,EKF OK?,Last Heartbeat,Rangefinder,Rangefinder distance,Rangefinder voltage,Heading,Is Armable?,System status,Mode,Armed,
2017_07_18__15-20-49_981,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194205;lon=-86.2401238;alt=249.86,LocationGlobalRelative:lat=41.5194205;lon=-86.2401238;alt=1.44,LocationLocal:north=-1.22329080105;east=0.104539528489;down=0.91177457571,Attitude:pitch=0.0235285293311;yaw=-2.98016381264;roll=0.000590127892792,[0.1; 0.02; 0.01],GPSInfo:fix=4;num_sat=8,0.104403063655,0.104403063655,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.0506403859999,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-02_980,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194179;lon=-86.2401194;alt=249.87,LocationGlobalRelative:lat=41.5194179;lon=-86.2401194;alt=1.45,LocationLocal:north=-1.50379431248;east=0.473715096712;down=0.907121300697,Attitude:pitch=0.0220689568669;yaw=-2.97443246841;roll=0.0022259876132,[0.13; 0.0; 0.0],GPSInfo:fix=3;num_sat=8,0.0583095140755,0.0583095140755,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.720721521,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-03_080,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194175;lon=-86.2401188;alt=249.87,LocationGlobalRelative:lat=41.5194175;lon=-86.2401188;alt=1.45,LocationLocal:north=-1.55684161186;east=0.521937787533;down=0.90151065588,Attitude:pitch=0.0220689568669;yaw=-2.97443246841;roll=0.0022259876132,[0.11; 0.02; 0.0],GPSInfo:fix=3;num_sat=8,0.0583095140755,0.0583095140755,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.824158766,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-03_180,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194175;lon=-86.2401188;alt=249.87,LocationGlobalRelative:lat=41.5194175;lon=-86.2401188;alt=1.45,LocationLocal:north=-1.55684161186;east=0.521937787533;down=0.90151065588,Attitude:pitch=0.0220689568669;yaw=-2.97443246841;roll=0.0022259876132,[0.11; 0.02; 0.0],GPSInfo:fix=3;num_sat=8,0.0583095140755,0.0583095140755,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.926163995,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-03_280,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194175;lon=-86.2401188;alt=249.87,LocationGlobalRelative:lat=41.5194175;lon=-86.2401188;alt=1.45,LocationLocal:north=-1.55684161186;east=0.521937787533;down=0.90151065588,Attitude:pitch=0.0220689568669;yaw=-2.97443246841;roll=0.0022259876132,[0.11; 0.02; 0.0],GPSInfo:fix=3;num_sat=8,0.0583095140755,0.0583095140755,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.028407606,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-03_380,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194175;lon=-86.2401188;alt=249.87,LocationGlobalRelative:lat=41.5194175;lon=-86.2401188;alt=1.45,LocationLocal:north=-1.55684161186;east=0.521937787533;down=0.90151065588,Attitude:pitch=0.0214715544134;yaw=-2.97454023361;roll=0.00181242823601,[0.11; 0.02; 0.0],GPSInfo:fix=3;num_sat=8,0.0583095140755,0.0583095140755,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.078841412,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-03_480,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194175;lon=-86.2401188;alt=249.87,LocationGlobalRelative:lat=41.5194175;lon=-86.2401188;alt=1.45,LocationLocal:north=-1.55684161186;east=0.521937787533;down=0.90151065588,Attitude:pitch=0.0214715544134;yaw=-2.97454023361;roll=0.00181242823601,[0.11; 0.02; 0.0],GPSInfo:fix=3;num_sat=8,0.0583095140755,0.0583095140755,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.180883864,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-03_580,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194175;lon=-86.2401188;alt=249.87,LocationGlobalRelative:lat=41.5194175;lon=-86.2401188;alt=1.45,LocationLocal:north=-1.55684161186;east=0.521937787533;down=0.90151065588,Attitude:pitch=0.0214715544134;yaw=-2.97454023361;roll=0.00181242823601,[0.11; 0.02; 0.0],GPSInfo:fix=3;num_sat=8,0.0509901940823,0.0509901940823,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.282164208,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-03_680,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194175;lon=-86.2401188;alt=249.87,LocationGlobalRelative:lat=41.5194175;lon=-86.2401188;alt=1.45,LocationLocal:north=-1.55684161186;east=0.521937787533;down=0.90151065588,Attitude:pitch=0.0214715544134;yaw=-2.97454023361;roll=0.00181242823601,[0.11; 0.02; 0.0],GPSInfo:fix=3;num_sat=8,0.0509901940823,0.0509901940823,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.386208872,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-03_780,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194175;lon=-86.2401188;alt=249.87,LocationGlobalRelative:lat=41.5194175;lon=-86.2401188;alt=1.45,LocationLocal:north=-1.55684161186;east=0.521937787533;down=0.90151065588,Attitude:pitch=0.0214715544134;yaw=-2.97454023361;roll=0.00181242823601,[0.11; 0.02; 0.0],GPSInfo:fix=3;num_sat=8,0.0509901940823,0.0509901940823,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.101607622,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-03_880,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194171;lon=-86.2401183;alt=249.88,LocationGlobalRelative:lat=41.5194171;lon=-86.2401183;alt=1.46,LocationLocal:north=-1.59467256069;east=0.56049066782;down=0.8884806633,Attitude:pitch=0.0214715544134;yaw=-2.97454023361;roll=0.00181242823601,[0.09; 0.02; 0.0],GPSInfo:fix=3;num_sat=8,0.0509901940823,0.0509901940823,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.204855104,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-03_980,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194171;lon=-86.2401183;alt=249.88,LocationGlobalRelative:lat=41.5194171;lon=-86.2401183;alt=1.46,LocationLocal:north=-1.59467256069;east=0.56049066782;down=0.8884806633,Attitude:pitch=0.0214715544134;yaw=-2.97454023361;roll=0.00181242823601,[0.09; 0.02; 0.0],GPSInfo:fix=3;num_sat=8,0.0509901940823,0.0509901940823,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.309245904,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-04_080,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194171;lon=-86.2401183;alt=249.88,LocationGlobalRelative:lat=41.5194171;lon=-86.2401183;alt=1.46,LocationLocal:north=-1.59467256069;east=0.56049066782;down=0.8884806633,Attitude:pitch=0.0212301630527;yaw=-2.97462964058;roll=0.00175188016146,[0.09; 0.02; 0.0],GPSInfo:fix=3;num_sat=8,0.0509901940823,0.0509901940823,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.411511245,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-04_180,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194171;lon=-86.2401183;alt=249.88,LocationGlobalRelative:lat=41.5194171;lon=-86.2401183;alt=1.46,LocationLocal:north=-1.59467256069;east=0.56049066782;down=0.8884806633,Attitude:pitch=0.0212301630527;yaw=-2.97462964058;roll=0.00175188016146,[0.09; 0.02; 0.0],GPSInfo:fix=3;num_sat=8,0.0509901940823,0.0509901940823,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.513322741001,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-04_280,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194171;lon=-86.2401183;alt=249.88,LocationGlobalRelative:lat=41.5194171;lon=-86.2401183;alt=1.46,LocationLocal:north=-1.59467256069;east=0.56049066782;down=0.8884806633,Attitude:pitch=0.0212301630527;yaw=-2.97462964058;roll=0.00175188016146,[0.09; 0.02; 0.0],GPSInfo:fix=3;num_sat=8,0.184390887618,0.184390887618,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.614624124,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-04_380,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194171;lon=-86.2401183;alt=249.88,LocationGlobalRelative:lat=41.5194171;lon=-86.2401183;alt=1.46,LocationLocal:north=-1.59467256069;east=0.56049066782;down=0.8884806633,Attitude:pitch=0.0212301630527;yaw=-2.97462964058;roll=0.00175188016146,[0.09; 0.02; 0.0],GPSInfo:fix=3;num_sat=8,0.184390887618,0.184390887618,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.727357463,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-04_480,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194165;lon=-86.2401179;alt=249.85,LocationGlobalRelative:lat=41.5194165;lon=-86.2401179;alt=1.43,LocationLocal:north=-1.66250240803;east=0.596048414707;down=0.881971657276,Attitude:pitch=0.0208320450038;yaw=-2.97478103638;roll=0.00174767337739,[0.06; 0.02; 0.0],GPSInfo:fix=3;num_sat=8,0.184390887618,0.184390887618,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.832022257,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-04_581,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194165;lon=-86.2401179;alt=249.85,LocationGlobalRelative:lat=41.5194165;lon=-86.2401179;alt=1.43,LocationLocal:north=-1.66250240803;east=0.596048414707;down=0.881971657276,Attitude:pitch=0.0208320450038;yaw=-2.97478103638;roll=0.00174767337739,[0.06; 0.02; 0.0],GPSInfo:fix=3;num_sat=8,0.184390887618,0.184390887618,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.934018655,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-04_680,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194165;lon=-86.2401179;alt=249.85,LocationGlobalRelative:lat=41.5194165;lon=-86.2401179;alt=1.43,LocationLocal:north=-1.66250240803;east=0.596048414707;down=0.881971657276,Attitude:pitch=0.0208320450038;yaw=-2.97478103638;roll=0.00174767337739,[0.06; 0.02; 0.0],GPSInfo:fix=3;num_sat=8,0.130384042859,0.130384042859,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.035831688,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-04_780,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194165;lon=-86.2401179;alt=249.85,LocationGlobalRelative:lat=41.5194165;lon=-86.2401179;alt=1.43,LocationLocal:north=-1.66250240803;east=0.596048414707;down=0.881971657276,Attitude:pitch=0.0208320450038;yaw=-2.97478103638;roll=0.00174767337739,[0.06; 0.02; 0.0],GPSInfo:fix=3;num_sat=8,0.130384042859,0.130384042859,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.138542109,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-04_880,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194165;lon=-86.2401179;alt=249.85,LocationGlobalRelative:lat=41.5194165;lon=-86.2401179;alt=1.43,LocationLocal:north=-1.66250240803;east=0.596048414707;down=0.881971657276,Attitude:pitch=0.0208320450038;yaw=-2.97478103638;roll=0.00174767337739,[0.06; 0.02; 0.0],GPSInfo:fix=3;num_sat=8,0.130384042859,0.130384042859,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.0508161489997,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-04_980,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194165;lon=-86.2401179;alt=249.85,LocationGlobalRelative:lat=41.5194165;lon=-86.2401179;alt=1.43,LocationLocal:north=-1.66250240803;east=0.596048414707;down=0.881971657276,Attitude:pitch=0.0208320450038;yaw=-2.97478103638;roll=0.00174767337739,[0.06; 0.02; 0.0],GPSInfo:fix=3;num_sat=8,0.130384042859,0.130384042859,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.152847717,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-05_080,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194156;lon=-86.2401176;alt=249.84,LocationGlobalRelative:lat=41.5194156;lon=-86.2401176;alt=1.42,LocationLocal:north=-1.75918829441;east=0.622538208961;down=0.876972138882,Attitude:pitch=0.0208320450038;yaw=-2.97478103638;roll=0.00174767337739,[0.02; 0.02; 0.0],GPSInfo:fix=3;num_sat=8,0.130384042859,0.130384042859,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.255768611,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-05_180,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194156;lon=-86.2401176;alt=249.84,LocationGlobalRelative:lat=41.5194156;lon=-86.2401176;alt=1.42,LocationLocal:north=-1.75918829441;east=0.622538208961;down=0.876972138882,Attitude:pitch=0.0201033670455;yaw=-2.97482609749;roll=0.00165688619018,[0.02; 0.02; 0.0],GPSInfo:fix=3;num_sat=8,0.0728010982275,0.0728010982275,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.359084142,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-05_280,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194156;lon=-86.2401176;alt=249.84,LocationGlobalRelative:lat=41.5194156;lon=-86.2401176;alt=1.42,LocationLocal:north=-1.75918829441;east=0.622538208961;down=0.876972138882,Attitude:pitch=0.0201033670455;yaw=-2.97482609749;roll=0.00165688619018,[0.02; 0.02; 0.0],GPSInfo:fix=3;num_sat=8,0.0728010982275,0.0728010982275,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.463525173001,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-05_380,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194147;lon=-86.2401174;alt=249.82,LocationGlobalRelative:lat=41.5194147;lon=-86.2401174;alt=1.4,LocationLocal:north=-1.85931825638;east=0.639082014561;down=0.872437417507,Attitude:pitch=0.0201033670455;yaw=-2.97482609749;roll=0.00165688619018,[0.0; 0.01; 0.0],GPSInfo:fix=3;num_sat=8,0.0728010982275,0.0728010982275,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.566274684,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-05_480,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194147;lon=-86.2401174;alt=249.82,LocationGlobalRelative:lat=41.5194147;lon=-86.2401174;alt=1.4,LocationLocal:north=-1.85931825638;east=0.639082014561;down=0.872437417507,Attitude:pitch=0.0196036752313;yaw=-2.9748852253;roll=0.00171211455017,[0.0; 0.01; 0.0],GPSInfo:fix=3;num_sat=8,0.0728010982275,0.0728010982275,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.668884686,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-05_580,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194147;lon=-86.2401174;alt=249.82,LocationGlobalRelative:lat=41.5194147;lon=-86.2401174;alt=1.4,LocationLocal:north=-1.85931825638;east=0.639082014561;down=0.872437417507,Attitude:pitch=0.0196036752313;yaw=-2.9748852253;roll=0.00171211455017,[0.0; 0.01; 0.0],GPSInfo:fix=3;num_sat=8,0.0728010982275,0.0728010982275,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.770881749,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-05_680,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194147;lon=-86.2401174;alt=249.82,LocationGlobalRelative:lat=41.5194147;lon=-86.2401174;alt=1.4,LocationLocal:north=-1.85931825638;east=0.639082014561;down=0.872437417507,Attitude:pitch=0.0196036752313;yaw=-2.9748852253;roll=0.00171211455017,[0.0; 0.01; 0.0],GPSInfo:fix=3;num_sat=8,0.145602196455,0.145602196455,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.872486952,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-05_780,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194147;lon=-86.2401174;alt=249.82,LocationGlobalRelative:lat=41.5194147;lon=-86.2401174;alt=1.4,LocationLocal:north=-1.85931825638;east=0.639082014561;down=0.872437417507,Attitude:pitch=0.0196036752313;yaw=-2.9748852253;roll=0.00171211455017,[0.0; 0.01; 0.0],GPSInfo:fix=3;num_sat=8,0.145602196455,0.145602196455,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.976945287,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-05_880,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194147;lon=-86.2401174;alt=249.82,LocationGlobalRelative:lat=41.5194147;lon=-86.2401174;alt=1.4,LocationLocal:north=-1.85931825638;east=0.639082014561;down=0.872437417507,Attitude:pitch=0.0196036752313;yaw=-2.9748852253;roll=0.00171211455017,[0.0; 0.01; 0.0],GPSInfo:fix=3;num_sat=8,0.145602196455,0.145602196455,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.07902123,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-05_981,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519414;lon=-86.2401171;alt=249.81,LocationGlobalRelative:lat=41.519414;lon=-86.2401171;alt=1.39,LocationLocal:north=-1.85931825638;east=0.639082014561;down=0.872437417507,Attitude:pitch=0.0196036752313;yaw=-2.9748852253;roll=0.00171211455017,[-0.02; 0.01; 0.0],GPSInfo:fix=3;num_sat=8,0.145602196455,0.145602196455,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.182043983,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-06_080,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519414;lon=-86.2401171;alt=249.81,LocationGlobalRelative:lat=41.519414;lon=-86.2401171;alt=1.39,LocationLocal:north=-1.85931825638;east=0.639082014561;down=0.872437417507,Attitude:pitch=0.0194936748594;yaw=-2.9749891758;roll=0.00167428515851,[-0.02; 0.01; 0.0],GPSInfo:fix=3;num_sat=8,0.145602196455,0.145602196455,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.284168526,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-06_180,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519414;lon=-86.2401171;alt=249.81,LocationGlobalRelative:lat=41.519414;lon=-86.2401171;alt=1.39,LocationLocal:north=-1.85931825638;east=0.639082014561;down=0.872437417507,Attitude:pitch=0.0194936748594;yaw=-2.9749891758;roll=0.00167428515851,[-0.02; 0.01; 0.0],GPSInfo:fix=3;num_sat=8,0.145602196455,0.145602196455,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.387214802,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-06_296,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519414;lon=-86.2401171;alt=249.81,LocationGlobalRelative:lat=41.519414;lon=-86.2401171;alt=1.39,LocationLocal:north=-1.85931825638;east=0.639082014561;down=0.872437417507,Attitude:pitch=0.0194936748594;yaw=-2.9749891758;roll=0.00167428515851,[-0.02; 0.01; 0.0],GPSInfo:fix=3;num_sat=8,0.145602196455,0.145602196455,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.489002106,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-06_380,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519414;lon=-86.2401171;alt=249.81,LocationGlobalRelative:lat=41.519414;lon=-86.2401171;alt=1.39,LocationLocal:north=-1.85931825638;east=0.639082014561;down=0.872437417507,Attitude:pitch=0.0194936748594;yaw=-2.9749891758;roll=0.00167428515851,[-0.02; 0.01; 0.0],GPSInfo:fix=3;num_sat=8,0.031622774899,0.031622774899,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.593476708,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-06_480,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194143;lon=-86.2401167;alt=249.79,LocationGlobalRelative:lat=41.5194143;lon=-86.2401167;alt=1.37,LocationLocal:north=-1.91446447372;east=0.698740065098;down=0.851477980614,Attitude:pitch=0.0194936748594;yaw=-2.9749891758;roll=0.00167428515851,[0.02; 0.02; 0.0],GPSInfo:fix=3;num_sat=8,0.031622774899,0.031622774899,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.102703613001,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-06_580,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194143;lon=-86.2401167;alt=249.79,LocationGlobalRelative:lat=41.5194143;lon=-86.2401167;alt=1.37,LocationLocal:north=-1.91446447372;east=0.698740065098;down=0.851477980614,Attitude:pitch=0.0194936748594;yaw=-2.9749891758;roll=0.00167428515851,[0.02; 0.02; 0.0],GPSInfo:fix=3;num_sat=8,0.031622774899,0.031622774899,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.155894712,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-06_681,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194143;lon=-86.2401167;alt=249.79,LocationGlobalRelative:lat=41.5194143;lon=-86.2401167;alt=1.37,LocationLocal:north=-1.91446447372;east=0.698740065098;down=0.851477980614,Attitude:pitch=0.0207380969077;yaw=-2.97507786751;roll=0.00165562983602,[0.02; 0.02; 0.0],GPSInfo:fix=3;num_sat=8,0.0806225761771,0.0806225761771,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.258644428,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-06_780,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194143;lon=-86.2401167;alt=249.79,LocationGlobalRelative:lat=41.5194143;lon=-86.2401167;alt=1.37,LocationLocal:north=-1.91446447372;east=0.698740065098;down=0.851477980614,Attitude:pitch=0.0207380969077;yaw=-2.97507786751;roll=0.00165562983602,[0.02; 0.02; 0.0],GPSInfo:fix=3;num_sat=8,0.0806225761771,0.0806225761771,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.051151658,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-06_880,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194143;lon=-86.2401167;alt=249.79,LocationGlobalRelative:lat=41.5194143;lon=-86.2401167;alt=1.37,LocationLocal:north=-1.91446447372;east=0.698740065098;down=0.851477980614,Attitude:pitch=0.0207380969077;yaw=-2.97507786751;roll=0.00165562983602,[0.02; 0.02; 0.0],GPSInfo:fix=3;num_sat=8,0.0806225761771,0.0806225761771,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.155620455,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
2017_07_18__15-21-06_980,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194146;lon=-86.2401164;alt=249.75,LocationGlobalRelative:lat=41.5194146;lon=-86.2401164;alt=1.33,LocationLocal:north=-1.87685263157;east=0.721271634102;down=0.869835495949,Attitude:pitch=0.0216013733298;yaw=-2.97512364388;roll=0.0017946511507,[0.05; 0.01; 0.0],GPSInfo:fix=3;num_sat=8,0.0806225761771,0.0806225761771,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.258482109,Rangefinder: distance=None; voltage=None,None,None,189,True,STANDBY,ALT_HOLD,False
