time,Autopilot Firmware version,Autopilot capabilities (supports ftp),Global Location,Global Location (relative altitude),Local Location,Attitude,Velocity,GPS,Groundspeed,Airspeed,Gimbal status,Battery,EKF OK?,Last Heartbeat,Rangefinder,Rangefinder distance,Rangefinder voltage,Heading,Is Armable?,System status,Mode,Armed,
2017_07_18__14-23-03_010,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5194005;lon=-86.2406092;alt=252.02,LocationGlobalRelative:lat=41.5194005;lon=-86.2406092;alt=-1.51,LocationLocal:north=-0.975295543671;east=-0.0768649280071;down=-0.262854069471,Attitude:pitch=0.058644503355;yaw=-2.22311472893;roll=0.00720455311239,[-0.05; 0.0; -0.07],GPSInfo:fix=3;num_sat=8,0.0707106739283,0.0707106739283,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.24;current=None;level=None,True,1.204232454,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-25_510,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193965;lon=-86.2406105;alt=251.15,LocationGlobalRelative:lat=41.5193965;lon=-86.2406105;alt=-2.38,LocationLocal:north=-1.41763031483;east=-0.188518509269;down=-1.64987254143,Attitude:pitch=0.0537178143859;yaw=-2.22818350792;roll=0.00549472309649,[-0.06; -0.03; -0.05],GPSInfo:fix=4;num_sat=10,0.0282842703164,0.0282842703164,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.235;current=None;level=None,True,0.417037047,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-25_610,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193965;lon=-86.2406105;alt=251.15,LocationGlobalRelative:lat=41.5193965;lon=-86.2406105;alt=-2.38,LocationLocal:north=-1.41763031483;east=-0.188518509269;down=-1.64987254143,Attitude:pitch=0.0537178143859;yaw=-2.22818350792;roll=0.00549472309649,[-0.06; -0.03; -0.05],GPSInfo:fix=4;num_sat=10,0.0282842703164,0.0282842703164,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.232;current=None;level=None,True,0.521608007,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-25_710,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193968;lon=-86.2406104;alt=251.15,LocationGlobalRelative:lat=41.5193968;lon=-86.2406104;alt=-2.38,LocationLocal:north=-1.38694536686;east=-0.181541323662;down=-1.64545845985,Attitude:pitch=0.0537178143859;yaw=-2.22818350792;roll=0.00549472309649,[-0.07; -0.02; -0.05],GPSInfo:fix=4;num_sat=10,0.0282842703164,0.0282842703164,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.232;current=None;level=None,True,0.624437578,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-25_810,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193968;lon=-86.2406104;alt=251.15,LocationGlobalRelative:lat=41.5193968;lon=-86.2406104;alt=-2.38,LocationLocal:north=-1.38694536686;east=-0.181541323662;down=-1.64545845985,Attitude:pitch=0.0536584556103;yaw=-2.22823357582;roll=0.00547732133418,[-0.07; -0.02; -0.05],GPSInfo:fix=4;num_sat=10,0.0412310548127,0.0412310548127,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.232;current=None;level=None,True,0.729349254,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-25_910,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193968;lon=-86.2406104;alt=251.15,LocationGlobalRelative:lat=41.5193968;lon=-86.2406104;alt=-2.38,LocationLocal:north=-1.38694536686;east=-0.181541323662;down=-1.64545845985,Attitude:pitch=0.0536584556103;yaw=-2.22823357582;roll=0.00547732133418,[-0.07; -0.02; -0.05],GPSInfo:fix=4;num_sat=10,0.0412310548127,0.0412310548127,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.232;current=None;level=None,True,0.834827606,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-26_009,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193968;lon=-86.2406104;alt=251.15,LocationGlobalRelative:lat=41.5193968;lon=-86.2406104;alt=-2.38,LocationLocal:north=-1.38694536686;east=-0.181541323662;down=-1.64545845985,Attitude:pitch=0.0536584556103;yaw=-2.22823357582;roll=0.00547732133418,[-0.07; -0.02; -0.05],GPSInfo:fix=4;num_sat=10,0.0412310548127,0.0412310548127,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.232;current=None;level=None,True,0.0506918240003,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-26_109,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193968;lon=-86.2406104;alt=251.15,LocationGlobalRelative:lat=41.5193968;lon=-86.2406104;alt=-2.38,LocationLocal:north=-1.38694536686;east=-0.181541323662;down=-1.64545845985,Attitude:pitch=0.0536584556103;yaw=-2.22823357582;roll=0.00547732133418,[-0.07; -0.02; -0.05],GPSInfo:fix=4;num_sat=10,0.0412310548127,0.0412310548127,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.232;current=None;level=None,True,0.158628383,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-26_209,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193968;lon=-86.2406104;alt=251.15,LocationGlobalRelative:lat=41.5193968;lon=-86.2406104;alt=-2.38,LocationLocal:north=-1.38694536686;east=-0.181541323662;down=-1.64545845985,Attitude:pitch=0.0536584556103;yaw=-2.22823357582;roll=0.00547732133418,[-0.07; -0.02; -0.05],GPSInfo:fix=4;num_sat=10,0.0412310548127,0.0412310548127,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.232;current=None;level=None,True,0.260821222,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-26_310,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193968;lon=-86.2406104;alt=251.15,LocationGlobalRelative:lat=41.5193968;lon=-86.2406104;alt=-2.38,LocationLocal:north=-1.38694536686;east=-0.181541323662;down=-1.64545845985,Attitude:pitch=0.0536584556103;yaw=-2.22823357582;roll=0.00547732133418,[-0.07; -0.02; -0.05],GPSInfo:fix=4;num_sat=10,0.0412310548127,0.0412310548127,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.232;current=None;level=None,True,0.363287985,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-26_409,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.519397;lon=-86.2406104;alt=251.16,LocationGlobalRelative:lat=41.519397;lon=-86.2406104;alt=-2.37,LocationLocal:north=-1.35829460621;east=-0.182792648673;down=-1.65015518665,Attitude:pitch=0.0536584556103;yaw=-2.22823357582;roll=0.00547732133418,[-0.07; -0.03; -0.05],GPSInfo:fix=4;num_sat=10,0.0412310548127,0.0412310548127,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.247;current=None;level=None,True,0.467265121,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-26_509,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.519397;lon=-86.2406104;alt=251.16,LocationGlobalRelative:lat=41.519397;lon=-86.2406104;alt=-2.37,LocationLocal:north=-1.35829460621;east=-0.182792648673;down=-1.65015518665,Attitude:pitch=0.0536584556103;yaw=-2.22823357582;roll=0.00547732133418,[-0.07; -0.03; -0.05],GPSInfo:fix=4;num_sat=10,0.0412310548127,0.0412310548127,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.247;current=None;level=None,True,0.56974862,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-26_610,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.519397;lon=-86.2406104;alt=251.16,LocationGlobalRelative:lat=41.519397;lon=-86.2406104;alt=-2.37,LocationLocal:north=-1.35829460621;east=-0.182792648673;down=-1.65015518665,Attitude:pitch=0.0536584556103;yaw=-2.22823357582;roll=0.00547732133418,[-0.07; -0.03; -0.05],GPSInfo:fix=4;num_sat=10,0.0412310548127,0.0412310548127,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.247;current=None;level=None,True,0.672569198,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-26_709,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.519397;lon=-86.2406104;alt=251.16,LocationGlobalRelative:lat=41.519397;lon=-86.2406104;alt=-2.37,LocationLocal:north=-1.35829460621;east=-0.182792648673;down=-1.65015518665,Attitude:pitch=0.0536075308919;yaw=-2.22825860977;roll=0.00564432889223,[-0.07; -0.03; -0.05],GPSInfo:fix=4;num_sat=10,0.0412310548127,0.0412310548127,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.247;current=None;level=None,True,0.775683037,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-26_811,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.519397;lon=-86.2406104;alt=251.16,LocationGlobalRelative:lat=41.519397;lon=-86.2406104;alt=-2.37,LocationLocal:north=-1.35829460621;east=-0.182792648673;down=-1.65015518665,Attitude:pitch=0.0536075308919;yaw=-2.22825860977;roll=0.00564432889223,[-0.07; -0.03; -0.05],GPSInfo:fix=4;num_sat=10,0.0412310548127,0.0412310548127,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.247;current=None;level=None,True,0.878481463,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-26_910,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.519397;lon=-86.2406104;alt=251.16,LocationGlobalRelative:lat=41.519397;lon=-86.2406104;alt=-2.37,LocationLocal:north=-1.35829460621;east=-0.182792648673;down=-1.65015518665,Attitude:pitch=0.0536075308919;yaw=-2.22825860977;roll=0.00564432889223,[-0.07; -0.03; -0.05],GPSInfo:fix=4;num_sat=10,0.0141421351582,0.0141421351582,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.247;current=None;level=None,True,0.929619229,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-27_010,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.519397;lon=-86.2406104;alt=251.16,LocationGlobalRelative:lat=41.519397;lon=-86.2406104;alt=-2.37,LocationLocal:north=-1.35829460621;east=-0.182792648673;down=-1.65015518665,Attitude:pitch=0.0536075308919;yaw=-2.22825860977;roll=0.00564432889223,[-0.07; -0.03; -0.05],GPSInfo:fix=4;num_sat=10,0.0141421351582,0.0141421351582,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.247;current=None;level=None,True,1.034506819,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-27_110,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.519397;lon=-86.2406104;alt=251.16,LocationGlobalRelative:lat=41.519397;lon=-86.2406104;alt=-2.37,LocationLocal:north=-1.35829460621;east=-0.182792648673;down=-1.65015518665,Attitude:pitch=0.0536075308919;yaw=-2.22825860977;roll=0.00564432889223,[-0.07; -0.03; -0.05],GPSInfo:fix=4;num_sat=10,0.0141421351582,0.0141421351582,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.235;current=None;level=None,True,1.138017973,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-27_210,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193973;lon=-86.2406106;alt=251.15,LocationGlobalRelative:lat=41.5193973;lon=-86.2406106;alt=-2.38,LocationLocal:north=-1.32561707497;east=-0.193509370089;down=-1.64328849316,Attitude:pitch=0.0536075308919;yaw=-2.22825860977;roll=0.00564432889223,[-0.07; -0.04; -0.05],GPSInfo:fix=4;num_sat=10,0.0141421351582,0.0141421351582,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.235;current=None;level=None,True,1.242820962,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-27_309,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193973;lon=-86.2406106;alt=251.15,LocationGlobalRelative:lat=41.5193973;lon=-86.2406106;alt=-2.38,LocationLocal:north=-1.32561707497;east=-0.193509370089;down=-1.64328849316,Attitude:pitch=0.0534983947873;yaw=-2.22832632065;roll=0.00577640207484,[-0.07; -0.04; -0.05],GPSInfo:fix=4;num_sat=10,0.0640312358737,0.0640312358737,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.235;current=None;level=None,True,1.346767323,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-27_410,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193973;lon=-86.2406106;alt=251.15,LocationGlobalRelative:lat=41.5193973;lon=-86.2406106;alt=-2.38,LocationLocal:north=-1.32561707497;east=-0.193509370089;down=-1.64328849316,Attitude:pitch=0.0534983947873;yaw=-2.22832632065;roll=0.00577640207484,[-0.07; -0.04; -0.05],GPSInfo:fix=4;num_sat=10,0.0640312358737,0.0640312358737,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.235;current=None;level=None,True,1.451856289,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-27_510,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193973;lon=-86.2406106;alt=251.15,LocationGlobalRelative:lat=41.5193973;lon=-86.2406106;alt=-2.38,LocationLocal:north=-1.32561707497;east=-0.193509370089;down=-1.64328849316,Attitude:pitch=0.0534983947873;yaw=-2.22832632065;roll=0.00577640207484,[-0.07; -0.04; -0.05],GPSInfo:fix=4;num_sat=10,0.0640312358737,0.0640312358737,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.235;current=None;level=None,True,1.55453472,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-27_610,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193975;lon=-86.2406108;alt=251.14,LocationGlobalRelative:lat=41.5193975;lon=-86.2406108;alt=-2.39,LocationLocal:north=-1.30256736279;east=-0.213199749589;down=-1.63622784615,Attitude:pitch=0.0534983947873;yaw=-2.22832632065;roll=0.00577640207484,[-0.07; -0.05; -0.05],GPSInfo:fix=4;num_sat=10,0.0640312358737,0.0640312358737,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.229;current=None;level=None,True,0.104743168,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-27_710,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193975;lon=-86.2406108;alt=251.14,LocationGlobalRelative:lat=41.5193975;lon=-86.2406108;alt=-2.39,LocationLocal:north=-1.30256736279;east=-0.213199749589;down=-1.63622784615,Attitude:pitch=0.0532405152917;yaw=-2.22831964493;roll=0.0059059727937,[-0.07; -0.05; -0.05],GPSInfo:fix=4;num_sat=10,0.0640312358737,0.0640312358737,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.229;current=None;level=None,True,0.209360565,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-27_809,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193975;lon=-86.2406108;alt=251.14,LocationGlobalRelative:lat=41.5193975;lon=-86.2406108;alt=-2.39,LocationLocal:north=-1.30256736279;east=-0.213199749589;down=-1.63622784615,Attitude:pitch=0.0532405152917;yaw=-2.22831964493;roll=0.0059059727937,[-0.07; -0.05; -0.05],GPSInfo:fix=4;num_sat=10,0.0509901940823,0.0509901940823,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.229;current=None;level=None,True,0.311351227,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-27_909,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193975;lon=-86.2406108;alt=251.14,LocationGlobalRelative:lat=41.5193975;lon=-86.2406108;alt=-2.39,LocationLocal:north=-1.30256736279;east=-0.213199749589;down=-1.63622784615,Attitude:pitch=0.0532405152917;yaw=-2.22831964493;roll=0.0059059727937,[-0.07; -0.05; -0.05],GPSInfo:fix=4;num_sat=10,0.0509901940823,0.0509901940823,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.229;current=None;level=None,True,0.414301255,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-28_009,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193975;lon=-86.2406108;alt=251.14,LocationGlobalRelative:lat=41.5193975;lon=-86.2406108;alt=-2.39,LocationLocal:north=-1.30256736279;east=-0.213199749589;down=-1.63622784615,Attitude:pitch=0.0532405152917;yaw=-2.22831964493;roll=0.0059059727937,[-0.07; -0.05; -0.05],GPSInfo:fix=4;num_sat=10,0.0509901940823,0.0509901940823,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.229;current=None;level=None,True,0.516974427,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-28_109,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193975;lon=-86.2406108;alt=251.14,LocationGlobalRelative:lat=41.5193975;lon=-86.2406108;alt=-2.39,LocationLocal:north=-1.30256736279;east=-0.213199749589;down=-1.63622784615,Attitude:pitch=0.0532405152917;yaw=-2.22831964493;roll=0.0059059727937,[-0.07; -0.05; -0.05],GPSInfo:fix=4;num_sat=10,0.0509901940823,0.0509901940823,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.229;current=None;level=None,True,0.619072855,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-28_211,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193975;lon=-86.2406108;alt=251.14,LocationGlobalRelative:lat=41.5193975;lon=-86.2406108;alt=-2.39,LocationLocal:north=-1.30256736279;east=-0.213199749589;down=-1.63622784615,Attitude:pitch=0.0532405152917;yaw=-2.22831964493;roll=0.0059059727937,[-0.07; -0.05; -0.05],GPSInfo:fix=4;num_sat=10,0.0509901940823,0.0509901940823,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.229;current=None;level=None,True,0.72190081,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-28_310,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193975;lon=-86.2406108;alt=251.14,LocationGlobalRelative:lat=41.5193975;lon=-86.2406108;alt=-2.39,LocationLocal:north=-1.30256736279;east=-0.213199749589;down=-1.63622784615,Attitude:pitch=0.0532405152917;yaw=-2.22831964493;roll=0.0059059727937,[-0.07; -0.05; -0.05],GPSInfo:fix=4;num_sat=10,0.0509901940823,0.0509901940823,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.229;current=None;level=None,True,0.773130691,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-28_410,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193975;lon=-86.2406108;alt=251.14,LocationGlobalRelative:lat=41.5193975;lon=-86.2406108;alt=-2.39,LocationLocal:north=-1.30256736279;east=-0.213199749589;down=-1.63622784615,Attitude:pitch=0.0532405152917;yaw=-2.22831964493;roll=0.0059059727937,[-0.07; -0.05; -0.05],GPSInfo:fix=4;num_sat=10,0.0509901940823,0.0509901940823,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.229;current=None;level=None,True,0.876868479,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-28_510,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193975;lon=-86.2406108;alt=251.14,LocationGlobalRelative:lat=41.5193975;lon=-86.2406108;alt=-2.39,LocationLocal:north=-1.30256736279;east=-0.213199749589;down=-1.63622784615,Attitude:pitch=0.0532405152917;yaw=-2.22831964493;roll=0.0059059727937,[-0.07; -0.05; -0.05],GPSInfo:fix=4;num_sat=10,0.0509901940823,0.0509901940823,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.228;current=None;level=None,True,0.978646502,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-28_609,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193977;lon=-86.2406111;alt=251.14,LocationGlobalRelative:lat=41.5193977;lon=-86.2406111;alt=-2.39,LocationLocal:north=-1.28479874134;east=-0.236845120788;down=-1.63288378716,Attitude:pitch=0.0532405152917;yaw=-2.22831964493;roll=0.0059059727937,[-0.07; -0.06; -0.05],GPSInfo:fix=4;num_sat=10,0.0509901940823,0.0509901940823,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.228;current=None;level=None,True,1.083404206,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-28_709,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193977;lon=-86.2406111;alt=251.14,LocationGlobalRelative:lat=41.5193977;lon=-86.2406111;alt=-2.39,LocationLocal:north=-1.28479874134;east=-0.236845120788;down=-1.63288378716,Attitude:pitch=0.0532405152917;yaw=-2.22831964493;roll=0.0059059727937,[-0.07; -0.06; -0.05],GPSInfo:fix=4;num_sat=10,0.0509901940823,0.0509901940823,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.228;current=None;level=None,True,1.186454809,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-28_810,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193977;lon=-86.2406111;alt=251.14,LocationGlobalRelative:lat=41.5193977;lon=-86.2406111;alt=-2.39,LocationLocal:north=-1.28479874134;east=-0.236845120788;down=-1.63288378716,Attitude:pitch=0.0530438870192;yaw=-2.22838878632;roll=0.00605438929051,[-0.07; -0.06; -0.05],GPSInfo:fix=4;num_sat=10,0.0447213575244,0.0447213575244,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.228;current=None;level=None,True,1.288973267,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-28_910,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193977;lon=-86.2406111;alt=251.14,LocationGlobalRelative:lat=41.5193977;lon=-86.2406111;alt=-2.39,LocationLocal:north=-1.28479874134;east=-0.236845120788;down=-1.63288378716,Attitude:pitch=0.0530438870192;yaw=-2.22838878632;roll=0.00605438929051,[-0.07; -0.06; -0.05],GPSInfo:fix=4;num_sat=10,0.0447213575244,0.0447213575244,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.228;current=None;level=None,True,1.393263877,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-29_009,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193977;lon=-86.2406111;alt=251.14,LocationGlobalRelative:lat=41.5193977;lon=-86.2406111;alt=-2.39,LocationLocal:north=-1.28479874134;east=-0.236845120788;down=-1.63288378716,Attitude:pitch=0.0530438870192;yaw=-2.22838878632;roll=0.00605438929051,[-0.07; -0.06; -0.05],GPSInfo:fix=4;num_sat=10,0.0447213575244,0.0447213575244,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.228;current=None;level=None,True,1.497147639,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-29_109,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193977;lon=-86.2406111;alt=251.14,LocationGlobalRelative:lat=41.5193977;lon=-86.2406111;alt=-2.39,LocationLocal:north=-1.28479874134;east=-0.236845120788;down=-1.63288378716,Attitude:pitch=0.0530438870192;yaw=-2.22838878632;roll=0.00605438929051,[-0.07; -0.06; -0.05],GPSInfo:fix=4;num_sat=10,0.0447213575244,0.0447213575244,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.228;current=None;level=None,True,1.60613745,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-29_209,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193977;lon=-86.2406113;alt=251.14,LocationGlobalRelative:lat=41.5193977;lon=-86.2406113;alt=-2.39,LocationLocal:north=-1.28479874134;east=-0.236845120788;down=-1.63288378716,Attitude:pitch=0.0530438870192;yaw=-2.22838878632;roll=0.00605438929051,[-0.08; -0.07; -0.05],GPSInfo:fix=4;num_sat=10,0.0447213575244,0.0447213575244,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.231;current=None;level=None,True,1.709787247,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-29_309,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193977;lon=-86.2406113;alt=251.14,LocationGlobalRelative:lat=41.5193977;lon=-86.2406113;alt=-2.39,LocationLocal:north=-1.28025865555;east=-0.256192564964;down=-1.63729918003,Attitude:pitch=0.0530438870192;yaw=-2.22838878632;roll=0.00605438929051,[-0.08; -0.07; -0.05],GPSInfo:fix=4;num_sat=10,0.0447213575244,0.0447213575244,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.231;current=None;level=None,True,1.815510598,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-29_410,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193977;lon=-86.2406113;alt=251.14,LocationGlobalRelative:lat=41.5193977;lon=-86.2406113;alt=-2.39,LocationLocal:north=-1.28025865555;east=-0.256192564964;down=-1.63729918003,Attitude:pitch=0.052904330194;yaw=-2.22845172882;roll=0.00600980315357,[-0.08; -0.07; -0.05],GPSInfo:fix=4;num_sat=10,0.0424264073372,0.0424264073372,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.231;current=None;level=None,True,1.920763773,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
2017_07_18__14-26-29_509,APM:UnknownVehicleType13-3.4.6,False,LocationGlobal:lat=41.5193977;lon=-86.2406113;alt=251.14,LocationGlobalRelative:lat=41.5193977;lon=-86.2406113;alt=-2.39,LocationLocal:north=-1.28025865555;east=-0.256192564964;down=-1.63729918003,Attitude:pitch=0.052904330194;yaw=-2.22845172882;roll=0.00600980315357,[-0.08; -0.07; -0.05],GPSInfo:fix=4;num_sat=10,0.0424264073372,0.0424264073372,Gimbal: pitch=None; roll=None; yaw=None,Battery:voltage=22.231;current=None;level=None,True,1.973473707,Rangefinder: distance=None; voltage=None,None,None,232,True,STANDBY,STABILIZE,False
