time,status,battery,groundspeed,attitude,home,gimbalRotation,armed,armable,airspeed,id,location,velocity,heading,mode,
2017_07_18__15-04-08_668,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -3.104187250137329; 'x': 0.010233262553811073; 'z': 0.008485267870128155},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401234; 'x': 41.5194275; 'z': 0.13},{'y': 0.0; 'x': -0.02; 'z': -0.01},182,GUIDED
2017_07_18__15-04-31_468,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0599999986589,{'y': -3.1032581329345703; 'x': 0.010420233011245728; 'z': 0.007745305076241493},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0599999986589,PHYS_2,{'y': -86.2401354; 'x': 41.5194254; 'z': 0.19},{'y': 0.0; 'x': -0.02; 'z': 0.0},182,GUIDED
2017_07_18__15-04-31_568,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0599999986589,{'y': -3.1032581329345703; 'x': 0.010420233011245728; 'z': 0.007745305076241493},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0599999986589,PHYS_2,{'y': -86.2401349; 'x': 41.5194253; 'z': 0.18},{'y': 0.02; 'x': -0.02; 'z': 0.0},182,GUIDED
2017_07_18__15-04-31_668,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0599999986589,{'y': -3.1033215522766113; 'x': 0.010247047990560532; 'z': 0.007507712580263615},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0599999986589,PHYS_2,{'y': -86.2401349; 'x': 41.5194253; 'z': 0.18},{'y': 0.02; 'x': -0.02; 'z': 0.0},182,GUIDED
2017_07_18__15-04-31_767,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0599999986589,{'y': -3.1033215522766113; 'x': 0.010247047990560532; 'z': 0.007507712580263615},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0599999986589,PHYS_2,{'y': -86.2401349; 'x': 41.5194253; 'z': 0.18},{'y': 0.02; 'x': -0.02; 'z': 0.0},182,GUIDED
2017_07_18__15-04-31_868,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0599999986589,{'y': -3.1033215522766113; 'x': 0.010247047990560532; 'z': 0.007507712580263615},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0599999986589,PHYS_2,{'y': -86.2401349; 'x': 41.5194253; 'z': 0.18},{'y': 0.02; 'x': -0.02; 'z': 0.0},182,GUIDED
2017_07_18__15-04-31_968,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0599999986589,{'y': -3.1033215522766113; 'x': 0.010247047990560532; 'z': 0.007507712580263615},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0599999986589,PHYS_2,{'y': -86.2401349; 'x': 41.5194253; 'z': 0.18},{'y': 0.02; 'x': -0.02; 'z': 0.0},182,GUIDED
2017_07_18__15-04-32_071,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0599999986589,{'y': -3.1033215522766113; 'x': 0.010247047990560532; 'z': 0.007507712580263615},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0599999986589,PHYS_2,{'y': -86.2401343; 'x': 41.5194253; 'z': 0.18},{'y': 0.03; 'x': -0.02; 'z': 0.0},182,GUIDED
2017_07_18__15-04-32_167,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.148660689592,{'y': -3.103283643722534; 'x': 0.010244283825159073; 'z': 0.007344266399741173},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.148660689592,PHYS_2,{'y': -86.2401343; 'x': 41.5194253; 'z': 0.18},{'y': 0.03; 'x': -0.02; 'z': 0.0},182,GUIDED
2017_07_18__15-04-32_267,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.148660689592,{'y': -3.103283643722534; 'x': 0.010244283825159073; 'z': 0.007344266399741173},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.148660689592,PHYS_2,{'y': -86.2401343; 'x': 41.5194253; 'z': 0.18},{'y': 0.03; 'x': -0.02; 'z': 0.0},182,GUIDED
2017_07_18__15-04-32_368,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.148660689592,{'y': -3.103283643722534; 'x': 0.010244283825159073; 'z': 0.007344266399741173},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.148660689592,PHYS_2,{'y': -86.2401343; 'x': 41.5194253; 'z': 0.18},{'y': 0.03; 'x': -0.02; 'z': 0.0},182,GUIDED
2017_07_18__15-04-32_468,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.148660689592,{'y': -3.103283643722534; 'x': 0.010244283825159073; 'z': 0.007344266399741173},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.148660689592,PHYS_2,{'y': -86.2401338; 'x': 41.5194255; 'z': 0.19},{'y': 0.04; 'x': -0.01; 'z': 0.0},182,GUIDED
2017_07_18__15-04-32_568,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.148660689592,{'y': -3.103283643722534; 'x': 0.010244283825159073; 'z': 0.007344266399741173},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.148660689592,PHYS_2,{'y': -86.2401338; 'x': 41.5194255; 'z': 0.19},{'y': 0.04; 'x': -0.01; 'z': 0.0},182,GUIDED
2017_07_18__15-04-32_668,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.148660689592,{'y': -3.103283643722534; 'x': 0.010244283825159073; 'z': 0.007344266399741173},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.148660689592,PHYS_2,{'y': -86.2401338; 'x': 41.5194255; 'z': 0.19},{'y': 0.04; 'x': -0.01; 'z': 0.0},182,GUIDED
2017_07_18__15-04-32_768,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.031622774899,{'y': -3.103290319442749; 'x': 0.010469404980540276; 'z': 0.007310331799089909},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.031622774899,PHYS_2,{'y': -86.2401338; 'x': 41.5194255; 'z': 0.19},{'y': 0.04; 'x': -0.01; 'z': 0.0},182,GUIDED
2017_07_18__15-04-32_868,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.031622774899,{'y': -3.103290319442749; 'x': 0.010469404980540276; 'z': 0.007310331799089909},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.031622774899,PHYS_2,{'y': -86.2401338; 'x': 41.5194255; 'z': 0.19},{'y': 0.04; 'x': -0.01; 'z': 0.0},182,GUIDED
2017_07_18__15-04-32_968,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.031622774899,{'y': -3.103290319442749; 'x': 0.010469404980540276; 'z': 0.007310331799089909},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.031622774899,PHYS_2,{'y': -86.2401338; 'x': 41.5194255; 'z': 0.19},{'y': 0.04; 'x': -0.01; 'z': 0.0},182,GUIDED
2017_07_18__15-04-33_068,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.031622774899,{'y': -3.1032955646514893; 'x': 0.010665876790881157; 'z': 0.007503588683903217},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.031622774899,PHYS_2,{'y': -86.2401334; 'x': 41.5194257; 'z': 0.2},{'y': 0.04; 'x': 0.0; 'z': 0.0},182,GUIDED
2017_07_18__15-04-33_168,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.031622774899,{'y': -3.1032955646514893; 'x': 0.010665876790881157; 'z': 0.007503588683903217},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.031622774899,PHYS_2,{'y': -86.2401334; 'x': 41.5194257; 'z': 0.2},{'y': 0.04; 'x': 0.0; 'z': 0.0},182,GUIDED
2017_07_18__15-04-33_268,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.019999999553,{'y': -3.1032955646514893; 'x': 0.010665876790881157; 'z': 0.007503588683903217},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.019999999553,PHYS_2,{'y': -86.2401334; 'x': 41.5194257; 'z': 0.2},{'y': 0.04; 'x': 0.0; 'z': 0.0},182,GUIDED
2017_07_18__15-04-33_368,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.019999999553,{'y': -3.1032955646514893; 'x': 0.010665876790881157; 'z': 0.007503588683903217},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.019999999553,PHYS_2,{'y': -86.2401334; 'x': 41.5194257; 'z': 0.2},{'y': 0.04; 'x': 0.0; 'z': 0.0},182,GUIDED
2017_07_18__15-04-33_468,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.019999999553,{'y': -3.1032955646514893; 'x': 0.010665876790881157; 'z': 0.007503588683903217},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.019999999553,PHYS_2,{'y': -86.2401334; 'x': 41.5194257; 'z': 0.2},{'y': 0.04; 'x': 0.0; 'z': 0.0},182,GUIDED
2017_07_18__15-04-33_568,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.019999999553,{'y': -3.103220224380493; 'x': 0.010739214718341827; 'z': 0.00775244552642107},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.019999999553,PHYS_2,{'y': -86.2401334; 'x': 41.5194257; 'z': 0.2},{'y': 0.04; 'x': 0.0; 'z': 0.0},182,GUIDED
2017_07_18__15-04-33_668,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.019999999553,{'y': -3.103220224380493; 'x': 0.010739214718341827; 'z': 0.00775244552642107},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.019999999553,PHYS_2,{'y': -86.2401334; 'x': 41.5194257; 'z': 0.2},{'y': 0.04; 'x': 0.0; 'z': 0.0},182,GUIDED
2017_07_18__15-04-33_768,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0860232487321,{'y': -3.103220224380493; 'x': 0.010739214718341827; 'z': 0.00775244552642107},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0860232487321,PHYS_2,{'y': -86.2401334; 'x': 41.5194257; 'z': 0.2},{'y': 0.04; 'x': 0.0; 'z': 0.0},182,GUIDED
2017_07_18__15-04-33_868,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0860232487321,{'y': -3.103220224380493; 'x': 0.010739214718341827; 'z': 0.00775244552642107},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0860232487321,PHYS_2,{'y': -86.2401334; 'x': 41.5194257; 'z': 0.2},{'y': 0.04; 'x': 0.0; 'z': 0.0},182,GUIDED
2017_07_18__15-04-33_967,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0860232487321,{'y': -3.103220224380493; 'x': 0.010739214718341827; 'z': 0.00775244552642107},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0860232487321,PHYS_2,{'y': -86.2401334; 'x': 41.5194257; 'z': 0.2},{'y': 0.04; 'x': 0.0; 'z': 0.0},182,GUIDED
2017_07_18__15-04-34_068,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0860232487321,{'y': -3.103220224380493; 'x': 0.010739214718341827; 'z': 0.00775244552642107},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0860232487321,PHYS_2,{'y': -86.2401334; 'x': 41.5194257; 'z': 0.2},{'y': 0.04; 'x': 0.0; 'z': 0.0},182,GUIDED
2017_07_18__15-04-34_168,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0860232487321,{'y': -3.103220224380493; 'x': 0.010739214718341827; 'z': 0.00775244552642107},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0860232487321,PHYS_2,{'y': -86.2401334; 'x': 41.5194257; 'z': 0.2},{'y': 0.04; 'x': 0.0; 'z': 0.0},182,GUIDED
2017_07_18__15-04-34_268,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0860232487321,{'y': -3.103220224380493; 'x': 0.010739214718341827; 'z': 0.00775244552642107},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0860232487321,PHYS_2,{'y': -86.2401334; 'x': 41.5194257; 'z': 0.2},{'y': 0.04; 'x': 0.0; 'z': 0.0},182,GUIDED
2017_07_18__15-04-34_368,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0860232487321,{'y': -3.103220224380493; 'x': 0.010739214718341827; 'z': 0.00775244552642107},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0860232487321,PHYS_2,{'y': -86.2401324; 'x': 41.5194259; 'z': 0.22},{'y': 0.06; 'x': 0.0; 'z': 0.01},182,GUIDED
2017_07_18__15-04-34_468,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0860232487321,{'y': -3.103205442428589; 'x': 0.010530462488532066; 'z': 0.007621352560818195},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0860232487321,PHYS_2,{'y': -86.2401324; 'x': 41.5194259; 'z': 0.22},{'y': 0.06; 'x': 0.0; 'z': 0.01},182,GUIDED
2017_07_18__15-04-34_568,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.248394846916,{'y': -3.103205442428589; 'x': 0.010530462488532066; 'z': 0.007621352560818195},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.248394846916,PHYS_2,{'y': -86.2401324; 'x': 41.5194259; 'z': 0.22},{'y': 0.06; 'x': 0.0; 'z': 0.01},182,GUIDED
2017_07_18__15-04-34_667,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.248394846916,{'y': -3.103205442428589; 'x': 0.010530462488532066; 'z': 0.007621352560818195},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.248394846916,PHYS_2,{'y': -86.2401317; 'x': 41.5194259; 'z': 0.23},{'y': 0.07; 'x': -0.01; 'z': 0.01},182,GUIDED
2017_07_18__15-04-34_768,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.248394846916,{'y': -3.103205442428589; 'x': 0.010530462488532066; 'z': 0.007621352560818195},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.248394846916,PHYS_2,{'y': -86.2401317; 'x': 41.5194259; 'z': 0.23},{'y': 0.07; 'x': -0.01; 'z': 0.01},182,GUIDED
2017_07_18__15-04-34_868,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.248394846916,{'y': -3.1031830310821533; 'x': 0.010221384465694427; 'z': 0.007439282722771168},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.248394846916,PHYS_2,{'y': -86.2401317; 'x': 41.5194259; 'z': 0.23},{'y': 0.07; 'x': -0.01; 'z': 0.01},182,GUIDED
2017_07_18__15-04-34_968,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0360555127263,{'y': -3.1031830310821533; 'x': 0.010221384465694427; 'z': 0.007439282722771168},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0360555127263,PHYS_2,{'y': -86.2401317; 'x': 41.5194259; 'z': 0.23},{'y': 0.07; 'x': -0.01; 'z': 0.01},182,GUIDED
2017_07_18__15-04-35_068,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0360555127263,{'y': -3.1031830310821533; 'x': 0.010221384465694427; 'z': 0.007439282722771168},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0360555127263,PHYS_2,{'y': -86.2401317; 'x': 41.5194259; 'z': 0.23},{'y': 0.07; 'x': -0.01; 'z': 0.01},182,GUIDED
2017_07_18__15-04-35_167,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0360555127263,{'y': -3.1031830310821533; 'x': 0.010221384465694427; 'z': 0.007439282722771168},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0360555127263,PHYS_2,{'y': -86.2401317; 'x': 41.5194259; 'z': 0.23},{'y': 0.07; 'x': -0.01; 'z': 0.01},182,GUIDED
2017_07_18__15-04-35_267,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0360555127263,{'y': -3.1031830310821533; 'x': 0.010221384465694427; 'z': 0.007439282722771168},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0360555127263,PHYS_2,{'y': -86.2401317; 'x': 41.5194259; 'z': 0.23},{'y': 0.07; 'x': -0.01; 'z': 0.01},182,GUIDED
2017_07_18__15-04-35_368,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0360555127263,{'y': -3.1031830310821533; 'x': 0.010221384465694427; 'z': 0.007439282722771168},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0360555127263,PHYS_2,{'y': -86.2401317; 'x': 41.5194259; 'z': 0.23},{'y': 0.07; 'x': -0.01; 'z': 0.01},182,GUIDED
2017_07_18__15-04-35_468,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0360555127263,{'y': -3.1031830310821533; 'x': 0.010221384465694427; 'z': 0.007439282722771168},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0360555127263,PHYS_2,{'y': -86.2401311; 'x': 41.519426; 'z': 0.24},{'y': 0.07; 'x': -0.01; 'z': 0.01},182,GUIDED
2017_07_18__15-04-35_568,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0360555127263,{'y': -3.1031830310821533; 'x': 0.010221384465694427; 'z': 0.007439282722771168},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0360555127263,PHYS_2,{'y': -86.2401311; 'x': 41.519426; 'z': 0.24},{'y': 0.07; 'x': -0.01; 'z': 0.01},182,GUIDED
2017_07_18__15-04-35_668,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0360555127263,{'y': -3.103177547454834; 'x': 0.010358564555644989; 'z': 0.007617621682584286},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0360555127263,PHYS_2,{'y': -86.2401311; 'x': 41.519426; 'z': 0.24},{'y': 0.07; 'x': -0.01; 'z': 0.01},182,GUIDED
2017_07_18__15-04-35_768,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0984885767102,{'y': -3.103177547454834; 'x': 0.010358564555644989; 'z': 0.007617621682584286},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0984885767102,PHYS_2,{'y': -86.2401311; 'x': 41.519426; 'z': 0.24},{'y': 0.07; 'x': -0.01; 'z': 0.01},182,GUIDED
2017_07_18__15-04-35_868,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0984885767102,{'y': -3.103177547454834; 'x': 0.010358564555644989; 'z': 0.007617621682584286},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0984885767102,PHYS_2,{'y': -86.2401311; 'x': 41.519426; 'z': 0.24},{'y': 0.07; 'x': -0.01; 'z': 0.01},182,GUIDED
2017_07_18__15-04-35_968,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0984885767102,{'y': -3.103177547454834; 'x': 0.010358564555644989; 'z': 0.007617621682584286},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0984885767102,PHYS_2,{'y': -86.2401308; 'x': 41.5194262; 'z': 0.25},{'y': 0.06; 'x': 0.0; 'z': 0.02},182,GUIDED
2017_07_18__15-04-36_068,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0538516454399,{'y': -3.103177547454834; 'x': 0.010358564555644989; 'z': 0.007617621682584286},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0538516454399,PHYS_2,{'y': -86.2401308; 'x': 41.5194262; 'z': 0.25},{'y': 0.06; 'x': 0.0; 'z': 0.02},182,GUIDED
2017_07_18__15-04-36_167,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0538516454399,{'y': -3.103177547454834; 'x': 0.010358564555644989; 'z': 0.007617621682584286},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0538516454399,PHYS_2,{'y': -86.2401308; 'x': 41.5194262; 'z': 0.25},{'y': 0.06; 'x': 0.0; 'z': 0.02},182,GUIDED
2017_07_18__15-04-36_267,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0538516454399,{'y': -3.103177547454834; 'x': 0.010358564555644989; 'z': 0.007617621682584286},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0538516454399,PHYS_2,{'y': -86.2401308; 'x': 41.5194262; 'z': 0.25},{'y': 0.06; 'x': 0.0; 'z': 0.02},182,GUIDED
2017_07_18__15-04-36_368,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0538516454399,{'y': -3.103177547454834; 'x': 0.010358564555644989; 'z': 0.007617621682584286},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0538516454399,PHYS_2,{'y': -86.2401307; 'x': 41.5194264; 'z': 0.27},{'y': 0.04; 'x': 0.0; 'z': 0.02},182,GUIDED
2017_07_18__15-04-36_468,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0565685406327,{'y': -3.103228807449341; 'x': 0.010462978854775429; 'z': 0.008694508112967014},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0565685406327,PHYS_2,{'y': -86.2401307; 'x': 41.5194264; 'z': 0.27},{'y': 0.04; 'x': 0.0; 'z': 0.02},182,GUIDED
2017_07_18__15-04-36_568,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0565685406327,{'y': -3.103228807449341; 'x': 0.010462978854775429; 'z': 0.008694508112967014},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0565685406327,PHYS_2,{'y': -86.2401307; 'x': 41.5194264; 'z': 0.27},{'y': 0.04; 'x': 0.0; 'z': 0.02},182,GUIDED
2017_07_18__15-04-36_668,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0565685406327,{'y': -3.103228807449341; 'x': 0.010462978854775429; 'z': 0.008694508112967014},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0565685406327,PHYS_2,{'y': -86.2401307; 'x': 41.5194264; 'z': 0.27},{'y': 0.04; 'x': 0.0; 'z': 0.02},182,GUIDED
2017_07_18__15-04-36_768,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0565685406327,{'y': -3.103228807449341; 'x': 0.010462978854775429; 'z': 0.008694508112967014},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0565685406327,PHYS_2,{'y': -86.2401305; 'x': 41.5194264; 'z': 0.28},{'y': 0.03; 'x': -0.01; 'z': 0.02},182,GUIDED
2017_07_18__15-04-36_868,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0565685406327,{'y': -3.103228807449341; 'x': 0.010462978854775429; 'z': 0.008694508112967014},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0565685406327,PHYS_2,{'y': -86.2401305; 'x': 41.5194264; 'z': 0.28},{'y': 0.03; 'x': -0.01; 'z': 0.02},182,GUIDED
2017_07_18__15-04-36_968,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0565685406327,{'y': -3.1032872200012207; 'x': 0.01020733080804348; 'z': 0.009109183214604855},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0565685406327,PHYS_2,{'y': -86.2401305; 'x': 41.5194264; 'z': 0.28},{'y': 0.03; 'x': -0.01; 'z': 0.02},182,GUIDED
2017_07_18__15-04-37_068,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0360555127263,{'y': -3.1032872200012207; 'x': 0.01020733080804348; 'z': 0.009109183214604855},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0360555127263,PHYS_2,{'y': -86.2401305; 'x': 41.5194264; 'z': 0.28},{'y': 0.03; 'x': -0.01; 'z': 0.02},182,GUIDED
2017_07_18__15-04-37_168,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0360555127263,{'y': -3.1032872200012207; 'x': 0.01020733080804348; 'z': 0.009109183214604855},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0360555127263,PHYS_2,{'y': -86.2401305; 'x': 41.5194264; 'z': 0.28},{'y': 0.03; 'x': -0.01; 'z': 0.02},182,GUIDED
2017_07_18__15-04-37_268,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0360555127263,{'y': -3.1032872200012207; 'x': 0.01020733080804348; 'z': 0.009109183214604855},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0360555127263,PHYS_2,{'y': -86.2401305; 'x': 41.5194264; 'z': 0.28},{'y': 0.03; 'x': -0.01; 'z': 0.02},182,GUIDED
2017_07_18__15-04-37_368,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0360555127263,{'y': -3.1032872200012207; 'x': 0.01020733080804348; 'z': 0.009109183214604855},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0360555127263,PHYS_2,{'y': -86.2401305; 'x': 41.5194264; 'z': 0.28},{'y': 0.03; 'x': -0.01; 'z': 0.02},182,GUIDED
