time,Autopilot Firmware version,Autopilot capabilities (supports ftp),Global Lat,Global Lon,Global Alt,Global_rel Lat,Global_rel Lon,Global_rel Alt,Local Location north,Local Location east,Local Location down,Pitch,Yaw,Roll,Velocity x,Velocity y,Velocity z,GPS fix,GPS num_sats,Groundspeed,Airspeed,Gimbal Pitch,Gimbal Roll,Gimbal Yaw,battery_voltage,battery_current,battery_level,EKF OK?,Last Heartbeat,Rangefinder_distance,Rangefinder_voltage,Rangefinder distance,Rangefinder voltage,Heading,Is Armable?,System status,Mode,Armed
52:42.0,APM:Copter-3.4.6,FALSE,41.5190941,-86.2404479,263.88,41.5190941,-86.2404479,14.63,-35.22402573,-26.27355385,-13.97783566,0.067934826,-2.196259022,-0.015149622,-0.93,-1.36,-0.09,3,9,2.401041508,2.401041508,-56.37,0,0,0,None,None,TRUE,0.101442876,None,None,None,None,234,TRUE,ACTIVE,GUIDED,TRUE
52:42.1,APM:Copter-3.4.6,FALSE,41.5190907,-86.240454,263.8,41.5190907,-86.240454,14.55,-35.60447311,-26.7843647,-13.91474056,0.067934826,-2.196259022,-0.015149622,-0.78,-0.91,0.01,3,9,2.401041508,2.401041508,-56.37,0,0,0,None,None,TRUE,0.15431325,None,None,None,None,234,TRUE,ACTIVE,GUIDED,TRUE
52:42.2,APM:Copter-3.4.6,FALSE,41.5190907,-86.240454,263.8,41.5190907,-86.240454,14.55,-35.60447311,-26.7843647,-13.91474056,-0.029462481,-2.212464094,0.002688518,-0.78,-0.91,0.01,3,9,2.401041508,2.401041508,-56.37,0,0,0,None,None,TRUE,0.259202254,None,None,None,None,234,TRUE,ACTIVE,GUIDED,TRUE
52:42.3,APM:Copter-3.4.6,FALSE,41.5190907,-86.240454,263.8,41.5190907,-86.240454,14.55,-35.60447311,-26.7843647,-13.91474056,-0.029462481,-2.212464094,0.002688518,-0.78,-0.91,0.01,3,9,1.578131676,1.578131676,-56.45,0,0,0,None,None,TRUE,0.365102536,None,None,None,None,233,TRUE,ACTIVE,GUIDED,TRUE
52:42.4,APM:Copter-3.4.6,FALSE,41.5190907,-86.240454,263.8,41.5190907,-86.240454,14.55,-35.60447311,-26.7843647,-13.91474056,-0.029462481,-2.212464094,0.002688518,-0.78,-0.91,0.01,3,9,1.578131676,1.578131676,-56.45,0,0,0,None,None,TRUE,0.466704686,None,None,None,None,233,TRUE,ACTIVE,GUIDED,TRUE
52:42.5,APM:Copter-3.4.6,FALSE,41.5190874,-86.2404591,263.79,41.5190874,-86.2404591,14.54,-35.96955872,-27.20755959,-13.90582371,-0.029462481,-2.212464094,0.002688518,-0.68,-0.7,0.08,3,9,1.578131676,1.578131676,-56.45,0,0,0,None,None,TRUE,0.571508556,None,None,None,None,233,TRUE,ACTIVE,GUIDED,TRUE
52:42.6,APM:Copter-3.4.6,FALSE,41.5190874,-86.2404591,263.79,41.5190874,-86.2404591,14.54,-35.96955872,-27.20755959,-13.90582371,-0.029462481,-2.212464094,0.002688518,-0.68,-0.7,0.08,3,9,1.578131676,1.578131676,-56.45,0,0,0,None,None,TRUE,0.674495678,None,None,None,None,233,TRUE,ACTIVE,GUIDED,TRUE
52:42.7,APM:Copter-3.4.6,FALSE,41.5190874,-86.2404591,263.79,41.5190874,-86.2404591,14.54,-35.96955872,-27.20755959,-13.90582371,0.02092283,-2.257840872,0.011492715,-0.68,-0.7,0.08,3,9,1.578131676,1.578131676,-56.45,0,0,0,None,None,TRUE,0.777816047,None,None,None,None,233,TRUE,ACTIVE,GUIDED,TRUE
52:42.8,APM:Copter-3.4.6,FALSE,41.5190874,-86.2404591,263.79,41.5190874,-86.2404591,14.54,-35.96955872,-27.20755959,-13.90582371,0.02092283,-2.257840872,0.011492715,-0.68,-0.7,0.08,3,9,1.578131676,1.578131676,-56.45,0,0,0,None,None,TRUE,0.881258627,None,None,None,None,233,TRUE,ACTIVE,GUIDED,TRUE
52:42.9,APM:Copter-3.4.6,FALSE,41.5190874,-86.2404591,263.79,41.5190874,-86.2404591,14.54,-35.96955872,-27.20755959,-13.90582371,0.02092283,-2.257840872,0.011492715,-0.68,-0.7,0.08,3,9,1.578131676,1.578131676,-56.45,0,0,0,None,None,TRUE,0.983510127,None,None,None,None,233,TRUE,ACTIVE,GUIDED,TRUE
52:43.0,APM:Copter-3.4.6,FALSE,41.5190874,-86.2404591,263.79,41.5190874,-86.2404591,14.54,-35.96955872,-27.20755959,-13.90582371,0.02092283,-2.257840872,0.011492715,-0.68,-0.7,0.08,3,9,1.316548467,1.316548467,-56.45,0,0,0,None,None,TRUE,1.087438023,None,None,None,None,230,TRUE,ACTIVE,GUIDED,TRUE
52:43.1,APM:Copter-3.4.6,FALSE,41.5190874,-86.2404591,263.79,41.5190874,-86.2404591,14.54,-35.96955872,-27.20755959,-13.90582371,0.02092283,-2.257840872,0.011492715,-0.68,-0.7,0.08,3,9,1.316548467,1.316548467,-56.45,0,0,0,None,None,TRUE,1.191961116,None,None,None,None,230,TRUE,ACTIVE,GUIDED,TRUE
52:43.2,APM:Copter-3.4.6,FALSE,41.5190848,-86.2404629,263.8,41.5190848,-86.2404629,14.55,-36.26283264,-27.52714539,-13.91370201,0.02092283,-2.257840872,0.011492715,-0.46,-0.41,0.04,3,9,1.316548467,1.316548467,-56.45,0,0,0,None,None,TRUE,0.051597097,None,None,None,None,230,TRUE,ACTIVE,GUIDED,TRUE
52:43.3,APM:Copter-3.4.6,FALSE,41.5190848,-86.2404629,263.8,41.5190848,-86.2404629,14.55,-36.26283264,-27.52714539,-13.91370201,0.02092283,-2.257840872,0.011492715,-0.46,-0.41,0.04,3,9,1.316548467,1.316548467,-56.45,0,0,0,None,None,TRUE,0.157665404,None,None,None,None,230,TRUE,ACTIVE,GUIDED,TRUE
52:43.4,APM:Copter-3.4.6,FALSE,41.5190848,-86.2404629,263.8,41.5190848,-86.2404629,14.55,-36.26283264,-27.52714539,-13.91370201,0.02731351,-2.254890203,0.022497229,-0.46,-0.41,0.04,3,9,0.999849916,0.999849916,-56.45,0,0,0,None,None,TRUE,0.262958185,None,None,None,None,230,TRUE,ACTIVE,GUIDED,TRUE
52:43.5,APM:Copter-3.4.6,FALSE,41.5190848,-86.2404629,263.8,41.5190848,-86.2404629,14.55,-36.26283264,-27.52714539,-13.91370201,0.02731351,-2.254890203,0.022497229,-0.46,-0.41,0.04,3,9,0.999849916,0.999849916,-56.37,0,0,0,None,None,TRUE,0.315986652,None,None,None,None,230,TRUE,ACTIVE,GUIDED,TRUE
52:43.6,APM:Copter-3.4.6,FALSE,41.5190848,-86.2404629,263.8,41.5190848,-86.2404629,14.55,-36.26283264,-27.52714539,-13.91370201,0.02731351,-2.254890203,0.022497229,-0.46,-0.41,0.04,3,9,0.999849916,0.999849916,-56.37,0,0,0,None,None,TRUE,0.418454736,None,None,None,None,230,TRUE,ACTIVE,GUIDED,TRUE
52:43.7,APM:Copter-3.4.6,FALSE,41.5190848,-86.2404629,263.8,41.5190848,-86.2404629,14.55,-36.26283264,-27.52714539,-13.91370201,0.02731351,-2.254890203,0.022497229,-0.46,-0.41,0.04,3,9,0.999849916,0.999849916,-56.37,0,0,0,None,None,TRUE,0.521133238,None,None,None,None,230,TRUE,ACTIVE,GUIDED,TRUE
52:43.8,APM:Copter-3.4.6,FALSE,41.5190834,-86.2404653,263.79,41.5190834,-86.2404653,14.54,-36.4161644,-27.72492027,-13.90021801,0.02731351,-2.254890203,0.022497229,-0.19,-0.14,0.06,3,9,0.999849916,0.999849916,-56.37,0,0,0,None,None,TRUE,0.625448566,None,None,None,None,230,TRUE,ACTIVE,GUIDED,TRUE
52:43.9,APM:Copter-3.4.6,FALSE,41.5190834,-86.2404653,263.79,41.5190834,-86.2404653,14.54,-36.4161644,-27.72492027,-13.90021801,0.012014261,-2.247872829,0.021547601,-0.19,-0.14,0.06,3,9,0.999849916,0.999849916,-56.37,0,0,0,None,None,TRUE,0.730826264,None,None,None,None,230,TRUE,ACTIVE,GUIDED,TRUE
52:44.0,APM:Copter-3.4.6,FALSE,41.5190834,-86.2404653,263.79,41.5190834,-86.2404653,14.54,-36.4161644,-27.72492027,-13.90021801,0.012014261,-2.247872829,0.021547601,-0.19,-0.14,0.06,3,9,0.550363481,0.550363481,-56.37,0,0,0,None,None,TRUE,0.833310485,None,None,None,None,231,TRUE,ACTIVE,GUIDED,TRUE
52:44.1,APM:Copter-3.4.6,FALSE,41.5190834,-86.2404653,263.79,41.5190834,-86.2404653,14.54,-36.4161644,-27.72492027,-13.90021801,0.012014261,-2.247872829,0.021547601,-0.19,-0.14,0.06,3,9,0.550363481,0.550363481,-56.45,0,0,0,None,None,TRUE,0.938163152,None,None,None,None,231,TRUE,ACTIVE,GUIDED,TRUE
52:44.2,APM:Copter-3.4.6,FALSE,41.5190834,-86.2404653,263.79,41.5190834,-86.2404653,14.54,-36.4161644,-27.72492027,-13.90021801,0.012014261,-2.247872829,0.021547601,-0.19,-0.14,0.06,3,9,0.550363481,0.550363481,-56.45,0,0,0,None,None,TRUE,1.040433831,None,None,None,None,231,TRUE,ACTIVE,GUIDED,TRUE
52:44.3,APM:Copter-3.4.6,FALSE,41.5190831,-86.2404665,263.77,41.5190831,-86.2404665,14.52,-36.44948578,-27.82913399,-13.88492298,0.012014261,-2.247872829,0.021547601,0,0.02,0.07,3,9,0.550363481,0.550363481,-56.45,0,0,0,None,None,TRUE,0.05081718,None,None,None,None,231,TRUE,ACTIVE,GUIDED,TRUE
52:44.4,APM:Copter-3.4.6,FALSE,41.5190831,-86.2404665,263.77,41.5190831,-86.2404665,14.52,-36.44948578,-27.82913399,-13.88492298,-0.018393302,-2.275313854,0.003523796,0,0.02,0.07,3,9,0.343656808,0.343656808,-56.37,0,0,0,None,None,TRUE,0.156406397,None,None,None,None,229,TRUE,ACTIVE,GUIDED,TRUE
52:44.5,APM:Copter-3.4.6,FALSE,41.5190831,-86.2404665,263.77,41.5190831,-86.2404665,14.52,-36.44948578,-27.82913399,-13.88492298,-0.018393302,-2.275313854,0.003523796,0,0.02,0.07,3,9,0.343656808,0.343656808,-56.37,0,0,0,None,None,TRUE,0.260784719,None,None,None,None,229,TRUE,ACTIVE,GUIDED,TRUE
52:44.6,APM:Copter-3.4.6,FALSE,41.5190831,-86.2404665,263.77,41.5190831,-86.2404665,14.52,-36.44948578,-27.82913399,-13.88492298,-0.018393302,-2.275313854,0.003523796,0,0.02,0.07,3,9,0.343656808,0.343656808,-56.37,0,0,0,None,None,TRUE,0.363240586,None,None,None,None,229,TRUE,ACTIVE,GUIDED,TRUE
52:44.7,APM:Copter-3.4.6,FALSE,41.5190831,-86.2404665,263.77,41.5190831,-86.2404665,14.52,-36.44948578,-27.82913399,-13.88492298,-0.018393302,-2.275313854,0.003523796,0,0.02,0.07,3,9,0.343656808,0.343656808,-56.37,0,0,0,None,None,TRUE,0.465935853,None,None,None,None,229,TRUE,ACTIVE,GUIDED,TRUE
52:44.8,APM:Copter-3.4.6,FALSE,41.5190831,-86.2404665,263.77,41.5190831,-86.2404665,14.52,-36.44948578,-27.82913399,-13.88492298,-0.018393302,-2.275313854,0.003523796,0,0.02,0.07,3,9,0.343656808,0.343656808,-56.37,0,0,0,None,None,TRUE,0.517218449,None,None,None,None,229,TRUE,ACTIVE,GUIDED,TRUE
52:44.9,APM:Copter-3.4.6,FALSE,41.5190832,-86.2404672,263.77,41.5190832,-86.2404672,14.52,-36.4379921,-27.884552,-13.88407898,-0.018393302,-2.275313854,0.003523796,0.04,0.16,0.12,3,9,0.343656808,0.343656808,-56.37,0,0,0,None,None,TRUE,0.623898296,None,None,None,None,229,TRUE,ACTIVE,GUIDED,TRUE
52:45.0,APM:Copter-3.4.6,FALSE,41.5190832,-86.2404672,263.77,41.5190832,-86.2404672,14.52,-36.4379921,-27.884552,-13.88407898,-0.028758746,-2.292974234,-0.00646454,0.04,0.16,0.12,3,9,0.098488577,0.098488577,-56.37,0,0,0,None,None,TRUE,0.727832639,None,None,None,None,228,TRUE,ACTIVE,GUIDED,TRUE
52:45.1,APM:Copter-3.4.6,FALSE,41.5190832,-86.2404672,263.77,41.5190832,-86.2404672,14.52,-36.4379921,-27.884552,-13.88407898,-0.028758746,-2.292974234,-0.00646454,0.04,0.16,0.12,3,9,0.098488577,0.098488577,-56.37,0,0,0,None,None,TRUE,0.833366435,None,None,None,None,228,TRUE,ACTIVE,GUIDED,TRUE
52:45.2,APM:Copter-3.4.6,FALSE,41.519083,-86.240467,263.77,41.519083,-86.240467,14.52,-36.46537018,-27.86758995,-13.88194561,-0.028758746,-2.292974234,-0.00646454,0.01,0.28,0.1,3,9,0.098488577,0.098488577,-56.37,0,0,0,None,None,TRUE,0.938364077,None,None,None,None,228,TRUE,ACTIVE,GUIDED,TRUE
52:45.3,APM:Copter-3.4.6,FALSE,41.519083,-86.240467,263.77,41.519083,-86.240467,14.52,-36.46537018,-27.86758995,-13.88194561,-0.028758746,-2.292974234,-0.00646454,0.01,0.28,0.1,3,9,0.098488577,0.098488577,-56.37,0,0,0,None,None,TRUE,0.050662258,None,None,None,None,228,TRUE,ACTIVE,GUIDED,TRUE
52:45.4,APM:Copter-3.4.6,FALSE,41.519083,-86.240467,263.77,41.519083,-86.240467,14.52,-36.46537018,-27.86758995,-13.88194561,-0.028130211,-2.288713932,0.012535217,0.01,0.28,0.1,3,9,0.098488577,0.098488577,-56.37,0,0,0,None,None,TRUE,0.15272949,None,None,None,None,228,TRUE,ACTIVE,GUIDED,TRUE
52:45.5,APM:Copter-3.4.6,FALSE,41.519083,-86.240467,263.77,41.519083,-86.240467,14.52,-36.46537018,-27.86758995,-13.88194561,-0.028130211,-2.288713932,0.012535217,0.01,0.28,0.1,3,9,0.098488577,0.098488577,-56.37,0,0,0,None,None,TRUE,0.255582429,None,None,None,None,228,TRUE,ACTIVE,GUIDED,TRUE
52:45.6,APM:Copter-3.4.6,FALSE,41.519083,-86.240467,263.77,41.519083,-86.240467,14.52,-36.46537018,-27.86758995,-13.88194561,-0.028130211,-2.288713932,0.012535217,0.01,0.28,0.1,3,9,0.258069754,0.258069754,-56.45,0,0,0,None,None,TRUE,0.357587052,None,None,None,None,228,TRUE,ACTIVE,GUIDED,TRUE
52:45.7,APM:Copter-3.4.6,FALSE,41.519083,-86.240467,263.77,41.519083,-86.240467,14.52,-36.46537018,-27.86758995,-13.88194561,-0.028130211,-2.288713932,0.012535217,0.01,0.28,0.1,3,9,0.258069754,0.258069754,-56.45,0,0,0,None,None,TRUE,0.463857539,None,None,None,None,228,TRUE,ACTIVE,GUIDED,TRUE
52:45.8,APM:Copter-3.4.6,FALSE,41.5190823,-86.2404658,263.77,41.5190823,-86.2404658,14.52,-36.53549957,-27.77074623,-13.88211155,-0.028130211,-2.288713932,0.012535217,0.07,0.32,0.11,3,9,0.258069754,0.258069754,-56.45,0,0,0,None,None,TRUE,0.569860733,None,None,None,None,228,TRUE,ACTIVE,GUIDED,TRUE
52:45.9,APM:Copter-3.4.6,FALSE,41.5190823,-86.2404658,263.77,41.5190823,-86.2404658,14.52,-36.53549957,-27.77074623,-13.88211155,-0.028130211,-2.288713932,0.012535217,0.07,0.32,0.11,3,9,0.258069754,0.258069754,-56.45,0,0,0,None,None,TRUE,0.671970883,None,None,None,None,228,TRUE,ACTIVE,GUIDED,TRUE
52:46.0,APM:Copter-3.4.6,FALSE,41.5190823,-86.2404658,263.77,41.5190823,-86.2404658,14.52,-36.53549957,-27.77074623,-13.88211155,-0.028130211,-2.288713932,0.012535217,0.07,0.32,0.11,3,9,0.258069754,0.258069754,-56.45,0,0,0,None,None,TRUE,0.725987531,None,None,None,None,228,TRUE,ACTIVE,GUIDED,TRUE
52:46.1,APM:Copter-3.4.6,FALSE,41.5190823,-86.2404658,263.77,41.5190823,-86.2404658,14.52,-36.53549957,-27.77074623,-13.88211155,-0.035334341,-2.272390842,0.044247415,0.07,0.32,0.11,3,9,0.258069754,0.258069754,-56.45,0,0,0,None,None,TRUE,0.828537637,None,None,None,None,228,TRUE,ACTIVE,GUIDED,TRUE
52:46.2,APM:Copter-3.4.6,FALSE,41.5190823,-86.2404658,263.77,41.5190823,-86.2404658,14.52,-36.53549957,-27.77074623,-13.88211155,-0.035334341,-2.272390842,0.044247415,0.07,0.32,0.11,3,9,0.258069754,0.258069754,-56.45,0,0,0,None,None,TRUE,0.931181244,None,None,None,None,228,TRUE,ACTIVE,GUIDED,TRUE
52:46.3,APM:Copter-3.4.6,FALSE,41.5190823,-86.2404658,263.77,41.5190823,-86.2404658,14.52,-36.53549957,-27.77074623,-13.88211155,-0.035334341,-2.272390842,0.044247415,0.07,0.32,0.11,3,9,0.230867922,0.230867922,-56.45,0,0,0,None,None,TRUE,1.034457232,None,None,None,None,229,TRUE,ACTIVE,GUIDED,TRUE
52:46.4,APM:Copter-3.4.6,FALSE,41.5190823,-86.2404658,263.77,41.5190823,-86.2404658,14.52,-36.53549957,-27.77074623,-13.88211155,-0.035334341,-2.272390842,0.044247415,0.07,0.32,0.11,3,9,0.230867922,0.230867922,-56.45,0,0,0,None,None,TRUE,1.13604726,None,None,None,None,229,TRUE,ACTIVE,GUIDED,TRUE
52:46.5,APM:Copter-3.4.6,FALSE,41.5190823,-86.2404658,263.77,41.5190823,-86.2404658,14.52,-36.53549957,-27.77074623,-13.88211155,-0.035334341,-2.272390842,0.044247415,0.07,0.32,0.11,3,9,0.230867922,0.230867922,-56.45,0,0,0,None,None,TRUE,1.24207043,None,None,None,None,229,TRUE,ACTIVE,GUIDED,TRUE
52:46.6,APM:Copter-3.4.6,FALSE,41.5190821,-86.2404646,263.78,41.5190821,-86.2404646,14.53,-36.55855942,-27.66653442,-13.89949512,-0.035334341,-2.272390842,0.044247415,0.15,0.27,0.09,3,9,0.230867922,0.230867922,-56.45,0,0,0,None,None,TRUE,0.050866557,None,None,None,None,229,TRUE,ACTIVE,GUIDED,TRUE
52:46.7,APM:Copter-3.4.6,FALSE,41.5190821,-86.2404646,263.78,41.5190821,-86.2404646,14.53,-36.55855942,-27.66653442,-13.89949512,-0.043086667,-2.303762913,0.042250864,0.15,0.27,0.09,3,9,0.230867922,0.230867922,-56.45,0,0,0,None,None,TRUE,0.156446897,None,None,None,None,229,TRUE,ACTIVE,GUIDED,TRUE
52:46.8,APM:Copter-3.4.6,FALSE,41.5190821,-86.2404646,263.78,41.5190821,-86.2404646,14.53,-36.55855942,-27.66653442,-13.89949512,-0.043086667,-2.303762913,0.042250864,0.15,0.27,0.09,3,9,0.230867922,0.230867922,-56.45,0,0,0,None,None,TRUE,0.259093704,None,None,None,None,229,TRUE,ACTIVE,GUIDED,TRUE
52:46.9,APM:Copter-3.4.6,FALSE,41.5190821,-86.2404646,263.78,41.5190821,-86.2404646,14.53,-36.55855942,-27.66653442,-13.89949512,-0.043086667,-2.303762913,0.042250864,0.15,0.27,0.09,3,9,0.27313,0.27313,-56.45,0,0,0,None,None,TRUE,0.361379174,None,None,None,None,227,TRUE,ACTIVE,GUIDED,TRUE
52:47.0,APM:Copter-3.4.6,FALSE,41.5190821,-86.2404646,263.78,41.5190821,-86.2404646,14.53,-36.55855942,-27.66653442,-13.89949512,-0.043086667,-2.303762913,0.042250864,0.15,0.27,0.09,3,9,0.27313,0.27313,-56.45,0,0,0,None,None,TRUE,0.465553454,None,None,None,None,227,TRUE,ACTIVE,GUIDED,TRUE
52:47.1,APM:Copter-3.4.6,FALSE,41.5190821,-86.2404646,263.78,41.5190821,-86.2404646,14.53,-36.55855942,-27.66653442,-13.89949512,-0.043086667,-2.303762913,0.042250864,0.15,0.27,0.09,3,9,0.27313,0.27313,-56.45,0,0,0,None,None,TRUE,0.570260839,None,None,None,None,227,TRUE,ACTIVE,GUIDED,TRUE
52:47.2,APM:Copter-3.4.6,FALSE,41.5190826,-86.2404631,263.78,41.5190826,-86.2404631,14.53,-36.55855942,-27.66653442,-13.89949512,-0.043086667,-2.303762913,0.042250864,0.25,0.23,0.11,3,9,0.27313,0.27313,-56.45,0,0,0,None,None,TRUE,0.672538375,None,None,None,None,227,TRUE,ACTIVE,GUIDED,TRUE
52:47.3,APM:Copter-3.4.6,FALSE,41.5190826,-86.2404631,263.78,41.5190826,-86.2404631,14.53,-36.5037117,-27.54350853,-13.89972687,-0.043086667,-2.303762913,0.042250864,0.25,0.23,0.11,3,9,0.27313,0.27313,-56.45,0,0,0,None,None,TRUE,0.774158146,None,None,None,None,227,TRUE,ACTIVE,GUIDED,TRUE
52:47.4,APM:Copter-3.4.6,FALSE,41.5190826,-86.2404631,263.78,41.5190826,-86.2404631,14.53,-36.5037117,-27.54350853,-13.89972687,-0.046525355,-2.277037382,0.036749355,0.25,0.23,0.11,3,9,0.194164872,0.194164872,-56.45,0,0,0,None,None,TRUE,0.8267955,None,None,None,None,229,TRUE,ACTIVE,GUIDED,TRUE
52:47.5,APM:Copter-3.4.6,FALSE,41.5190826,-86.2404631,263.78,41.5190826,-86.2404631,14.53,-36.5037117,-27.54350853,-13.89972687,-0.046525355,-2.277037382,0.036749355,0.25,0.23,0.11,3,9,0.194164872,0.194164872,-56.45,0,0,0,None,None,TRUE,0.931932499,None,None,None,None,229,TRUE,ACTIVE,GUIDED,TRUE
52:47.6,APM:Copter-3.4.6,FALSE,41.5190826,-86.2404631,263.78,41.5190826,-86.2404631,14.53,-36.5037117,-27.54350853,-13.89972687,-0.046525355,-2.277037382,0.036749355,0.25,0.23,0.11,3,9,0.194164872,0.194164872,-56.45,0,0,0,None,None,TRUE,1.034945314,None,None,None,None,229,TRUE,ACTIVE,GUIDED,TRUE
52:47.7,APM:Copter-3.4.6,FALSE,41.5190826,-86.2404631,263.78,41.5190826,-86.2404631,14.53,-36.5037117,-27.54350853,-13.89972687,-0.046525355,-2.277037382,0.036749355,0.25,0.23,0.11,3,9,0.194164872,0.194164872,-56.45,0,0,0,None,None,TRUE,1.138348666,None,None,None,None,229,TRUE,ACTIVE,GUIDED,TRUE
52:47.8,APM:Copter-3.4.6,FALSE,41.5190834,-86.2404618,263.82,41.5190834,-86.2404618,14.57,-36.41437912,-27.43299675,-13.93905735,-0.046525355,-2.277037382,0.036749355,0.29,0.19,0.04,3,9,0.194164872,0.194164872,-56.45,0,0,0,None,None,TRUE,0.104344222,None,None,None,None,229,TRUE,ACTIVE,GUIDED,TRUE
52:47.9,APM:Copter-3.4.6,FALSE,41.5190834,-86.2404618,263.82,41.5190834,-86.2404618,14.57,-36.41437912,-27.43299675,-13.93905735,-0.07022664,-2.261635542,0.024244927,0.29,0.19,0.04,3,9,0.194164872,0.194164872,-56.45,0,0,0,None,None,TRUE,0.209988483,None,None,None,None,229,TRUE,ACTIVE,GUIDED,TRUE
52:48.0,APM:Copter-3.4.6,FALSE,41.5190834,-86.2404618,263.82,41.5190834,-86.2404618,14.57,-36.41437912,-27.43299675,-13.93905735,-0.07022664,-2.261635542,0.024244927,0.29,0.19,0.04,3,9,0.240831882,0.240831882,-56.45,0,0,0,None,None,TRUE,0.312603874,None,None,None,None,230,TRUE,ACTIVE,GUIDED,TRUE
52:48.1,APM:Copter-3.4.6,FALSE,41.5190834,-86.2404618,263.82,41.5190834,-86.2404618,14.57,-36.41437912,-27.43299675,-13.93905735,-0.07022664,-2.261635542,0.024244927,0.29,0.19,0.04,3,9,0.240831882,0.240831882,-56.45,0,0,0,None,None,TRUE,0.414604064,None,None,None,None,230,TRUE,ACTIVE,GUIDED,TRUE
52:48.2,APM:Copter-3.4.6,FALSE,41.5190834,-86.2404618,263.82,41.5190834,-86.2404618,14.57,-36.41437912,-27.43299675,-13.93905735,-0.07022664,-2.261635542,0.024244927,0.29,0.19,0.04,3,9,0.240831882,0.240831882,-56.45,0,0,0,None,None,TRUE,0.516689243,None,None,None,None,230,TRUE,ACTIVE,GUIDED,TRUE
52:48.3,APM:Copter-3.4.6,FALSE,41.5190834,-86.2404618,263.82,41.5190834,-86.2404618,14.57,-36.41437912,-27.43299675,-13.93905735,-0.07022664,-2.261635542,0.024244927,0.29,0.19,0.04,3,9,0.240831882,0.240831882,-56.45,0,0,0,None,None,TRUE,0.619884366,None,None,None,None,230,TRUE,ACTIVE,GUIDED,TRUE
52:48.4,APM:Copter-3.4.6,FALSE,41.5190841,-86.2404612,263.84,41.5190841,-86.2404612,14.59,-36.33733749,-27.38458633,-13.95287704,-0.07022664,-2.261635542,0.024244927,0.19,0.08,0.03,3,9,0.240831882,0.240831882,-56.45,0,0,0,None,None,TRUE,0.72487873,None,None,None,None,230,TRUE,ACTIVE,GUIDED,TRUE
52:48.5,APM:Copter-3.4.6,FALSE,41.5190841,-86.2404612,263.84,41.5190841,-86.2404612,14.59,-36.33733749,-27.38458633,-13.95287704,-0.066956319,-2.308948278,0.010369883,0.19,0.08,0.03,3,9,0.240831882,0.240831882,-56.45,0,0,0,None,None,TRUE,0.829521851,None,None,None,None,230,TRUE,ACTIVE,GUIDED,TRUE
52:48.6,APM:Copter-3.4.6,FALSE,41.5190841,-86.2404612,263.84,41.5190841,-86.2404612,14.59,-36.33733749,-27.38458633,-13.95287704,-0.066956319,-2.308948278,0.010369883,0.19,0.08,0.03,3,9,0.263058931,0.263058931,-56.37,0,0,0,None,None,TRUE,0.934784393,None,None,None,None,227,TRUE,ACTIVE,GUIDED,TRUE
52:48.7,APM:Copter-3.4.6,FALSE,41.5190841,-86.2404612,263.84,41.5190841,-86.2404612,14.59,-36.33733749,-27.38458633,-13.95287704,-0.066956319,-2.308948278,0.010369883,0.19,0.08,0.03,3,9,0.263058931,0.263058931,-56.37,0,0,0,None,None,TRUE,0.987828288,None,None,None,None,227,TRUE,ACTIVE,GUIDED,TRUE
52:48.8,APM:Copter-3.4.6,FALSE,41.5190844,-86.2404609,263.84,41.5190844,-86.2404609,14.59,-36.30966949,-27.35603142,-13.95409584,-0.039410867,-2.268793345,0.016589366,0.16,0.13,0.05,3,9,0.263058931,0.263058931,-56.37,0,0,0,None,None,TRUE,0.103414761,None,None,None,None,227,TRUE,ACTIVE,GUIDED,TRUE
52:48.9,APM:Copter-3.4.6,FALSE,41.5190844,-86.2404609,263.84,41.5190844,-86.2404609,14.59,-36.30966949,-27.35603142,-13.95409584,-0.039410867,-2.268793345,0.016589366,0.16,0.13,0.05,3,9,0.263058931,0.263058931,-56.37,0,0,0,None,None,TRUE,0.205795709,None,None,None,None,227,TRUE,ACTIVE,GUIDED,TRUE
52:49.0,APM:Copter-3.4.6,FALSE,41.5190844,-86.2404609,263.84,41.5190844,-86.2404609,14.59,-36.30966949,-27.35603142,-13.95409584,-0.039410867,-2.268793345,0.016589366,0.16,0.13,0.05,3,9,0.1360147,0.1360147,-56.37,0,0,0,None,None,TRUE,0.308279523,None,None,None,None,230,TRUE,ACTIVE,GUIDED,TRUE
52:49.1,APM:Copter-3.4.6,FALSE,41.5190844,-86.2404609,263.84,41.5190844,-86.2404609,14.59,-36.30966949,-27.35603142,-13.95409584,-0.039410867,-2.268793345,0.016589366,0.16,0.13,0.05,3,9,0.1360147,0.1360147,-56.37,0,0,0,None,None,TRUE,0.413567877,None,None,None,None,230,TRUE,ACTIVE,GUIDED,TRUE
52:49.2,APM:Copter-3.4.6,FALSE,41.5190855,-86.240459,263.88,41.5190855,-86.240459,14.63,-36.18860245,-27.20252037,-13.99944305,-0.039410867,-2.268793345,0.016589366,0.35,0.27,-0.06,3,9,0.1360147,0.1360147,-56.37,0,0,0,None,None,TRUE,0.050970747,None,None,None,None,230,TRUE,ACTIVE,GUIDED,TRUE
