time,Autopilot Firmware version,Autopilot capabilities (supports ftp),Global Location,Global Location (relative altitude),Local Location,Attitude,Velocity,GPS,Groundspeed,Airspeed,Gimbal status,Battery,EKF OK?,Last Heartbeat,Rangefinder,Rangefinder distance,Rangefinder voltage,Heading,Is Armable?,System status,Mode,Armed,
2017_07_18__15-24-07_821,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5194318;lon=-86.2401239;alt=248.65,LocationGlobalRelative:lat=41.5194318;lon=-86.2401239;alt=0.23,LocationLocal:north=-0.738120913506;east=0.552802860737;down=0.554846823215,Attitude:pitch=0.0261784661561;yaw=-2.96840643883;roll=0.00515387486666,[0.1; 0.0; -0.05],GPSInfo:fix=4;num_sat=8,0.131529465318,0.131529465318,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,2.539526707,Rangefinder: distance=None; voltage=None,None,None,190,True,STANDBY,GUIDED,False
2017_07_18__15-26-04_620,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519137;lon=-86.2397803;alt=268.98,LocationGlobalRelative:lat=41.519137;lon=-86.2397803;alt=20.24,LocationLocal:north=-32.7733802795;east=28.7309036255;down=-19.5863933563,Attitude:pitch=0.0244813952595;yaw=1.66905736923;roll=0.0187125168741,[0.2; 0.76; -0.18],GPSInfo:fix=4;num_sat=10,0.856154203415,0.856154203415,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.361239293,Rangefinder: distance=None; voltage=None,None,None,94,True,ACTIVE,GUIDED,True
2017_07_18__15-26-04_720,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519137;lon=-86.2397803;alt=268.98,LocationGlobalRelative:lat=41.519137;lon=-86.2397803;alt=20.24,LocationLocal:north=-32.7733802795;east=28.7309036255;down=-19.5863933563,Attitude:pitch=0.0244813952595;yaw=1.66905736923;roll=0.0187125168741,[0.2; 0.76; -0.18],GPSInfo:fix=4;num_sat=10,0.856154203415,0.856154203415,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.464747925,Rangefinder: distance=None; voltage=None,None,None,94,True,ACTIVE,GUIDED,True
2017_07_18__15-26-04_820,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519137;lon=-86.2397803;alt=268.98,LocationGlobalRelative:lat=41.519137;lon=-86.2397803;alt=20.24,LocationLocal:north=-32.7733802795;east=28.7309036255;down=-19.5863933563,Attitude:pitch=0.0244813952595;yaw=1.66905736923;roll=0.0187125168741,[0.2; 0.76; -0.18],GPSInfo:fix=4;num_sat=10,0.856154203415,0.856154203415,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.565561942,Rangefinder: distance=None; voltage=None,None,None,94,True,ACTIVE,GUIDED,True
2017_07_18__15-26-04_920,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519137;lon=-86.2397803;alt=268.98,LocationGlobalRelative:lat=41.519137;lon=-86.2397803;alt=20.24,LocationLocal:north=-32.7733802795;east=28.7309036255;down=-19.5863933563,Attitude:pitch=0.0244813952595;yaw=1.66905736923;roll=0.0187125168741,[0.2; 0.76; -0.18],GPSInfo:fix=4;num_sat=10,0.856154203415,0.856154203415,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.666743738,Rangefinder: distance=None; voltage=None,None,None,94,True,ACTIVE,GUIDED,True
2017_07_18__15-26-05_020,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519137;lon=-86.2397803;alt=268.98,LocationGlobalRelative:lat=41.519137;lon=-86.2397803;alt=20.24,LocationLocal:north=-32.7733802795;east=28.7309036255;down=-19.5863933563,Attitude:pitch=0.0244813952595;yaw=1.66905736923;roll=0.0187125168741,[0.2; 0.76; -0.18],GPSInfo:fix=4;num_sat=10,0.856154203415,0.856154203415,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.767796294,Rangefinder: distance=None; voltage=None,None,None,94,True,ACTIVE,GUIDED,True
2017_07_18__15-26-05_120,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519137;lon=-86.2397803;alt=268.98,LocationGlobalRelative:lat=41.519137;lon=-86.2397803;alt=20.24,LocationLocal:north=-32.7733802795;east=28.7309036255;down=-19.5863933563,Attitude:pitch=0.0190210808069;yaw=1.65875411034;roll=0.028938703239,[0.2; 0.76; -0.18],GPSInfo:fix=4;num_sat=10,0.856154203415,0.856154203415,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.86873967,Rangefinder: distance=None; voltage=None,None,None,94,True,ACTIVE,GUIDED,True
2017_07_18__15-26-05_220,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519137;lon=-86.2397803;alt=268.98,LocationGlobalRelative:lat=41.519137;lon=-86.2397803;alt=20.24,LocationLocal:north=-32.7733802795;east=28.7309036255;down=-19.5863933563,Attitude:pitch=0.0190210808069;yaw=1.65875411034;roll=0.028938703239,[0.2; 0.76; -0.18],GPSInfo:fix=4;num_sat=10,0.856154203415,0.856154203415,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.970568471,Rangefinder: distance=None; voltage=None,None,None,94,True,ACTIVE,GUIDED,True
2017_07_18__15-26-05_319,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519137;lon=-86.2397803;alt=268.98,LocationGlobalRelative:lat=41.519137;lon=-86.2397803;alt=20.24,LocationLocal:north=-32.7733802795;east=28.7309036255;down=-19.5863933563,Attitude:pitch=0.0190210808069;yaw=1.65875411034;roll=0.028938703239,[0.2; 0.76; -0.18],GPSInfo:fix=4;num_sat=10,0.856154203415,0.856154203415,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.072942438,Rangefinder: distance=None; voltage=None,None,None,94,True,ACTIVE,GUIDED,True
2017_07_18__15-26-05_420,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519137;lon=-86.2397803;alt=268.98,LocationGlobalRelative:lat=41.519137;lon=-86.2397803;alt=20.24,LocationLocal:north=-32.7733802795;east=28.7309036255;down=-19.5863933563,Attitude:pitch=0.0190210808069;yaw=1.65875411034;roll=0.028938703239,[0.2; 0.76; -0.18],GPSInfo:fix=4;num_sat=10,0.856154203415,0.856154203415,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.0511757289996,Rangefinder: distance=None; voltage=None,None,None,94,True,ACTIVE,GUIDED,True
2017_07_18__15-26-05_520,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519137;lon=-86.2397803;alt=268.98,LocationGlobalRelative:lat=41.519137;lon=-86.2397803;alt=20.24,LocationLocal:north=-32.7733802795;east=28.7309036255;down=-19.5863933563,Attitude:pitch=0.0190210808069;yaw=1.65875411034;roll=0.028938703239,[0.2; 0.76; -0.18],GPSInfo:fix=4;num_sat=10,0.856154203415,0.856154203415,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.155498302,Rangefinder: distance=None; voltage=None,None,None,94,True,ACTIVE,GUIDED,True
2017_07_18__15-26-05_620,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5191378;lon=-86.2397707;alt=268.9,LocationGlobalRelative:lat=41.5191378;lon=-86.2397707;alt=20.16,LocationLocal:north=-32.6898803711;east=29.5316886902;down=-19.5030841827,Attitude:pitch=0.0190210808069;yaw=1.65875411034;roll=0.028938703239,[0.06; 0.85; -0.11],GPSInfo:fix=4;num_sat=10,0.960260331631,0.960260331631,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.259241914,Rangefinder: distance=None; voltage=None,None,None,95,True,ACTIVE,GUIDED,True
2017_07_18__15-26-05_720,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5191378;lon=-86.2397707;alt=268.9,LocationGlobalRelative:lat=41.5191378;lon=-86.2397707;alt=20.16,LocationLocal:north=-32.6898803711;east=29.5316886902;down=-19.5030841827,Attitude:pitch=0.0190210808069;yaw=1.65875411034;roll=0.028938703239,[0.06; 0.85; -0.11],GPSInfo:fix=4;num_sat=10,0.960260331631,0.960260331631,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.363472133,Rangefinder: distance=None; voltage=None,None,None,95,True,ACTIVE,GUIDED,True
2017_07_18__15-26-05_820,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5191378;lon=-86.2397707;alt=268.9,LocationGlobalRelative:lat=41.5191378;lon=-86.2397707;alt=20.16,LocationLocal:north=-32.6898803711;east=29.5316886902;down=-19.5030841827,Attitude:pitch=0.0196624603122;yaw=1.67769527435;roll=0.0154103292152,[0.06; 0.85; -0.11],GPSInfo:fix=4;num_sat=10,0.960260331631,0.960260331631,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.466534299,Rangefinder: distance=None; voltage=None,None,None,95,True,ACTIVE,GUIDED,True
2017_07_18__15-26-05_920,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5191378;lon=-86.2397707;alt=268.9,LocationGlobalRelative:lat=41.5191378;lon=-86.2397707;alt=20.16,LocationLocal:north=-32.6898803711;east=29.5316886902;down=-19.5030841827,Attitude:pitch=0.0196624603122;yaw=1.67769527435;roll=0.0154103292152,[0.06; 0.85; -0.11],GPSInfo:fix=4;num_sat=10,0.960260331631,0.960260331631,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.567530385,Rangefinder: distance=None; voltage=None,None,None,95,True,ACTIVE,GUIDED,True
2017_07_18__15-26-06_019,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5191378;lon=-86.2397707;alt=268.9,LocationGlobalRelative:lat=41.5191378;lon=-86.2397707;alt=20.16,LocationLocal:north=-32.6898803711;east=29.5316886902;down=-19.5030841827,Attitude:pitch=0.0196624603122;yaw=1.67769527435;roll=0.0154103292152,[0.06; 0.85; -0.11],GPSInfo:fix=4;num_sat=10,0.960260331631,0.960260331631,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.101827806,Rangefinder: distance=None; voltage=None,None,None,95,True,ACTIVE,GUIDED,True
2017_07_18__15-26-06_120,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5191378;lon=-86.2397707;alt=268.9,LocationGlobalRelative:lat=41.5191378;lon=-86.2397707;alt=20.16,LocationLocal:north=-32.6898803711;east=29.5316886902;down=-19.5030841827,Attitude:pitch=0.0196624603122;yaw=1.67769527435;roll=0.0154103292152,[0.06; 0.85; -0.11],GPSInfo:fix=4;num_sat=10,0.960260331631,0.960260331631,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.203914340999,Rangefinder: distance=None; voltage=None,None,None,95,True,ACTIVE,GUIDED,True
2017_07_18__15-26-06_220,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5191378;lon=-86.2397707;alt=268.9,LocationGlobalRelative:lat=41.5191378;lon=-86.2397707;alt=20.16,LocationLocal:north=-32.6898803711;east=29.5316886902;down=-19.5030841827,Attitude:pitch=0.0196624603122;yaw=1.67769527435;roll=0.0154103292152,[0.06; 0.85; -0.11],GPSInfo:fix=4;num_sat=10,0.960260331631,0.960260331631,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.306326065,Rangefinder: distance=None; voltage=None,None,None,95,True,ACTIVE,GUIDED,True
2017_07_18__15-26-06_320,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5191378;lon=-86.2397707;alt=268.9,LocationGlobalRelative:lat=41.5191378;lon=-86.2397707;alt=20.16,LocationLocal:north=-32.6898803711;east=29.5316886902;down=-19.5030841827,Attitude:pitch=0.0196624603122;yaw=1.67769527435;roll=0.0154103292152,[0.06; 0.85; -0.11],GPSInfo:fix=4;num_sat=10,0.960260331631,0.960260331631,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.408938054,Rangefinder: distance=None; voltage=None,None,None,95,True,ACTIVE,GUIDED,True
2017_07_18__15-26-06_421,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5191378;lon=-86.2397707;alt=268.9,LocationGlobalRelative:lat=41.5191378;lon=-86.2397707;alt=20.16,LocationLocal:north=-32.6898803711;east=29.5316886902;down=-19.5030841827,Attitude:pitch=0.0196624603122;yaw=1.67769527435;roll=0.0154103292152,[0.06; 0.85; -0.11],GPSInfo:fix=4;num_sat=10,0.960260331631,0.960260331631,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.511455328,Rangefinder: distance=None; voltage=None,None,None,95,True,ACTIVE,GUIDED,True
2017_07_18__15-26-06_519,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519138;lon=-86.2397611;alt=268.83,LocationGlobalRelative:lat=41.519138;lon=-86.2397611;alt=20.09,LocationLocal:north=-32.6898803711;east=29.5316886902;down=-19.5030841827,Attitude:pitch=0.0196624603122;yaw=1.67769527435;roll=0.0154103292152,[0.07; 0.89; -0.04],GPSInfo:fix=4;num_sat=10,0.960260331631,0.960260331631,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.562278447,Rangefinder: distance=None; voltage=None,None,None,95,True,ACTIVE,GUIDED,True
2017_07_18__15-26-06_620,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519138;lon=-86.2397611;alt=268.83,LocationGlobalRelative:lat=41.519138;lon=-86.2397611;alt=20.09,LocationLocal:north=-32.6640510559;east=30.3324279785;down=-19.4353485107,Attitude:pitch=0.0226325783879;yaw=1.522372365;roll=0.00563326757401,[0.07; 0.89; -0.04],GPSInfo:fix=4;num_sat=10,0.916624188423,0.916624188423,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.664854105999,Rangefinder: distance=None; voltage=None,None,None,96,True,ACTIVE,GUIDED,True
2017_07_18__15-26-06_720,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519138;lon=-86.2397611;alt=268.83,LocationGlobalRelative:lat=41.519138;lon=-86.2397611;alt=20.09,LocationLocal:north=-32.6640510559;east=30.3324279785;down=-19.4353485107,Attitude:pitch=0.0226325783879;yaw=1.522372365;roll=0.00563326757401,[0.07; 0.89; -0.04],GPSInfo:fix=4;num_sat=10,0.916624188423,0.916624188423,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.769551179999,Rangefinder: distance=None; voltage=None,None,None,96,True,ACTIVE,GUIDED,True
2017_07_18__15-26-06_820,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519138;lon=-86.2397611;alt=268.83,LocationGlobalRelative:lat=41.519138;lon=-86.2397611;alt=20.09,LocationLocal:north=-32.6640510559;east=30.3324279785;down=-19.4353485107,Attitude:pitch=0.0226325783879;yaw=1.522372365;roll=0.00563326757401,[0.07; 0.89; -0.04],GPSInfo:fix=4;num_sat=10,0.916624188423,0.916624188423,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.873291991999,Rangefinder: distance=None; voltage=None,None,None,96,True,ACTIVE,GUIDED,True
2017_07_18__15-26-06_920,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519138;lon=-86.2397611;alt=268.83,LocationGlobalRelative:lat=41.519138;lon=-86.2397611;alt=20.09,LocationLocal:north=-32.6640510559;east=30.3324279785;down=-19.4353485107,Attitude:pitch=0.0226325783879;yaw=1.522372365;roll=0.00563326757401,[0.07; 0.89; -0.04],GPSInfo:fix=4;num_sat=10,0.916624188423,0.916624188423,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.976653326999,Rangefinder: distance=None; voltage=None,None,None,96,True,ACTIVE,GUIDED,True
2017_07_18__15-26-07_020,APM:Copter-3.4.6,False,LocationGlobal:lat=41.519138;lon=-86.2397611;alt=268.83,LocationGlobalRelative:lat=41.519138;lon=-86.2397611;alt=20.09,LocationLocal:north=-32.6640510559;east=30.3324279785;down=-19.4353485107,Attitude:pitch=0.0226325783879;yaw=1.522372365;roll=0.00563326757401,[0.07; 0.89; -0.04],GPSInfo:fix=4;num_sat=10,0.916624188423,0.916624188423,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.080030775,Rangefinder: distance=None; voltage=None,None,None,96,True,ACTIVE,GUIDED,True
2017_07_18__15-26-07_121,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5191386;lon=-86.2397513;alt=268.79,LocationGlobalRelative:lat=41.5191386;lon=-86.2397513;alt=20.05,LocationLocal:north=-32.5992240906;east=31.148267746;down=-19.3949928284,Attitude:pitch=0.0226325783879;yaw=1.522372365;roll=0.00563326757401,[0.13; 0.96; 0.0],GPSInfo:fix=4;num_sat=10,1.03247272968,1.03247272968,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.182802447,Rangefinder: distance=None; voltage=None,None,None,82,True,ACTIVE,GUIDED,True
2017_07_18__15-26-07_219,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5191386;lon=-86.2397513;alt=268.79,LocationGlobalRelative:lat=41.5191386;lon=-86.2397513;alt=20.05,LocationLocal:north=-32.5992240906;east=31.148267746;down=-19.3949928284,Attitude:pitch=0.0226325783879;yaw=1.522372365;roll=0.00563326757401,[0.13; 0.96; 0.0],GPSInfo:fix=4;num_sat=10,1.03247272968,1.03247272968,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,1.284834613,Rangefinder: distance=None; voltage=None,None,None,82,True,ACTIVE,GUIDED,True
2017_07_18__15-26-07_320,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5191386;lon=-86.2397513;alt=268.79,LocationGlobalRelative:lat=41.5191386;lon=-86.2397513;alt=20.05,LocationLocal:north=-32.5992240906;east=31.148267746;down=-19.3949928284,Attitude:pitch=0.0226325783879;yaw=1.522372365;roll=0.00563326757401,[0.13; 0.96; 0.0],GPSInfo:fix=4;num_sat=10,1.03247272968,1.03247272968,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.101944549,Rangefinder: distance=None; voltage=None,None,None,82,True,ACTIVE,GUIDED,True
2017_07_18__15-26-07_420,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5191386;lon=-86.2397513;alt=268.79,LocationGlobalRelative:lat=41.5191386;lon=-86.2397513;alt=20.05,LocationLocal:north=-32.5992240906;east=31.148267746;down=-19.3949928284,Attitude:pitch=0.0471170842648;yaw=1.4089615345;roll=0.00735319778323,[0.13; 0.96; 0.0],GPSInfo:fix=4;num_sat=10,1.03247272968,1.03247272968,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.202930165,Rangefinder: distance=None; voltage=None,None,None,82,True,ACTIVE,GUIDED,True
2017_07_18__15-26-07_520,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5191386;lon=-86.2397513;alt=268.79,LocationGlobalRelative:lat=41.5191386;lon=-86.2397513;alt=20.05,LocationLocal:north=-32.5992240906;east=31.148267746;down=-19.3949928284,Attitude:pitch=0.0471170842648;yaw=1.4089615345;roll=0.00735319778323,[0.13; 0.96; 0.0],GPSInfo:fix=4;num_sat=10,1.03247272968,1.03247272968,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.305435466,Rangefinder: distance=None; voltage=None,None,None,82,True,ACTIVE,GUIDED,True
2017_07_18__15-26-07_628,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5191386;lon=-86.2397513;alt=268.79,LocationGlobalRelative:lat=41.5191386;lon=-86.2397513;alt=20.05,LocationLocal:north=-32.5992240906;east=31.148267746;down=-19.3949928284,Attitude:pitch=0.0471170842648;yaw=1.4089615345;roll=0.00735319778323,[0.13; 0.96; 0.0],GPSInfo:fix=4;num_sat=10,1.03247272968,1.03247272968,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.406993469,Rangefinder: distance=None; voltage=None,None,None,82,True,ACTIVE,GUIDED,True
2017_07_18__15-26-07_719,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5191386;lon=-86.2397513;alt=268.79,LocationGlobalRelative:lat=41.5191386;lon=-86.2397513;alt=20.05,LocationLocal:north=-32.5992240906;east=31.148267746;down=-19.3949928284,Attitude:pitch=0.0471170842648;yaw=1.4089615345;roll=0.00735319778323,[0.13; 0.96; 0.0],GPSInfo:fix=4;num_sat=10,1.03247272968,1.03247272968,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.508910918999,Rangefinder: distance=None; voltage=None,None,None,82,True,ACTIVE,GUIDED,True
2017_07_18__15-26-07_820,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5191386;lon=-86.2397513;alt=268.79,LocationGlobalRelative:lat=41.5191386;lon=-86.2397513;alt=20.05,LocationLocal:north=-32.5992240906;east=31.148267746;down=-19.3949928284,Attitude:pitch=0.0471170842648;yaw=1.4089615345;roll=0.00735319778323,[0.13; 0.96; 0.0],GPSInfo:fix=4;num_sat=10,1.03247272968,1.03247272968,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.613095901,Rangefinder: distance=None; voltage=None,None,None,82,True,ACTIVE,GUIDED,True
2017_07_18__15-26-07_919,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5191395;lon=-86.2397411;alt=268.78,LocationGlobalRelative:lat=41.5191395;lon=-86.2397411;alt=20.04,LocationLocal:north=-32.4970207214;east=32.0036964417;down=-19.3845672607,Attitude:pitch=0.0471170842648;yaw=1.4089615345;roll=0.00735319778323,[0.09; 0.91; 0.0],GPSInfo:fix=4;num_sat=10,0.975140988827,0.975140988827,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.715421827,Rangefinder: distance=None; voltage=None,None,None,80,True,ACTIVE,GUIDED,True
2017_07_18__15-26-08_019,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5191395;lon=-86.2397411;alt=268.78,LocationGlobalRelative:lat=41.5191395;lon=-86.2397411;alt=20.04,LocationLocal:north=-32.4970207214;east=32.0036964417;down=-19.3845672607,Attitude:pitch=0.0471170842648;yaw=1.4089615345;roll=0.00735319778323,[0.09; 0.91; 0.0],GPSInfo:fix=4;num_sat=10,0.975140988827,0.975140988827,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.817307816,Rangefinder: distance=None; voltage=None,None,None,80,True,ACTIVE,GUIDED,True
2017_07_18__15-26-08_120,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5191395;lon=-86.2397411;alt=268.78,LocationGlobalRelative:lat=41.5191395;lon=-86.2397411;alt=20.04,LocationLocal:north=-32.4970207214;east=32.0036964417;down=-19.3845672607,Attitude:pitch=0.0335725843906;yaw=1.43754434586;roll=0.00432781968266,[0.09; 0.91; 0.0],GPSInfo:fix=4;num_sat=10,0.975140988827,0.975140988827,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.101671657,Rangefinder: distance=None; voltage=None,None,None,80,True,ACTIVE,GUIDED,True
2017_07_18__15-26-08_220,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5191395;lon=-86.2397411;alt=268.78,LocationGlobalRelative:lat=41.5191395;lon=-86.2397411;alt=20.04,LocationLocal:north=-32.4970207214;east=32.0036964417;down=-19.3845672607,Attitude:pitch=0.0335725843906;yaw=1.43754434586;roll=0.00432781968266,[0.09; 0.91; 0.0],GPSInfo:fix=4;num_sat=10,0.975140988827,0.975140988827,Gimbal: pitch=-57.77; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.202895876,Rangefinder: distance=None; voltage=None,None,None,80,True,ACTIVE,GUIDED,True
2017_07_18__15-26-08_320,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5191395;lon=-86.2397411;alt=268.78,LocationGlobalRelative:lat=41.5191395;lon=-86.2397411;alt=20.04,LocationLocal:north=-32.4970207214;east=32.0036964417;down=-19.3845672607,Attitude:pitch=0.0335725843906;yaw=1.43754434586;roll=0.00432781968266,[0.09; 0.91; 0.0],GPSInfo:fix=4;num_sat=10,0.975140988827,0.975140988827,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.306521025001,Rangefinder: distance=None; voltage=None,None,None,80,True,ACTIVE,GUIDED,True
2017_07_18__15-26-08_420,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5191395;lon=-86.2397411;alt=268.78,LocationGlobalRelative:lat=41.5191395;lon=-86.2397411;alt=20.04,LocationLocal:north=-32.4970207214;east=32.0036964417;down=-19.3845672607,Attitude:pitch=0.0335725843906;yaw=1.43754434586;roll=0.00432781968266,[0.09; 0.91; 0.0],GPSInfo:fix=4;num_sat=10,0.975140988827,0.975140988827,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.358469436,Rangefinder: distance=None; voltage=None,None,None,80,True,ACTIVE,GUIDED,True
2017_07_18__15-26-08_520,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5191395;lon=-86.2397411;alt=268.78,LocationGlobalRelative:lat=41.5191395;lon=-86.2397411;alt=20.04,LocationLocal:north=-32.4970207214;east=32.0036964417;down=-19.3845672607,Attitude:pitch=0.0335725843906;yaw=1.43754434586;roll=0.00432781968266,[0.09; 0.91; 0.0],GPSInfo:fix=4;num_sat=10,0.975140988827,0.975140988827,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.46021947,Rangefinder: distance=None; voltage=None,None,None,80,True,ACTIVE,GUIDED,True
2017_07_18__15-26-08_620,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5191405;lon=-86.2397333;alt=268.78,LocationGlobalRelative:lat=41.5191405;lon=-86.2397333;alt=20.04,LocationLocal:north=-32.4970207214;east=32.0036964417;down=-19.3845672607,Attitude:pitch=0.0335725843906;yaw=1.43754434586;roll=0.00432781968266,[0.12; 0.87; 0.0],GPSInfo:fix=4;num_sat=10,0.975140988827,0.975140988827,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.561447728001,Rangefinder: distance=None; voltage=None,None,None,80,True,ACTIVE,GUIDED,True
2017_07_18__15-26-08_720,APM:Copter-3.4.6,False,LocationGlobal:lat=41.5191405;lon=-86.2397333;alt=268.78,LocationGlobalRelative:lat=41.5191405;lon=-86.2397333;alt=20.04,LocationLocal:north=-32.3914451599;east=32.648563385;down=-19.3865146637,Attitude:pitch=0.0232467669994;yaw=1.44716644287;roll=0.0156751088798,[0.12; 0.87; 0.0],GPSInfo:fix=4;num_sat=10,0.889999985695,0.889999985695,Gimbal: pitch=-57.68; roll=0.0; yaw=0.0,Battery:voltage=0.0;current=None;level=None,True,0.665796595,Rangefinder: distance=None; voltage=None,None,None,83,True,ACTIVE,GUIDED,True
